,index,Text,Label,Question,RepQuestion,TextAll
194,413,"Non lo so, perché ho anche tante amiche con cui dopo ho parlato, che hanno, mi son state vicine in quel momento, però non ho mai chiesto come la vivevano loro, cioè, non saprei cosa pensano di, di me che invece, più che dirmi “oh, quanto mi dispiace”, però non è che mi hanno mai…non lo so cosa pensano sinceramente. Non so cos’altro dire, non gli ho mai chiesto come la vedevano loro al di fuori, forse perché vedevano anche me serena quindi anche loro erano sereni, non è che, diciamo che forse le uniche persone che ci vedevano un po’, li abbiamo visti un po’ apprensivi magari i nonni chiaramente, quelli erano un po’ più, al momento dell’operazione, dopodiché, ripeto, da lì in poi è sempre stata una cosa molto naturale, molto normale per tutti.",generalizzazioneX90+commentoX46,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Non lo so, perché ho anche tante amiche con cui dopo ho parlato, che hanno, mi son state vicine in quel momento, però non ho mai chiesto come la vivevano loro, cioè, non saprei cosa pensano di, di me che invece, più che dirmi “oh, quanto mi dispiace”, però non è che mi hanno mai…non lo so cosa pensano sinceramente. Non so cos’altro dire, non gli ho mai chiesto come la vedevano loro al di fuori, forse perché vedevano anche me serena quindi anche loro erano sereni, non è che,', 'diciamo che forse le uniche persone che ci vedevano un po’, li abbiamo visti un po’ apprensivi magari i nonni chiaramente, quelli erano un po’ più, al momento dell’operazione, dopodiché, ripeto, da lì in poi è sempre stata una cosa molto naturale, molto normale per tutti.']"
195,3992,"Da questa iniziale e confusa richiesta si giunge alla proposta di intraprendere un tirocinio di lavoro terapeutico presso una cooperativa che si occupa di manutenzione del verde pubblico.
La cooperativa “XXX” s.r.l., da noi contattata alla metà di marzo, si rende subito disponibile ad accogliere il paziente, per inserirlo in qualità di tirocinante nella propria attività.
Insieme alla cooperativa e al paziente si formula il progetto che prevede:
- la partecipazione alle attività per 3 volte la settimana per 4 ore al giorno, sotto la guida di un tutor, per almeno un anno;
- le verifiche periodiche dell’esperienza attraverso incontri tra gli operatori della cooperativa, l’équipe del DSM, il paziente;
- gli incontri periodici di verifica tra il singolo paziente e i referenti del DSM.
L’équipe del DSM sulla base delle caratteristiche del progetto propone di finanziare l’esperienza con un sussidio di reinserimento sociale di £ 350.000 al mese, da corrispondere direttamente alla persona. La prima mensilità è di £ 485.000 in quanto comprende le spese di assicurazione.
Il tirocinio di lavoro mira a fornire al paziente una sufficiente competenza relativamente al complesso delle attività a lui affidate (manutenzione e pulizia del manto erboso e del terreno, potatura e taglio) e una discreta abilità nell’uso degli strumenti di lavoro (ventola, decespugliatore, falciatrice, forbice).
A questi obiettivi di qualificazione professionale si aggiungono quelli più propriamente terapeutici.
La difficoltà fondamentale di Marco è la gestione adeguata delle relazioni, 
per cui attraverso le verifiche periodiche, si individuano i “punti critici” e si trovano insieme le giuste modalità di soluzione dei problemi.
",giudizioX28+generalizzazioneX28+descrizioneX69+descrizioneX43+riferimento_obiettivoX45+generalizzazioneX12+giudizioX11+riferimento_obiettivoX22,Come descriverebbe una violenza sessuale?,descrizione,"['Da questa iniziale e confusa richiesta si giunge alla proposta di intraprendere un tirocinio di lavoro terapeutico presso una cooperativa che si occupa di manutenzione del verde pubblico.', 'La cooperativa “XXX” s.r.l., da noi contattata alla metà di marzo, si rende subito disponibile ad accogliere il paziente, per inserirlo in qualità di tirocinante nella propria attività.', 'Insieme alla cooperativa e al paziente si formula il progetto che prevede:\n- la partecipazione alle attività per 3 volte la settimana per 4 ore al giorno, sotto la guida di un tutor, per almeno un anno;\n- le verifiche periodiche dell’esperienza attraverso incontri tra gli operatori della cooperativa, l’équipe del DSM, il paziente;\n- gli incontri periodici di verifica tra il singolo paziente e i referenti del DSM.\n', 'L’équipe del DSM sulla base delle caratteristiche del progetto propone di finanziare l’esperienza con un sussidio di reinserimento sociale di £ 350.000 al mese, da corrispondere direttamente alla persona. La prima mensilità è di £ 485.000 in quanto comprende le spese di assicurazione.', 'Il tirocinio di lavoro mira a fornire al paziente una sufficiente competenza relativamente al complesso delle attività a lui affidate (manutenzione e pulizia del manto erboso e del terreno, potatura e taglio) e una discreta abilità nell’uso degli strumenti di lavoro (ventola, decespugliatore, falciatrice, forbice).', 'A questi obiettivi di qualificazione professionale si aggiungono quelli più propriamente terapeutici.', 'La difficoltà fondamentale di Marco è la gestione adeguata delle relazioni, ', 'per cui attraverso le verifiche periodiche, si individuano i “punti critici” e si trovano insieme le giuste modalità di soluzione dei problemi.']"
196,2019,"Le criticità sono ovunque anche con un figlio naturale, nel caso di AI bisogna mettere in conto un bagaglio culturale differente",generalizzazioneX9+specificazioneX12,Come descriverebbe l’iter di adozione internazionale?,descrizione,"['Le criticità sono ovunque anche con un figlio naturale, ', 'nel caso di AI bisogna mettere in conto un bagaglio culturale differente']"
197,84,"Che loro hanno delle cose in più di me: tipo io non posso correre tanto e loro possono correre quanto vogliono, perché sennò se corro tanto c'ho un tipo di tosse che tossisco e mi fa male il cuore. Anche un altro particolare che mi devo mettere sempre la crema solare, anche quando sono al mare ma tipo non son sulla sabbia, non son sotto il sole, lo stesso, se sono in un paese al mare oppure anche dentro l'hotel devo lo stesso mettermi la crema solare e gli altri non la mettono.",confrontoX39+generalizzazioneX54,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"[""Che loro hanno delle cose in più di me: tipo io non posso correre tanto e loro possono correre quanto vogliono, perché sennò se corro tanto c'ho un tipo di tosse che tossisco e mi fa male il cuore."", ""Anche un altro particolare che mi devo mettere sempre la crema solare, anche quando sono al mare ma tipo non son sulla sabbia, non son sotto il sole, lo stesso, se sono in un paese al mare oppure anche dentro l'hotel devo lo stesso mettermi la crema solare e gli altri non la mettono.""]"
198,5694,"tramite lezioni in presenza di professori competenti a loro volta, che non passino semplicemente la conoscenza agli studenti ma che intraprenda con loro un percorso formativo conoscitivo, tramite lo studio di testi autorevoli, tramite ricerche individuali spinte dalla curiosità dello studente, tramite eventuali tirocini per acquisizioni di competenze pratiche",prescrizioneX27+descrizioneX22,Come descriverebbe il modo in cui una persona che si laurea in psicologia acquisisce competenze?,descrizione,"['tramite lezioni in presenza di professori competenti a loro volta, che non passino semplicemente la conoscenza agli studenti ma che intraprenda con loro un percorso formativo conoscitivo,', 'tramite lo studio di testi autorevoli, tramite ricerche individuali spinte dalla curiosità dello studente, tramite eventuali tirocini per acquisizioni di competenze pratiche']"
199,1551,no. Sull'ipotesi che potrà farcela,possibilitaX5,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"[""no. Sull'ipotesi che potrà farcela""]"
200,402,"Dipende dalle persone. Qualcuno alle parole “cardiopatia congenita” cambia discorso, come se anche parlarne potesse attaccare qualcosa a loro. Altri pensano già alla morte imminente. C’è tanta ignoranza, e purtroppo anche tanto disinteresse. ",generalizzazioneX33,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Dipende dalle persone. Qualcuno alle parole “cardiopatia congenita” cambia discorso, come se anche parlarne potesse attaccare qualcosa a loro. Altri pensano già alla morte imminente. C’è tanta ignoranza, e purtroppo anche tanto disinteresse.']"
201,6106,"Spesso il docente può sentirsi minacciato nella propria immagine e nella propria autostima per le difficoltà che incontra nel contenere il comportamento
dell’alunno. Questa tentazione può portare ad una progressiva diminuzione della capacità di
controllare le proprie reazioni nei confronti del bambino e quindi, ad aumentare gli atteggiamenti
punitivi. Se poi l’alunno manifesta frequenti comportamenti aggressivi verso i compagni,
l’insegnante vivrà uno stato continuo di ansia riguardo alla sicurezza degli altri alunni.",implicazioneX49+previsioneX23,"Il testo come descrive le manifestazioni in ambiente scolastico (interazione con i coetanei, interazione con gli insegnanti, rendimento scolastico) di un alunno con disturbo da deficit attentivo/iperattività? ",descrizione,"['Spesso il docente può sentirsi minacciato nella propria immagine e nella propria autostima per le difficoltà che incontra nel contenere il comportamento\ndell’alunno. Questa tentazione può portare ad una progressiva diminuzione della capacità di\ncontrollare le proprie reazioni nei confronti del bambino e quindi, ad aumentare gli atteggiamenti\npunitivi.', ' Se poi l’alunno manifesta frequenti comportamenti aggressivi verso i compagni, l’insegnante vivrà uno stato continuo di ansia riguardo alla sicurezza degli altri alunni.']"
202,2667,"Perchè queste divisioni sociali portano a 
posizioni polemiche,alla difficoltà nel trovare
soluzioni comuni, anche alla contrapposizione
tra diversi gruppi",valutazioneX19,Come descriverebbe il luogo in cui abita?,descrizione,"['Perchè queste divisioni sociali portano a \n posizioni polemiche,alla difficoltà nel trovare\n soluzioni comuni, anche alla contrapposizione\n tra diversi gruppi']"
203,4346,"una persona con depressione è una persona che non ha interesse per niente, è triste tutto il giorno, ha dei pensieri negativi o suicidari. Non ha voglia di fare niente, vuole solo dormire e dimenticarsi del mondo. È come stare nelle sabbie mobili, più si cerca di uscire, più si affonda.",sancireX37+commentoX14,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"['una persona con depressione è una persona che non ha interesse per niente, è triste tutto il giorno, ha dei pensieri negativi o suicidari. Non ha voglia di fare niente, vuole solo dormire e dimenticarsi del mondo', 'È come stare nelle sabbie mobili, più si cerca di uscire, più si affonda']"
204,3582,Usurpatore della libertà di espressione della vittima.,generalizzazioneX7,Come descriverebbe una violenza sessuale?,descrizione,['Usurpatore della libertà di espressione della vittima.']
205,1767,"Premetto di essere molto poco informata sull’argomento. Credo l’informazione perpetuata dai media non sia che la punta dell’iceberg, una distrazione da una situazione che fonda radici molto più profonde di quanto non venga mostrato. L’aspetto interessante è come esso si ponga sia sul livello armato, sia su quello psicologico. Quest’ultimo in particolare è quello che svolge un ruolo decisivo: è una guerra che ha come obbiettivo l’annichilimento delle persone, e della sicurezza che quelle stesse hanno costruito sulle spalle di altri popoli.",commentoX34+sancireX48,Come descriverebbe il terrorismo?,descrizione,"['Premetto di essere molto poco informata sull’argomento. Credo l’informazione perpetuata dai media non sia che la punta dell’iceberg, una distrazione da una situazione che fonda radici molto più profonde di quanto non venga mostrato.', 'L’aspetto interessante è come esso si ponga sia sul livello armato, sia su quello psicologico. Quest’ultimo in particolare è quello che svolge un ruolo decisivo: è una guerra che ha come obbiettivo l’annichilimento delle persone, e della sicurezza che quelle stesse hanno costruito sulle spalle di altri popoli.']"
206,3422,"È avvenuto perché ho accompagnato fuori casa una vecchietta che mi faceva danni in casa e faceva pagare le spese a me, solo che le ho sfondato 3 porte ed ho buttato già il muro di casa sua.",descrizioneX38,Come descriverebbe una persona entro un percorso in REMS?,descrizione,"['È avvenuto perché ho accompagnato fuori casa una vecchietta che mi faceva danni in casa e faceva pagare le spese a me, solo che le ho sfondato 3 porte ed ho buttato già il muro di casa sua.']"
207,5489,un cane,sancireX2,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,['un cane']
208,4078,"A seguito di una lettera anonima, giunta a qs Ufficio, segnalante una grave situazione di disagio in un nucleo familiare sito in via …….. nel maggio u.s., siamo intervenuti con la collega M. della locale ASL RM per verificare la situazione.
L’assistente sociale R. M. ha potuto constatare subito la necessità di un intervento a sostegno del nucleo: infatti è stato subito evidente lo stato di degrado dei due locali in cui vive il nucleo fatiscenti e inabitabili.
la sig.ra è seguita, in tal senso, dal DSM di Via P., loro riferimento Dott. G., 
Con il nucleo è attivo anche padre P., noto volontario della zona di S.T. che ha collaborato a fornire alla sig.ra XX regolare permesso di soggiorno e mantiene un rapporto con tutto il nucleo.
Allo stato attuale stiamo appunto provvedendo, con il consenso della madre dei minori, all’inserimento di tutti i bambini in strutture socio assistenziali come su detto; 
considerando anche la prossima scadenza di dicembre che come su citato dovranno comunque lasciare la casa, anche perché appunto quest’ultima non garantisce livelli minimi di garanzie igieniche.
Stiamo verificando lo stato di salute, in generale, di tutti i bambini e in tal senso sentiremo anche il loro medico di riferimento il dott. A. abitante nello stesso stabile.
Pertanto ci sembra evidente che i sottoscritti, per poter operare nel loro progetto di sistemazione dei minori, necessitino di regolare autorizzazione di codesto AA. GG. 
Per i due ragazzi senza permesso di soggiorno riteniamo opportuno l’apertura di una tutela che li salvaguardi nel loro effettivo stato di bisogno quotidiano (vd. Rapporti con la scuola: Meeraf frequenta il III° Magistrale e Walle I° anno di linguistico Profess.le servono in tal senso documenti vari ottenibili solo con il permesso di soggiorno) 
permettendoci quindi di potere anche per loro attivare interventi a supporto.",descrizioneX41+valutazioneX37+descrizioneX16+valutazioneX34+descrizioneX25+confermaX27+dichiarazione_intentiX30+valutazioneX25+valutazioneX54+implicazioneX11,Come descriverebbe una violenza sessuale?,descrizione,"['A seguito di una lettera anonima, giunta a qs Ufficio, segnalante una grave situazione di disagio in un nucleo familiare sito in via …….. nel maggio u.s., siamo intervenuti con la collega M. della locale ASL RM per verificare la situazione.', 'L’assistente sociale R. M. ha potuto constatare subito la necessità di un intervento a sostegno del nucleo: infatti è stato subito evidente lo stato di degrado dei due locali in cui vive il nucleo fatiscenti e inabitabili.', 'la sig.ra è seguita, in tal senso, dal DSM di Via P., loro riferimento Dott. G., ', 'Con il nucleo è attivo anche padre P., noto volontario della zona di S.T. che ha collaborato a fornire alla sig.ra XX regolare permesso di soggiorno e mantiene un rapporto con tutto il nucleo.', 'Allo stato attuale stiamo appunto provvedendo, con il consenso della madre dei minori, all’inserimento di tutti i bambini in strutture socio assistenziali come su detto; ', 'considerando anche la prossima scadenza di dicembre che come su citato dovranno comunque lasciare la casa, anche perché appunto quest’ultima non garantisce livelli minimi di garanzie igieniche.', 'Stiamo verificando lo stato di salute, in generale, di tutti i bambini e in tal senso sentiremo anche il loro medico di riferimento il dott. A. abitante nello stesso stabile.', 'Pertanto ci sembra evidente che i sottoscritti, per poter operare nel loro progetto di sistemazione dei minori, necessitino di regolare autorizzazione di codesto AA. GG. ', 'Per i due ragazzi senza permesso di soggiorno riteniamo opportuno l’apertura di una tutela che li salvaguardi nel loro effettivo stato di bisogno quotidiano (vd. Rapporti con la scuola: Meeraf frequenta il III° Magistrale e Walle I° anno di linguistico Profess.le servono in tal senso documenti vari ottenibili solo con il permesso di soggiorno) ', 'permettendoci quindi di potere anche per loro attivare interventi a supporto.']"
209,6036,"Inizialmente è bene scegliere un comportamento bersaglio che si verifichi frequentemente. Non riuscireste a farvi un'esperienza adeguata nell'imparare come applicare il time out se il comportamento non si verifica almeno una volta al giorno. Quando si applica la prima volta il metodo del time out, si dovrebbe scegliere come comportamento bersaglio uno meno importante e uno principale. 
Iniziate ad applicare il time out al comportamento meno importante (come, ad esempio, spettegolare o fare dispetti). Si tratta di comportamenti bersaglio facili da gestire, perché i bambini solitamente non sono particolarmente alterati emotivamente o arrabbiati mentre
li mettono in atto. In un secondo tempo, dopo aver fatto un po' di esperienza nell'utilizzo del time out, spostatevi su un comportamento bersaglio di maggiore gravità (come l'atto di picchiare o gli scoppi di collera). Questi comportamenti negativi solitamente costituiscono una sfida maggiore in quanto i bambini sono più arrabbiati o alterati emotivamente quando li manifestano. Utilizzate ripetutamente il time out applicandolo, almeno all'inizio, ogni volta che si verifica il comportamento bersaglio. Se applicato nel modo corretto, time out dovrebbe portare a una diminuzione del comportamento indesiderabile del 50-90% in una o due settimane.",prescrizioneX11+confermaX23+prescrizioneX33+specificazioneX7+causaX24+prescrizioneX23+specificazioneX9+causaX21+prescrizioneX16+implicazioneX22,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"['Inizialmente è bene scegliere un comportamento bersaglio che si verifichi frequentemente. ', ""Non riuscireste a farvi un'esperienza adeguata nell'imparare come applicare il time out se il comportamento non si verifica almeno una volta al giorno. "", 'Quando si applica la prima volta il metodo del time out, si dovrebbe scegliere come comportamento bersaglio uno meno importante e uno principale. Iniziate ad applicare il time out al comportamento meno importante ', '(come, ad esempio, spettegolare o fare dispetti)', 'Si tratta di comportamenti bersaglio facili da gestire, perché i bambini solitamente non sono particolarmente alterati emotivamente o arrabbiati mentre\nli mettono in atto. ', ""In un secondo tempo, dopo aver fatto un po' di esperienza nell'utilizzo del time out, spostatevi su un comportamento bersaglio di maggiore gravità "", ""(come l'atto di picchiare o gli scoppi di collera)"", 'Questi comportamenti negativi solitamente costituiscono una sfida maggiore in quanto i bambini sono più arrabbiati o alterati emotivamente quando li manifestano. ', ""Utilizzate ripetutamente il time out applicandolo, almeno all'inizio, ogni volta che si verifica il comportamento bersaglio."", 'Se applicato nel modo corretto, time out dovrebbe portare a una diminuzione del comportamento indesiderabile del 50-90% in una o due settimane.']"
210,3892,"oggi penso che avrei semplicemente potuto chiederglielo prima, ma non sono mai riuscita a fare la scelta giusta, non gli ho mai detto di no, non era una violenza solo una stupida cazzo di relazione. Ma allora perchè sento questo sasso sul cuore? Forse perchè vorrei semplicemente smettere di sentirmi così sbagliata, così sporca, così puttana.
Vorrei sentirmi per una volta la vittima e pulirmi questa maledetta coscienza che non mi da pace….ma non si può, gli errori si pagano, ed io ne porterò il peso per sempre.
",contrapposizioneX25+commentoX10+giudizioX8+possibilitaX13+sancireX32,Come descriverebbe una violenza sessuale?,descrizione,"['oggi penso che avrei semplicemente potuto chiederglielo prima, ma non sono mai riuscita a fare la scelta giusta, non gli ho mai detto di no,', 'non era una violenza solo una stupida cazzo di relazione. ', 'Ma allora perchè sento questo sasso sul cuore? ', 'Forse perchè vorrei semplicemente smettere di sentirmi così sbagliata, così sporca, così puttana.', 'Vorrei sentirmi per una volta la vittima e pulirmi questa maledetta coscienza che non mi da pace….ma non si può, gli errori si pagano, ed io ne porterò il peso per sempre.']"
211,3291,/,non_rispostaX1,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,['/']
212,366,"Ehm…allora, Andrea ha avuto due volte, ha fatto due volte lo stesso intervento, perché il primo non è mai e poi mai andato bene, quindi lui mi è ritornato, ci è ritornato in sala operatoria due volte, sia alla prima che una seconda, quindi è stato abbastanza drammatico. È stato drammatico perché noi 17 anni fa e anche 14 anni fa, perché ha avuto due interventi, non c’era nessuno fuori dalla, di quel maledetto portone giallo che ci venisse ad aggiornare, cioè noi l’abbiamo consegnato e ci hanno un po’, sì, “scopato fuori”, nel senso non ci hanno considerato. Questo sì, poi nulla da dire del reparto perché si son prestati, probabilmente perché sapevano anche che, insomma, sapevano la storia di Andrea, quindi insomma, e quindi ci hanno un attimo, non, non hanno avuto più riguardo rispetto agli altri, però del terzo reparto nel terzo piano non posso dire assolutamente niente; poi per quanto riguarda i controlli eccetera lui grazie a Dio non ha mai avuto, detto un filo, delle cose, è sempre stato una linea, e questo, questa io sì la ritengo una fortuna, nel senso che anche adesso che fa attività, per me…",descrizioneX24+valutazioneX77+valutazioneX23+specificazioneX28+giudizioX44,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"['Ehm…allora, Andrea ha avuto due volte, ha fatto due volte lo stesso intervento, perché il primo non è mai e poi mai andato bene,', 'quindi lui mi è ritornato, ci è ritornato in sala operatoria due volte, sia alla prima che una seconda, quindi è stato abbastanza drammatico. È stato drammatico perché noi 17 anni fa e anche 14 anni fa, perché ha avuto due interventi, non c’era nessuno fuori dalla, di quel maledetto portone giallo che ci venisse ad aggiornare, cioè noi l’abbiamo consegnato e ci hanno un po’, sì, “scopato fuori”, nel senso non ci hanno considerato. Questo sì,', 'poi nulla da dire del reparto perché si son prestati, (…) però del terzo reparto nel terzo piano non posso dire assolutamente niente;', 'probabilmente perché sapevano anche che, insomma, sapevano la storia di Andrea, quindi insomma, e quindi ci hanno un attimo, non, non hanno avuto più riguardo rispetto agli altri,', 'poi per quanto riguarda i controlli eccetera lui grazie a Dio non ha mai avuto, detto un filo, delle cose, è sempre stato una linea, e questo, questa io sì la ritengo una fortuna, nel senso che anche adesso che fa attività, per me…']"
213,168,"Immagino di sì, perché le domande te le fai e ci stai male magari, ma bisogna essere più forti dei dubbi.",contrapposizioneX21,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Immagino di sì, perché le domande te le fai e ci stai male magari, ma bisogna essere più forti dei dubbi.']"
214,4455,"si descriverebbe come una persona che non ha più voglia di fare niente, che fa immensa fatica ad alzarsi dal letto al mattino, che non prova più piacere nelle cose né interesse per alcuna attività ( svolge le sole attività per dovere), che ha perso il senso della vita, che vede tutto nero, che rimugina in continuazione gli eventi negativi che gli sono capitati, che è sempre stanco e privo di energia mentale, non ha voglia di vedere nessuno e prova sollievo solo quando dorme (""non vedo l'ora che finisca la giornata"")",descrizioneX35+specificazioneX6+descrizioneX50,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"['si descriverebbe come una persona che non ha più voglia di fare niente, che fa immensa fatica ad alzarsi dal letto al mattino, che non prova più piacere nelle cose né interesse per alcuna attività', 'svolge le sole attività per dovere', 'che ha perso il senso della vita, che vede tutto nero, che rimugina in continuazione gli eventi negativi che gli sono capitati, che è sempre stanco e privo di energia mentale, non ha voglia di vedere nessuno e prova sollievo solo quando dorme (""non vedo l\'ora che finisca la giornata"")']"
215,1539,"Sicuramente all'inizio sì, prima di stabilizzarmi",previsioneX6,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"[""Sicuramente all'inizio sì, prima di stabilizzarmi""]"
216,1486,"Sarà un po’ più duro di prima ma niente di trascendentale, in qualche modo ce la faremo.",contrapposizioneX11+specificazioneX6,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"['Sarà un po’ più duro di prima ma niente di trascendentale,', 'in qualche modo ce la faremo.']"
217,3545,"La descriverei come sopravvissuta, perchè anche se era drogata ha provato a liberarsi del ragazzo e ha avuto il coraggio di denunciarlo.",descrizioneX4+confermaX18,Come descriverebbe una violenza sessuale?,descrizione,"['La descriverei come sopravvissuta,', 'perchè anche se era drogata ha provato a liberarsi del ragazzo e ha avuto il coraggio di denunciarlo.']"
218,5229,"ho iniziato 8 anni fa, dopo la gravidanza di V., subivo maltrattamenti",commentoX12,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"['ho iniziato 8 anni fa, dopo la gravidanza di V., subivo maltrattamenti']"
219,5363,"a parte seguire il trattamento tale e quale come me l'hanno dato , rispettare il piano terapeutico e in più cerco in me stessa le cose più belle che mi hanno fatto essere me stessa.
Le pastiglie hanno bloccato la parte negativa e con la mia forza (con psicologo) la parte più bella di me.Ho fatto una seduta con lo psicologo ma la depressione era così forte che la psichiatra mi ha detto di aspettare l'effetto della terapia.
Non vorrei mai più sentire quello che ho provato.",sancireX26+specificazioneX52,Come descriverebbe una persona che “vive in salute”?,descrizione,"[""a parte seguire il trattamento tale e quale come me l'hanno dato , rispettare il piano terapeutico e in più cerco in me stessa le cose"", ""Le pastiglie hanno bloccato la parte negativa e con la mia forza (con psicologo) la parte più bella di me.Ho fatto una seduta con lo psicologo ma la depressione era così forte che la psichiatra mi ha detto di aspettare l'effetto della terapia.\n Non vorrei mai più sentire quello che ho provato.""]"
220,647,"Vale il medesimo concetto espresso alla domanda n°4. Di solito, al di fuori dei momenti più critici, la cardiopatia non si vede esternamente e quindi non suscita rispetto e considerazione. Semplicemente è sconosciuta ai più.",generalizzazioneX35,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Vale il medesimo concetto espresso alla domanda n°4. Di solito, al di fuori dei momenti più critici, la cardiopatia non si vede esternamente e quindi non suscita rispetto e considerazione. Semplicemente è sconosciuta ai più.']"
221,810,"""Sto molto bene"", spero di potergli dire così, comunque con una paura folle",opinioneX8+commentoX5,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,"['""sto molto bene"", spero di potergli dire così,', 'comunque con una paura folle']"
222,1407,"Sempre in meglio, dopo tre mesi dalla dimissione",previsioneX8,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,"['Sempre in meglio, dopo tre mesi dalla dimissione']"
223,625,Complicato e lungo in quanto non sempre le cardiopatie congenite si risolvono definitivamente. Avrei bisogno anche di un supporto psicologico.,valutazioneX13+sancireX7,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"['Complicato e lungo in quanto non sempre le cardiopatie congenite si risolvono definitivamente.', 'Avrei bisogno anche di un supporto psicologico.']"
