,Unnamed: 0,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
1454,1454,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,072) mi_descrivo come persona tossicodipendente e malato,sancire,J,Mix,"('red', 1, 0)",red,072) mi_descrivo come persona tossicodipendente e malato,red,sancire,False,0,False
1455,1455,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,penso che si è trovato in una situazione molto difficile e che ha commesso grosso sbaglio,sancire,J,Mix,"('red', 1, 0)",red,penso che si è trovato in una situazione molto difficile e che ha commesso grosso sbaglio,red,sancire,False,0,False
1456,1456,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,lo descriverei che e una cosa per il detenuto,sancire,J,Mix,"('red', 1, 0)",red,lo descriverei che e una cosa per il detenuto,red,sancire,False,0,False
1457,1457,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,tossica,giudizio,J,Mix,"('red', 3, 1)",red,tossica,red,giudizio,False,0,False
1458,1458,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,nessuna,non_risposta,J,Mix,"('red', 3, 1)",red,nessuna,red,non_risposta,False,0,False
1459,1459,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,(cioŠ dalla sua costruzione) con un progetto pi— definito per le sue opere da svolgere,descrizione,J,Mix,"('green', 0, 1)",green,(cioŠ dalla sua costruzione) con un progetto pi— definito per le sue opere da svolgere,green,descrizione,False,0,False
1460,1460,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,eliminare tutte le religioni,generalizzazione,J,Mix,"('red', 3, 1)",red,eliminare tutte le religioni,red,generalizzazione,False,0,False
1461,1461,Come ti descriveresti prima di entrare in carcere?,Descrizione,"infine il mio_comportamento è sempre stato eccellente , io sono una_persona eccellente , ok .",giudizio,J,Mix,"('red', 3, 1)",red,"infine il mio_comportamento è sempre stato eccellente , io sono una_persona eccellente , ok .",red,giudizio,False,0,False
1462,1462,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,"incontri culturali, musicali e sportivi",descrizione,J,Mix,"('green', 0, 1)",green,"incontri culturali, musicali e sportivi",green,descrizione,False,0,False
1463,1463,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,manca uno scambio di esperienze e un gruppo informativo e culturale,descrizione,J,Mix,"('green', 0, 1)",green,manca uno scambio di esperienze e un gruppo informativo e culturale,green,descrizione,False,0,False
1464,1464,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,attr-i-deten,descrizione,J,Mix,"('green', 0, 1)",green,attr-i-deten,green,descrizione,False,0,False
1465,1465,Come descriverebbe una persona che “gode di salute”?,Descrizione,quando una persona no disturbi fisici e non disturbi psicologici e che si vuole bene,giudizio,J,Mix,"('red', 3, 1)",red,quando una persona no disturbi fisici e non disturbi psicologici e che si vuole bene,red,giudizio,False,0,False
1466,1466,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"quando si_parla di_qualità in_prigione bisogna prima_di tutto che 
ci sia rispetto nei_nostri_confronti",giudizio,J,Mix,"('red', 3, 1)",red,"quando si_parla di_qualità in_prigione bisogna prima_di tutto che 
ci sia rispetto nei_nostri_confronti",red,giudizio,False,0,False
1467,1467,Come ti descriverai una volta uscito dal carcere?,Descrizione,un_ragazzo come_tutti,giudizio,J,Mix,"('red', 3, 1)",red,un_ragazzo come_tutti,red,giudizio,False,0,False
1468,1468,Come ti descriveresti prima di entrare in carcere?,Descrizione,come_una_persona stava_molto_bene,descrizione,J,Mix,"('green', 0, 1)",green,come_una_persona stava_molto_bene,green,descrizione,False,0,False
1469,1469,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,"educativo,",giudizio,J,Mix,"('red', 3, 1)",red,"educativo,",red,giudizio,False,0,False
1470,1470,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non ne faccio uso,non_risposta,J,Mix,"('red', 3, 1)",red,non ne faccio uso,red,non_risposta,False,0,False
1471,1471,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,non_so,giustificazione,J,Mix,"('red', 4, 1)",red,non_so,red,giustificazione,False,0,False
1472,1472,Come descriverebbe una persona che “gode di salute”?,Descrizione,"sorridente,",giudizio,J,Mix,"('red', 3, 1)",red,"sorridente,",red,giudizio,False,0,False
1473,1473,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,"accertam_tossicodip o accertam_alcoldip , progr_tera di disassuefazione e riabilitazione",descrizione,J,Mix,"('green', 0, 1)",green,"accertam_tossicodip o accertam_alcoldip , progr_tera di disassuefazione e riabilitazione",green,descrizione,False,0,False
1474,1474,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"polizia 

se funziona l' assistenza 
la sanità 
lo sport",commento,J,Mix,"('red', 3, 1)",red,"polizia 

se funziona l' assistenza 
la sanità 
lo sport",red,commento,False,0,False
1475,1475,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,vedere che alcuni lavorano,descrizione,J,Mix,"('green', 0, 1)",green,vedere che alcuni lavorano,green,descrizione,True,1,False
1476,1476,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,una persona oppure che non sa cosa fare per poter vivere come le altre più o meno,giudizio,J,Mix,"('red', 3, 1)",red,una persona oppure che non sa cosa fare per poter vivere come le altre più o meno,red,giudizio,False,0,False
1477,1477,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,andiamo d'accordo con gli italiani se loro non sono sotto terapia per disturbi mentali ,causa,J,Mix,"('red', 2, 1)",red,andiamo d'accordo con gli italiani se loro non sono sotto terapia per disturbi mentali ,red,causa,False,0,False
1478,1478,Come ti descriveresti prima di entrare in carcere?,Descrizione,"in_quanto_ i contatti fra l' amministrazione penitenziaria e gli insegnanti 
sono piuttosto rari,",descrizione,J,Mix,"('green', 0, 1)",green,"in_quanto_ i contatti fra l' amministrazione penitenziaria e gli insegnanti 
sono piuttosto rari,",green,descrizione,False,0,False
1479,1479,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,relazionare,sancire,J,Mix,"('red', 1, 0)",red,relazionare,red,sancire,False,0,False
1480,1480,Come ti descriveresti prima di entrare in carcere?,Descrizione,sana al 100% .,giudizio,J,Mix,"('red', 3, 1)",red,sana al 100% .,red,giudizio,False,0,False
1481,1481,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,E-buona-persona che fa-suo-lavoro,sancire,J,Mix,"('red', 1, 0)",red,E-buona-persona che fa-suo-lavoro,red,sancire,False,0,False
1482,1482,Come ti descriveresti prima di entrare in carcere?,Descrizione,sempre normale e sicura di me_stessa,sancire,J,Mix,"('red', 1, 0)",red,sempre normale e sicura di me_stessa,red,sancire,False,0,False
1483,1483,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,Descrizione,"----048 
dipende, alcuni accettano il fatto come una cosa andata_male e 
tanti altri come me sono tristi, 
pensierosi e preoccupati",possibilita,J,Mix,"('yellow', 2, 2)",yellow,"----048 
dipende, alcuni accettano il fatto come una cosa andata_male e 
tanti altri come me sono tristi, 
pensierosi e preoccupati",yellow,possibilita,False,0,False
1484,1484,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,sono-stato dall' ufficio-domandine,descrizione,J,Mix,"('green', 0, 1)",green,sono-stato dall' ufficio-domandine,green,descrizione,False,0,False
1485,1485,Come ti descriveresti prima di entrare in carcere?,Descrizione,"corsi di lingua e di altro sempre rivolti ai_pochi, per_lo_piu sott' ufficiali, 
direttori e gente che non ha contatto diretto con i detenuti! 
",descrizione,J,Mix,"('green', 0, 1)",green,"corsi di lingua e di altro sempre rivolti ai_pochi, per_lo_piu sott' ufficiali, 
direttori e gente che non ha contatto diretto con i detenuti! 
",green,descrizione,False,0,False
1486,1486,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,io qualche_volta uso cannabis,descrizione,J,Mix,"('green', 0, 1)",green,io qualche_volta uso cannabis,green,descrizione,False,0,False
1487,1487,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non_so_descrivermi,non_risposta,J,Mix,"('red', 3, 1)",red,non_so_descrivermi,red,non_risposta,True,1,False
1488,1488,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,sarebbe bello poterle fare ma_non chiamano mai,contrapposizione,J,Mix,"('red', 6, 4)",red,sarebbe bello poterle fare ma_non chiamano mai,red,contrapposizione,False,0,False
1489,1489,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,"normale basta-che fa-il-suo-lavoro 
per-il-bene 
",sancire,J,Mix,"('red', 1, 0)",red,"normale basta-che fa-il-suo-lavoro 
per-il-bene 
",red,sancire,False,0,False
1490,1490,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,la differenza tra questo e l'altro è chiaro ,sancire,J,Mix,"('red', 1, 0)",red,la differenza tra questo e l'altro è chiaro ,red,sancire,False,0,False
1491,1491,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,Descrizione,"demagogiche , quasi sempre inutili , a_volte impossibili , quasi sempre inesistenti ,",giudizio,J,Mix,"('red', 3, 1)",red,"demagogiche , quasi sempre inutili , a_volte impossibili , quasi sempre inesistenti ,",red,giudizio,False,0,False
1492,1492,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,"per gli istituti : purché esista un legittimo provvedimento che limita la libertà personali 
per il cssa : acquisizioni inform_soc_fam 
per altre misure_alterna_det : purché lo_stesso registri nei_limiti_della legge 
",commento,J,Mix,"('red', 3, 1)",red,"per gli istituti : purché esista un legittimo provvedimento che limita la libertà personali 
per il cssa : acquisizioni inform_soc_fam 
per altre misure_alterna_det : purché lo_stesso registri nei_limiti_della legge 
",red,commento,False,0,False
1493,1493,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"Š molto semplice , la rieducaz ti cambia ,
ti_fa capire tante_cose e ti_fa pensare per
il domani
",implicazione,J,Mix,"('red', 9, 7)",red,"Š molto semplice , la rieducaz ti cambia ,
ti_fa capire tante_cose e ti_fa pensare per
il domani
",red,implicazione,True,1,False
1494,1494,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,lavoro,sancire,J,Mix,"('red', 1, 0)",red,lavoro,red,sancire,False,0,False
1495,1495,Come ti descriveresti prima di entrare in carcere?,Descrizione,"uno che nn_sap_quello_faceva , lo faceva per soldi , non mi_sentivo grande , ma mi_sentivo bene perché la mia famiglia aveva bisogno del mio aiuto e gliel' ho potuto dare ( fine )",contrapposizione,J,Mix,"('red', 6, 4)",red,"uno che nn_sap_quello_faceva , lo faceva per soldi , non mi_sentivo grande , ma mi_sentivo bene perché la mia famiglia aveva bisogno del mio aiuto e gliel' ho potuto dare ( fine )",red,contrapposizione,False,0,False
1496,1496,Come ti descriveresti prima di entrare in carcere?,Descrizione,brota birudi,non_risposta,J,Mix,"('red', 3, 1)",red,brota birudi,red,non_risposta,False,0,False
1497,1497,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,non_ho capito questa_domanda vi chiedo scusa,sancire,J,Mix,"('red', 1, 0)",red,non_ho capito questa_domanda vi chiedo scusa,red,sancire,False,0,False
1498,1498,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,non-lo-so,non_risposta,J,Mix,"('red', 3, 1)",red,non-lo-so,red,non_risposta,False,0,False
1499,1499,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,il rispetto_per_i_deten,giudizio,J,Mix,"('red', 3, 1)",red,il rispetto_per_i_deten,red,giudizio,False,0,False
1500,1500,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,igiene istruzione,giudizio,J,Mix,"('red', 3, 1)",red,igiene istruzione,red,giudizio,False,0,False
1501,1501,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,fanno_male_salute.,commento,J,Mix,"('red', 3, 1)",red,fanno_male_salute.,red,commento,False,0,False
1502,1502,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,male,giudizio,J,Mix,"('red', 3, 1)",red,male,red,giudizio,False,0,False
1503,1503,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,"avendo già risposto sopra del fatto che ci viene obbligata la convivenza. non_so come, anzi quale potrebbe essere il modo",non_risposta,J,Mix,"('red', 3, 1)",red,"avendo già risposto sopra del fatto che ci viene obbligata la convivenza. non_so come, anzi quale potrebbe essere il modo",red,non_risposta,False,0,False
1504,1504,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,"non so in questa domanda sono detenuto, sono come un uccello in una gabbia, non batte le ali e canta da solo",commento,J,Mix,"('red', 3, 1)",red,"non so in questa domanda sono detenuto, sono come un uccello in una gabbia, non batte le ali e canta da solo",red,commento,False,0,False
1505,1505,Come si descriverebbe come persona straniera detenuta,Descrizione,disperato,giudizio,J,Mix,"('red', 3, 1)",red,disperato,red,giudizio,False,0,False
1506,1506,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,posti_di_lavoro disponibili per_i_detenuti,descrizione,J,Mix,"('green', 0, 1)",green,posti_di_lavoro disponibili per_i_detenuti,green,descrizione,False,0,False
1507,1507,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,l'esenzione per lui come l'esenzione come per me,commento,J,Mix,"('red', 3, 1)",red,l'esenzione per lui come l'esenzione come per me,red,commento,False,0,False
1508,1508,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,presenza num_suff_operatori sia del comparto ministero che del comparto sicurezza,giudizio,J,Mix,"('red', 3, 1)",red,presenza num_suff_operatori sia del comparto ministero che del comparto sicurezza,red,giudizio,False,0,False
1509,1509,Come ti descriveresti prima di entrare in carcere?,Descrizione,"tranquilla , vicino_mio_figlio , felice accanto_a lui",descrizione,J,Mix,"('green', 0, 1)",green,"tranquilla , vicino_mio_figlio , felice accanto_a lui",green,descrizione,True,1,False
1510,1510,Come descriverebbe una persona che “gode di salute”?,Descrizione,fisicamente e psicologicamente no disturbi o no difficoltà,giudizio,J,Mix,"('red', 3, 1)",red,fisicamente e psicologicamente no disturbi o no difficoltà,red,giudizio,False,0,False
1511,1511,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"la prima_cosa è di rispettare la pulizia della sezione 
avere_più nelle_celle 
ristrutturare più_spesso i muri 
avere_più nelle aree e più verde",giudizio,J,Mix,"('red', 3, 1)",red,"la prima_cosa è di rispettare la pulizia della sezione 
avere_più nelle_celle 
ristrutturare più_spesso i muri 
avere_più nelle aree e più verde",red,giudizio,False,0,False
1512,1512,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,io penso_che qui_non vengono rispettati i diritti_umani,giudizio,J,Mix,"('red', 3, 1)",red,io penso_che qui_non vengono rispettati i diritti_umani,red,giudizio,False,0,False
1513,1513,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,efficace,giudizio,J,Mix,"('red', 3, 1)",red,efficace,red,giudizio,False,0,False
1514,1514,Come ti descriveresti prima di entrare in carcere?,Descrizione,non_me_lo_ricordo,non_risposta,J,Mix,"('red', 3, 1)",red,non_me_lo_ricordo,red,non_risposta,False,0,False
1515,1515,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,"non buona,",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"non buona,",yellow,valutazione,False,0,False
1516,1516,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,la più grossa malavita,sancire,J,Mix,"('red', 1, 0)",red,la più grossa malavita,red,sancire,False,0,False
1517,1517,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"perch‚ gli interventi rieducativi
specialmente nei_confronti_dello straniero
sono_assenti o quasi .
",descrizione,J,Mix,"('green', 0, 1)",green,"perch‚ gli interventi rieducativi
specialmente nei_confronti_dello straniero
sono_assenti o quasi .
",green,descrizione,False,0,False
1518,1518,Come ti descriveresti prima di entrare in carcere?,Descrizione,ero malato e non_lavoravo,giudizio,J,Mix,"('red', 3, 1)",red,ero malato e non_lavoravo,red,giudizio,True,1,False
1519,1519,Come descriverebbe un trattamento efficace?,Descrizione,normalissimo,non_risposta,J,Mix,"('red', 3, 1)",red,normalissimo,red,non_risposta,False,0,False
1520,1520,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,ho_scelto efficaci perch‚ la penso cosi,sancire,J,Mix,"('red', 1, 0)",red,ho_scelto efficaci perch‚ la penso cosi,red,sancire,True,1,False
1521,1521,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,questo è un parcheggio che non ha senso,generalizzazione,J,Mix,"('red', 3, 1)",red,questo è un parcheggio che non ha senso,red,generalizzazione,False,0,False
1522,1522,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,imparare la lingua_straniera,descrizione,J,Mix,"('green', 0, 1)",green,imparare la lingua_straniera,green,descrizione,False,0,False
1523,1523,Come ti descriveresti prima di entrare in carcere?,Descrizione,"ero_una_persona impegnata , vivo la tranquillità , lavorare , casa , non_avevo sognato che vengo qui",giustificazione,J,Mix,"('red', 4, 1)",red,"ero_una_persona impegnata , vivo la tranquillità , lavorare , casa , non_avevo sognato che vengo qui",red,giustificazione,False,0,False
1524,1524,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona sia fisicamente con se stessa,generalizzazione,J,Mix,"('red', 3, 1)",red,una persona sia fisicamente con se stessa,red,generalizzazione,False,0,False
1525,1525,Come si descriverebbe come persona straniera detenuta,Descrizione,angosciato,giudizio,J,Mix,"('red', 3, 1)",red,angosciato,red,giudizio,False,0,False
1526,1526,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"le opportunit…_di tratt_rieducativo_sono
molto_efficaci aumentano le possibilit… di
trovare_un_lavoro onesto e dare senso alla
nostra vita
",implicazione,J,Mix,"('red', 9, 7)",red,"le opportunit…_di tratt_rieducativo_sono
molto_efficaci aumentano le possibilit… di
trovare_un_lavoro onesto e dare senso alla
nostra vita
",red,implicazione,False,0,False
1527,1527,Come descriverebbe una persona che “gode di salute”?,Descrizione,aperta alle proposte di inserimento,giudizio,J,Mix,"('red', 3, 1)",red,aperta alle proposte di inserimento,red,giudizio,True,1,False
1528,1528,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,"più considerazione e pazienza da_parte_del personale "" agenti """,giudizio,J,Mix,"('red', 3, 1)",red,"più considerazione e pazienza da_parte_del personale "" agenti """,red,giudizio,False,0,False
1529,1529,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,solo-lui deve sapere cosa-fare,commento,J,Mix,"('red', 3, 1)",red,solo-lui deve sapere cosa-fare,red,commento,False,0,False
1530,1530,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,Descrizione,scarsamente efficaci a_causa_della carenza organica di chi e_chiamato ad applicarle,causa,J,Mix,"('red', 2, 1)",red,scarsamente efficaci a_causa_della carenza organica di chi e_chiamato ad applicarle,red,causa,False,0,False
1531,1531,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,mi dispiace,commento,J,Mix,"('red', 3, 1)",red,mi dispiace,red,commento,False,0,False
1532,1532,Come ti descriveresti prima di entrare in carcere?,Descrizione,"ingenuo , che non sono stato capace di valutare bene il mio_comportamento e la mia attività lavorativa",giudizio,J,Mix,"('red', 3, 1)",red,"ingenuo , che non sono stato capace di valutare bene il mio_comportamento e la mia attività lavorativa",red,giudizio,False,0,False
1533,1533,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non ne faccio uso,sancire,J,Mix,"('red', 1, 0)",red,non ne faccio uso,red,sancire,False,0,False
1534,1534,Come descriverebbe una persona che “gode di salute”?,Descrizione,autonoma,giudizio,J,Mix,"('red', 3, 1)",red,autonoma,red,giudizio,False,0,False
1535,1535,Come descriverebbe una persona che “gode di salute”?,Descrizione,non mette ansia,sancire,J,Mix,"('red', 1, 0)",red,non mette ansia,red,sancire,False,0,False
1536,1536,Come ti descriverai una volta uscito dal carcere?,Descrizione,tornare al_mio in_fretta,commento,J,Mix,"('red', 3, 1)",red,tornare al_mio in_fretta,red,commento,False,0,False
1537,1537,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dagli-altri-deten,descrizione,J,Mix,"('green', 0, 1)",green,dagli-altri-deten,green,descrizione,False,0,False
1538,1538,Come ti descriverai una volta uscito dal carcere?,Descrizione,non_lo_so,non_risposta,J,Mix,"('red', 3, 1)",red,non_lo_so,red,non_risposta,False,0,False
1539,1539,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,"io penso-che lei pensa-che sono-un-criminale e allo-stess-tempo che sono straniero e lontano-da-mia-famig
",opinione,J,Mix,"('red', 5, 3)",red,"io penso-che lei pensa-che sono-un-criminale e allo-stess-tempo che sono straniero e lontano-da-mia-famig
",red,opinione,False,0,False
1540,1540,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,buone nel complesso ma che sono accessibili solo a determinate tipologie di detenuti,descrizione,J,Mix,"('green', 0, 1)",green,buone nel complesso ma che sono accessibili solo a determinate tipologie di detenuti,green,descrizione,False,0,False
1541,1541,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona sia fisicamente,generalizzazione,J,Mix,"('red', 3, 1)",red,una persona sia fisicamente,red,generalizzazione,False,0,False
1542,1542,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,secondo me la persona che ripete lo stesso reato è abituata a passare la vita in carcere,generalizzazione,J,Mix,"('red', 3, 1)",red,secondo me la persona che ripete lo stesso reato è abituata a passare la vita in carcere,red,generalizzazione,True,1,False
1543,1543,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,più comprensione meno razzismo,giudizio,J,Mix,"('red', 3, 1)",red,più comprensione meno razzismo,red,giudizio,False,0,False
1544,1544,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,che hanno-pass-+tempo in-carc ed,descrizione,J,Mix,"('green', 0, 1)",green,che hanno-pass-+tempo in-carc ed,green,descrizione,False,0,False
1545,1545,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,fa-suo-lavoro,sancire,J,Mix,"('red', 1, 0)",red,fa-suo-lavoro,red,sancire,False,0,False
1546,1546,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"non conosco la lingua italiana e nessuno si
preoccupa per_me
",deresponsabilizzazione,J,Mix,"('red',4,2)",red,"non conosco la lingua italiana e nessuno si
preoccupa per_me
",red,deresponsabilizzazione,False,0,False
1547,1547,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,"si fidano tra di_loro, è un fatto di_fiducia",conferma,J,Mix,"('red', 2, 1)",red,"si fidano tra di_loro, è un fatto di_fiducia",red,conferma,False,0,False
1548,1548,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona prende dei farmaci,sancire,J,Mix,"('red', 1, 0)",red,una persona prende dei farmaci,red,sancire,False,0,False
1549,1549,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,Quelli-che vogliono-aiutarmi sono-molto-Buoni,commento,J,Mix,"('red', 3, 1)",red,Quelli-che vogliono-aiutarmi sono-molto-Buoni,red,commento,False,0,False
1550,1550,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,Di solito sono anche le famiglie a spingerci a fare queste cose,giustificazione,J,Mix,"('red', 4, 1)",red,Di solito sono anche le famiglie a spingerci a fare queste cose,red,giustificazione,False,0,False
1551,1551,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,o per_lo_meno difficile acquisire qui in_carcere,generalizzazione,J,Mix,"('red', 3, 1)",red,o per_lo_meno difficile acquisire qui in_carcere,red,generalizzazione,False,0,False
1552,1552,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,che aiuta per_migliorare i detenuti,descrizione,J,Mix,"('green', 0, 1)",green,che aiuta per_migliorare i detenuti,green,descrizione,False,0,False
