,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
356,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,con colloqui-da-pers,descrizione,S,RD,"('green', 0, 1)",green,con colloqui-da-pers,green,descrizione,True,1,False,,,,,,
357,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"e altri tr-i-deten 
",descrizione,S,RD,"('green', 0, 1)",green,"e altri tr-i-deten 
",green,descrizione,True,1,False,,,,,,
358,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"perche gli altri-deten mi-hanno-fat-conosqueste-opport 
",descrizione,S,RD,"('green', 0, 1)",green,"perche gli altri-deten mi-hanno-fat-conosqueste-opport 
",green,descrizione,False,0,False,,,,,,
359,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"leggendo la stampa 
",descrizione,S,RD,"('green', 0, 1)",green,"leggendo la stampa 
",green,descrizione,True,1,False,,,,,,
360,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"dai-deten 
",descrizione,S,RD,"('green', 0, 1)",green,"dai-deten 
",green,descrizione,True,1,False,,,,,,
361,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,avevo-tempo per-sapere-tutto,sancire,S,RD,"('red', 1, 0)",red,avevo-tempo per-sapere-tutto,red,sancire,False,0,False,,,,,,
362,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"a-qndo-sono-dentro 
",sancire,S,RD,"('red', 1, 0)",red,"a-qndo-sono-dentro 
",red,sancire,False,0,False,,,,,,
363,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"dopo 2anni-e-mezzo che sono-qua,",descrizione,S,RD,"('green', 0, 1)",green,"dopo 2anni-e-mezzo che sono-qua,",green,descrizione,True,1,False,,,,,,
364,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"e-normale-che-conos i trattam 
",generalizzazione,S,RD,"('red', 3, 1)",red,"e-normale-che-conos i trattam 
",red,generalizzazione,False,0,False,,,,,,
365,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"in-carc 
",generalizzazione,S,RD,"('red', 3, 1)",red,"in-carc 
",red,generalizzazione,False,0,False,,,,,,
366,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-av-questa-info tr-i-miei-comp 
",descrizione,S,RD,"('green', 0, 1)",green,"ho-av-questa-info tr-i-miei-comp 
",green,descrizione,False,0,False,,,,,,
367,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non-sono-inf sulle opport-di-trattam,sancire,S,RD,"('red', 1, 0)",red,non-sono-inf sulle opport-di-trattam,red,sancire,True,1,False,,,,,,
368,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"non-ne-ho-ness-idea 
",sancire,S,RD,"('red', 1, 0)",red,"non-ne-ho-ness-idea 
",red,sancire,True,1,False,,,,,,
369,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"dagli-altri-deten. 
",descrizione,S,RD,"('green', 0, 1)",green,"dagli-altri-deten. 
",green,descrizione,False,0,False,,,,,,
370,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli annunci che sono-stati appesi,descrizione,S,RD,"('green', 0, 1)",green,dagli annunci che sono-stati appesi,green,descrizione,False,0,False,,,,,,
371,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"e dagli-altri-deten. 

",descrizione,S,RD,"('green', 0, 1)",green,"e dagli-altri-deten. 

",green,descrizione,False,0,False,,,,,,
372,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"le-ho-avuta dalle-pers all-int dell-istituto 
",descrizione,S,RD,"('green', 0, 1)",green,"le-ho-avuta dalle-pers all-int dell-istituto 
",green,descrizione,False,0,False,,,,,,
373,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,si-occupano di trattam-rieduc.,descrizione,S,RD,"('green', 0, 1)",green,si-occupano di trattam-rieduc.,green,descrizione,False,0,False,,,,,,
374,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"da-comp-istit 
",descrizione,S,RD,"('green', 0, 1)",green,"da-comp-istit 
",green,descrizione,False,0,False,,,,,,
375,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"fino-adesso non-ho-aiuto, ne-lavoro, ne-corso, ne-familiare
",sancire,S,RD,"('red', 1, 0)",red,"fino-adesso non-ho-aiuto, ne-lavoro, ne-corso, ne-familiare
",red,sancire,False,0,False,,,,,,
376,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,attr il passa-parola dei comp,descrizione,S,RD,"('green', 0, 1)",green,attr il passa-parola dei comp,green,descrizione,False,0,False,,,,,,
377,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"(a-voce) il modo 
",descrizione,S,RD,"('green', 0, 1)",green,"(a-voce) il modo 
",green,descrizione,False,0,False,,,,,,
378,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-i-deten,descrizione,S,RD,"('green', 0, 1)",green,tr-i-deten,green,descrizione,False,0,False,,,,,,
379,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"o avvisi tr-il-carc 
",descrizione,S,RD,"('green', 0, 1)",green,"o avvisi tr-il-carc 
",green,descrizione,False,0,False,,,,,,
380,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-avvisi scritti,descrizione,S,RD,"('green', 0, 1)",green,tr-avvisi scritti,green,descrizione,False,0,False,,,,,,
381,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"e tr deten
",descrizione,S,RD,"('green', 0, 1)",green,"e tr deten
",green,descrizione,False,0,False,,,,,,
382,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,gia-scontato un-po-di-tempo all-int,descrizione,S,RD,"('green', 0, 1)",green,gia-scontato un-po-di-tempo all-int,green,descrizione,True,1,False,,,,,,
383,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-deten.,descrizione,S,RD,"('green', 0, 1)",green,tr-deten.,green,descrizione,True,1,False,,,,,,
384,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"nelle richieste-interne alla-prig. 
",descrizione,S,RD,"('green', 0, 1)",green,"nelle richieste-interne alla-prig. 
",green,descrizione,False,0,False,,,,,,
385,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"dalle-pers si-interessano di aiutare le pers-carcerate.
",descrizione,S,RD,"('green', 0, 1)",green,"dalle-pers si-interessano di aiutare le pers-carcerate.
",green,descrizione,False,0,False,,,,,,
386,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"alcuni-trattam mi-hanno-fatto loro,",descrizione,S,RD,"('green', 0, 1)",green,"alcuni-trattam mi-hanno-fatto loro,",green,descrizione,False,0,False,,,,,,
387,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"e il resto saputo dai-miei-di-cella 
",descrizione,S,RD,"('green', 0, 1)",green,"e il resto saputo dai-miei-di-cella 
",green,descrizione,True,1,False,,,,,,
388,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"fra-i-deten e la-guardia 
",descrizione,S,RD,"('green', 0, 1)",green,"fra-i-deten e la-guardia 
",green,descrizione,False,0,False,,,,,,
389,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"per-l-esp 
",sancire,S,RD,"('red', 1, 0)",red,"per-l-esp 
",red,sancire,False,0,False,,,,,,
390,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr dei deten-tanto-carc-far
",descrizione,S,RD,"('green', 0, 1)",green,"tr dei deten-tanto-carc-far
",green,descrizione,False,0,False,,,,,,
391,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,l-abbiamo-saputo dentro-il-carc,descrizione,S,RD,"('green', 0, 1)",green,l-abbiamo-saputo dentro-il-carc,green,descrizione,True,1,False,,,,,,
392,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"perche spesso ci attaccano gli avvisi 
",specificazione,S,RD,"('yellow', 1, 1)",yellow,"perche spesso ci attaccano gli avvisi 
",yellow,specificazione,False,0,False,,,,,,
393,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr gli avvisi messi per-scritto 
",descrizione,S,RD,"('green', 0, 1)",green,"tr gli avvisi messi per-scritto 
",green,descrizione,True,1,False,,,,,,
394,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-av-l-info dalle pers-present-in-prig 
",descrizione,S,RD,"('green', 0, 1)",green,"ho-av-l-info dalle pers-present-in-prig 
",green,descrizione,True,1,False,,,,,,
395,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,sentiamo la radio e la tv,descrizione,S,RD,"('green', 0, 1)",green,sentiamo la radio e la tv,green,descrizione,False,0,False,,,,,,
396,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"e sentiamo anche da-altri 
",descrizione,S,RD,"('green', 0, 1)",green,"e sentiamo anche da-altri 
",green,descrizione,False,0,False,,,,,,
397,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-av-l-info dal parlare-con-deten
",descrizione,S,RD,"('green', 0, 1)",green,"ho-av-l-info dal parlare-con-deten
",green,descrizione,True,1,False,,,,,,
398,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"xche-ci-sono-tanti che hanno-usuf di questo trattam-rieduc 

",specificazione,S,RD,"('yellow', 1, 1)",yellow,"xche-ci-sono-tanti che hanno-usuf di questo trattam-rieduc 

",yellow,specificazione,True,1,False,,,,,,
399,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dalle risposte alle domande precedenti,generalizzazione,S,RD,"('red', 3, 1)",red,dalle risposte alle domande precedenti,red,generalizzazione,False,0,False,,,,,,
400,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"perche mi-muovo all-int-della prigione
",descrizione,S,RD,"('green', 0, 1)",green,"perche mi-muovo all-int-della prigione
",green,descrizione,False,0,False,,,,,,
401,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"per-esempio il lavoro, la scuola 
",descrizione,S,RD,"('green', 0, 1)",green,"per-esempio il lavoro, la scuola 
",green,descrizione,False,0,False,,,,,,
402,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,da-tante-esp nell-entrare in-prig,descrizione,S,RD,"('green', 0, 1)",green,da-tante-esp nell-entrare in-prig,green,descrizione,False,0,False,,,,,,
403,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"e dalla-scuola 
",descrizione,S,RD,"('green', 0, 1)",green,"e dalla-scuola 
",green,descrizione,True,1,False,,,,,,
404,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-av-l-info dai-deten in-prig 
",descrizione,S,RD,"('green', 0, 1)",green,"ho-av-l-info dai-deten in-prig 
",green,descrizione,False,0,False,,,,,,
405,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,per-esp,generalizzazione,S,RD,"('red', 3, 1)",red,per-esp,red,generalizzazione,False,0,False,,,,,,
406,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr-l-esp 
",generalizzazione,S,RD,"('red', 3, 1)",red,"tr-l-esp 
",red,generalizzazione,True,1,False,,,,,,
407,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"io ne-sono-stato-inf dai-miei-connazion
",descrizione,S,RD,"('green', 0, 1)",green,"io ne-sono-stato-inf dai-miei-connazion
",green,descrizione,False,0,False,,,,,,
408,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dalle pers-erano-prima-me,descrizione,S,RD,"('green', 0, 1)",green,dalle pers-erano-prima-me,green,descrizione,False,0,False,,,,,,
409,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli-altri-deten,descrizione,S,RD,"('green', 0, 1)",green,dagli-altri-deten,green,descrizione,True,1,False,,,,,,
410,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"oppure tr i vari annunci nella bacheca 
",descrizione,S,RD,"('green', 0, 1)",green,"oppure tr i vari annunci nella bacheca 
",green,descrizione,False,0,False,,,,,,
411,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"le attiv-trattam-rieduc sono adatte alla vita-del-carc 
",giudizio,S,RD,"('red', 3, 1)",red,"le attiv-trattam-rieduc sono adatte alla vita-del-carc 
",red,giudizio,False,0,False,,,,,,
412,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,sono-stato dal mio-comp,descrizione,S,RD,"('green', 0, 1)",green,sono-stato dal mio-comp,green,descrizione,True,1,False,,,,,,
413,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr gli educ e i psicologi,descrizione,S,RD,"('green', 0, 1)",green,tr gli educ e i psicologi,green,descrizione,False,0,False,,,,,,
414,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"dalle-pers-deten, dagli-avvisi 
",descrizione,S,RD,"('green', 0, 1)",green,"dalle-pers-deten, dagli-avvisi 
",green,descrizione,True,1,False,,,,,,
415,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,da-comp-di-cella quasi maggior-parte,descrizione,S,RD,"('green', 0, 1)",green,da-comp-di-cella quasi maggior-parte,green,descrizione,False,0,False,,,,,,
416,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,un appuntato di-sezione,descrizione,S,RD,"('green', 0, 1)",green,un appuntato di-sezione,green,descrizione,True,1,False,,,,,,
417,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"frequentav-scuo-med mentre scontavo-la-pena e cosi ho-saputo per le attiv all-int dell' istituto 
",giudizio,S,RD,"('red', 3, 1)",red,"frequentav-scuo-med mentre scontavo-la-pena e cosi ho-saputo per le attiv all-int dell' istituto 
",red,giudizio,False,0,False,,,,,,
418,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ne-ho-sent-parlare e ne-ho-visti qui nell-istituto 
",descrizione,S,RD,"('green', 0, 1)",green,"ne-ho-sent-parlare e ne-ho-visti qui nell-istituto 
",green,descrizione,False,0,False,,,,,,
419,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"mi-ha-inf il mio-comp 
",descrizione,S,RD,"('green', 0, 1)",green,"mi-ha-inf il mio-comp 
",green,descrizione,False,0,False,,,,,,
420,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"dalle-altre-deten 
",descrizione,S,RD,"('green', 0, 1)",green,"dalle-altre-deten 
",green,descrizione,True,1,False,,,,,,
421,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"essendo che mi-trovo tanti-anni in-questo-luogo,",conferma,S,RD,"('red', 2, 1)",red,"essendo che mi-trovo tanti-anni in-questo-luogo,",red,conferma,True,1,False,,,,,,
422,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-sent-parlare di-queste-cose spesso
",sancire,S,RD,"('red', 1, 0)",red,"ho-sent-parlare di-queste-cose spesso
",red,sancire,False,0,False,,,,,,
423,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr le comp-che-freq queste-attiv 
",descrizione,S,RD,"('green', 0, 1)",green,"tr le comp-che-freq queste-attiv 
",green,descrizione,False,0,False,,,,,,
424,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr le mie comp 
",descrizione,S,RD,"('green', 0, 1)",green,"tr le mie comp 
",green,descrizione,True,1,False,,,,,,
425,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"me-l-ha-detto una-comp 
",descrizione,S,RD,"('green', 0, 1)",green,"me-l-ha-detto una-comp 
",green,descrizione,True,1,False,,,,,,
426,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"per il tempo-ho-trasc in-carc 
",generalizzazione,S,RD,"('red', 3, 1)",red,"per il tempo-ho-trasc in-carc 
",red,generalizzazione,True,1,False,,,,,,
427,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"stando dentro-il-carc 
",generalizzazione,S,RD,"('red', 3, 1)",red,"stando dentro-il-carc 
",red,generalizzazione,False,0,False,,,,,,
428,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr-i-deten, il mediatore-culturale, l' avvocato 
",descrizione,S,RD,"('green', 0, 1)",green,"tr-i-deten, il mediatore-culturale, l' avvocato 
",green,descrizione,True,1,False,,,,,,
429,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"per logica-naturale, 
",sancire,S,RD,"('red', 1, 0)",red,"per logica-naturale, 
",red,sancire,False,0,False,,,,,,
430,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dato-che mi-trovo deten in-un-contesto-div,sancire,S,RD,"('red', 1, 0)",red,dato-che mi-trovo deten in-un-contesto-div,red,sancire,False,0,False,,,,,,
431,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,le mie-comp ,descrizione,S,RD,"('green', 0, 1)",green,le mie-comp ,green,descrizione,False,0,False,,,,,,
432,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr un comp-di-cella,descrizione,S,RD,"('green', 0, 1)",green,tr un comp-di-cella,green,descrizione,False,0,False,,,,,,
433,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"voci-di-corridoio anche tanta-esp 
",generalizzazione,S,RD,"('red', 3, 1)",red,"voci-di-corridoio anche tanta-esp 
",red,generalizzazione,True,1,False,,,,,,
434,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"l' ho-visto io perche sono-qui da-anni 
",sancire,S,RD,"('red', 1, 0)",red,"l' ho-visto io perche sono-qui da-anni 
",red,sancire,False,0,False,,,,,,
435,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"voci-di-corridoio fra-deten 
",descrizione,S,RD,"('green', 0, 1)",green,"voci-di-corridoio fra-deten 
",green,descrizione,False,0,False,,,,,,
436,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"all-int-del carcere 
",generalizzazione,S,RD,"('red', 3, 1)",red,"all-int-del carcere 
",red,generalizzazione,False,0,False,,,,,,
437,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,esp ,generalizzazione,S,RD,"('red', 3, 1)",red,esp ,red,generalizzazione,False,0,False,,,,,,
438,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ness-tipo-di-info 
",sancire,S,RD,"('red', 1, 0)",red,"ness-tipo-di-info 
",red,sancire,False,0,False,,,,,,
439,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"non-sono-stato-inf 
",sancire,S,RD,"('red', 1, 0)",red,"non-sono-stato-inf 
",red,sancire,False,0,False,,,,,,
440,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"parl-dentro 
",generalizzazione,S,RD,"('red', 3, 1)",red,"parl-dentro 
",red,generalizzazione,False,0,False,,,,,,
441,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"xche-li-ho-fatti 
",descrizione,S,RD,"('green', 0, 1)",green,"xche-li-ho-fatti 
",green,descrizione,False,0,False,,,,,,
442,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"voce-di-corridoio 
",generalizzazione,S,RD,"('red', 3, 1)",red,"voce-di-corridoio 
",red,generalizzazione,True,1,False,,,,,,
443,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr cont con il sert e operatori 
",descrizione,S,RD,"('green', 0, 1)",green,"tr cont con il sert e operatori 
",green,descrizione,True,1,False,,,,,,
444,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ne-sono a-conosc qui in-carc,generalizzazione,S,RD,"('red', 3, 1)",red,ne-sono a-conosc qui in-carc,red,generalizzazione,False,0,False,,,,,,
445,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr-gli-altri-deten 
",descrizione,S,RD,"('green', 0, 1)",green,"tr-gli-altri-deten 
",green,descrizione,False,0,False,,,,,,
446,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-sent-parlarne e ho-seguito qui in-carc,descrizione,S,RD,"('green', 0, 1)",green,ho-sent-parlarne e ho-seguito qui in-carc,green,descrizione,False,0,False,,,,,,
447,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,un-po' alla-volta,generalizzazione,S,RD,"('red', 3, 1)",red,un-po' alla-volta,red,generalizzazione,True,1,False,,,,,,
448,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-sent-parlarne,generalizzazione,S,RD,"('red', 3, 1)",red,ho-sent-parlarne,red,generalizzazione,False,0,False,,,,,,
449,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"per-quel-che-riguard le alternative elencate nella-domanda-prec abbiamo partecipato a delle attiv-culturali e attiv-religiose 
",descrizione,S,RD,"('green', 0, 1)",green,"per-quel-che-riguard le alternative elencate nella-domanda-prec abbiamo partecipato a delle attiv-culturali e attiv-religiose 
",green,descrizione,False,0,False,,,,,,
450,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"siamo-informati per l' istruzione, le attiv-culturali la religione, per la famig e per molte-altre-cose 
",descrizione,S,RD,"('green', 0, 1)",green,"siamo-informati per l' istruzione, le attiv-culturali la religione, per la famig e per molte-altre-cose 
",green,descrizione,True,1,False,,,,,,
451,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"volontari, educatrici, la scuola",descrizione,S,RD,"('green', 0, 1)",green,"volontari, educatrici, la scuola",green,descrizione,False,0,False,,,,,,
452,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,deten,generalizzazione,S,RD,"('red', 3, 1)",red,deten,red,generalizzazione,False,0,False,,,,,,
453,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-conosciuto l' educ, altre le ho-conosciute dai miei",descrizione,S,RD,"('green', 0, 1)",green,"ho-conosciuto l' educ, altre le ho-conosciute dai miei",green,descrizione,True,1,False,,,,,,
454,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr psicologo, psichiatra, famig, amici",descrizione,S,RD,"('green', 0, 1)",green,"tr psicologo, psichiatra, famig, amici",green,descrizione,False,0,False,,,,,,
455,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dai volontari e psicologa,descrizione,S,RD,"('green', 0, 1)",green,dai volontari e psicologa,green,descrizione,False,0,False,,,,,,
