,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
411,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,che si-trovano piu-prima-di-me in-questo-istituto,descrizione,S,RD,"('green', 0, 1)",green,che si-trovano piu-prima-di-me in-questo-istituto,green,descrizione,False,0,False
412,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,per-manc-ass-soc,causa,S,RD,"('red', 2, 1)",red,per-manc-ass-soc,red,causa,False,0,False
413,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,ci-informiamo tr-amici dentro-istituto come-possiamo,causa,S,RD,"('red', 2, 1)",red,ci-informiamo tr-amici dentro-istituto come-possiamo,red,causa,False,0,False
414,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,ad-ogni-carcerato viene-consegnato un opuscolo,descrizione,S,RD,"('green', 0, 1)",green,ad-ogni-carcerato viene-consegnato un opuscolo,green,descrizione,False,0,False
415,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,l-ho-sent dai-deten,descrizione,S,RD,"('green', 0, 1)",green,l-ho-sent dai-deten,green,descrizione,red,commento,False
416,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,osservazione secondo-me,opinione,S,RD,"('red', 5, 3)",red,osservazione secondo-me,red,opinione,False,0,False
417,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,xche-ho-fatto 7anni-di-carc,sancire,S,RD,"('red', 1, 0)",red,xche-ho-fatto 7anni-di-carc,red,sancire,False,0,False
418,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,per l' esp-carceraria,generalizzazione,S,RD,"('red', 3, 1)",red,per l' esp-carceraria,red,generalizzazione,False,0,False
419,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ho-studiato-per-anni e basta 
",sancire,S,RD,"('red', 1, 0)",red,"ho-studiato-per-anni e basta 
",red,sancire,False,0,False
420,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,partecipando a diversi-corsi,descrizione,S,RD,"('green', 0, 1)",green,partecipando a diversi-corsi,green,descrizione,False,0,False
421,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ed il colloquio con le pers-che-si-occu di sostegno-alle-pers deten 
",descrizione,S,RD,"('green', 0, 1)",green,"ed il colloquio con le pers-che-si-occu di sostegno-alle-pers deten 
",green,descrizione,False,0,False
422,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"lo-sapevo perche anche-nel-carc-di-brescia ci-sono queste-cose 
",descrizione,S,RD,"('green', 0, 1)",green,"lo-sapevo perche anche-nel-carc-di-brescia ci-sono queste-cose 
",green,descrizione,False,0,False
423,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"me-lo-hanno-detto gli assistente, gli educ, gli agenti 
",descrizione,S,RD,"('green', 0, 1)",green,"me-lo-hanno-detto gli assistente, gli educ, gli agenti 
",green,descrizione,True,1,False
424,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"parlando con alt-deten-piu-esp 
",descrizione,S,RD,"('green', 0, 1)",green,"parlando con alt-deten-piu-esp 
",green,descrizione,False,0,False
425,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,ascoltando radio-radicale,descrizione,S,RD,"('green', 0, 1)",green,ascoltando radio-radicale,green,descrizione,True,1,False
426,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"e so che esistono negli-altri-paesi come germania e alt-pae-europei 
",specificazione,S,RD,"('yellow', 1, 1)",yellow,"e so che esistono negli-altri-paesi come germania e alt-pae-europei 
",yellow,specificazione,False,0,False
427,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,dagli-altri-deten,descrizione,S,RD,"('green', 0, 1)",green,dagli-altri-deten,green,descrizione,True,1,False
428,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"dalle deten-con-div-cella e dal-person-carc. 
",descrizione,S,RD,"('green', 0, 1)",green,"dalle deten-con-div-cella e dal-person-carc. 
",green,descrizione,False,0,False
429,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ne-sono-a-conosc tr-gli-altri-deten 
",descrizione,S,RD,"('green', 0, 1)",green,"ne-sono-a-conosc tr-gli-altri-deten 
",green,descrizione,False,0,False
430,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ne-sono-a-conosc tr-gli-altri-deten 
",descrizione,S,RD,"('green', 0, 1)",green,"ne-sono-a-conosc tr-gli-altri-deten 
",green,descrizione,True,1,False
431,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ho-saputo di-trattam-rieduc tr-alcune-comp 
",descrizione,S,RD,"('green', 0, 1)",green,"ho-saputo di-trattam-rieduc tr-alcune-comp 
",green,descrizione,True,1,False
432,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"che lo-stanno-sperim o che lo-hanno-gia-sperim 
",descrizione,S,RD,"('green', 0, 1)",green,"che lo-stanno-sperim o che lo-hanno-gia-sperim 
",green,descrizione,False,0,False
433,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,certe le-ho-viste,descrizione,S,RD,"('green', 0, 1)",green,certe le-ho-viste,green,descrizione,False,0,False
434,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"e le-altre le-ho-sentite da-altre-che-veng da-altri-carc 
",descrizione,S,RD,"('green', 0, 1)",green,"e le-altre le-ho-sentite da-altre-che-veng da-altri-carc 
",green,descrizione,True,1,False
435,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,con colloqui-da-pers,descrizione,S,RD,"('green', 0, 1)",green,con colloqui-da-pers,green,descrizione,True,1,False
436,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"e altri tr-i-deten 
",descrizione,S,RD,"('green', 0, 1)",green,"e altri tr-i-deten 
",green,descrizione,False,0,False
437,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"perche gli altri-deten mi-hanno-fat-conosqueste-opport 
",descrizione,S,RD,"('green', 0, 1)",green,"perche gli altri-deten mi-hanno-fat-conosqueste-opport 
",green,descrizione,True,1,False
438,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"leggendo la stampa 
",descrizione,S,RD,"('green', 0, 1)",green,"leggendo la stampa 
",green,descrizione,True,1,False
439,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"dai-deten 
",descrizione,S,RD,"('green', 0, 1)",green,"dai-deten 
",green,descrizione,False,0,False
440,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,avevo-tempo per-sapere-tutto,sancire,S,RD,"('red', 1, 0)",red,avevo-tempo per-sapere-tutto,red,sancire,False,0,False
441,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"a-qndo-sono-dentro 
",sancire,S,RD,"('red', 1, 0)",red,"a-qndo-sono-dentro 
",red,sancire,True,1,False
442,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"dopo 2anni-e-mezzo che sono-qua,",descrizione,S,RD,"('green', 0, 1)",green,"dopo 2anni-e-mezzo che sono-qua,",green,descrizione,False,0,False
443,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"e-normale-che-conos i trattam 
",generalizzazione,S,RD,"('red', 3, 1)",red,"e-normale-che-conos i trattam 
",red,generalizzazione,False,0,False
444,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"in-carc 
",generalizzazione,S,RD,"('red', 3, 1)",red,"in-carc 
",red,generalizzazione,False,0,False
445,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ho-av-questa-info tr-i-miei-comp 
",descrizione,S,RD,"('green', 0, 1)",green,"ho-av-questa-info tr-i-miei-comp 
",green,descrizione,True,1,False
446,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,non-sono-inf sulle opport-di-trattam,sancire,S,RD,"('red', 1, 0)",red,non-sono-inf sulle opport-di-trattam,red,sancire,True,1,False
447,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"non-ne-ho-ness-idea 
",sancire,S,RD,"('red', 1, 0)",red,"non-ne-ho-ness-idea 
",red,sancire,False,0,False
448,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"dagli-altri-deten. 
",descrizione,S,RD,"('green', 0, 1)",green,"dagli-altri-deten. 
",green,descrizione,False,0,False
449,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,dagli annunci che sono-stati appesi,descrizione,S,RD,"('green', 0, 1)",green,dagli annunci che sono-stati appesi,green,descrizione,False,0,False
450,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"e dagli-altri-deten. 

",descrizione,S,RD,"('green', 0, 1)",green,"e dagli-altri-deten. 

",green,descrizione,False,0,False
451,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"le-ho-avuta dalle-pers all-int dell-istituto 
",descrizione,S,RD,"('green', 0, 1)",green,"le-ho-avuta dalle-pers all-int dell-istituto 
",green,descrizione,False,0,False
452,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,si-occupano di trattam-rieduc.,descrizione,S,RD,"('green', 0, 1)",green,si-occupano di trattam-rieduc.,green,descrizione,False,0,False
453,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"da-comp-istit 
",descrizione,S,RD,"('green', 0, 1)",green,"da-comp-istit 
",green,descrizione,False,0,False
454,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"fino-adesso non-ho-aiuto, ne-lavoro, ne-corso, ne-familiare
",sancire,S,RD,"('red', 1, 0)",red,"fino-adesso non-ho-aiuto, ne-lavoro, ne-corso, ne-familiare
",red,sancire,False,0,False
455,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,attr il passa-parola dei comp,descrizione,S,RD,"('green', 0, 1)",green,attr il passa-parola dei comp,green,descrizione,False,0,False
456,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"(a-voce) il modo 
",descrizione,S,RD,"('green', 0, 1)",green,"(a-voce) il modo 
",green,descrizione,False,0,False
457,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,tr-i-deten,descrizione,S,RD,"('green', 0, 1)",green,tr-i-deten,green,descrizione,False,0,False
458,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"o avvisi tr-il-carc 
",descrizione,S,RD,"('green', 0, 1)",green,"o avvisi tr-il-carc 
",green,descrizione,False,0,False
459,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,tr-avvisi scritti,descrizione,S,RD,"('green', 0, 1)",green,tr-avvisi scritti,green,descrizione,False,0,False
460,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"e tr deten
",descrizione,S,RD,"('green', 0, 1)",green,"e tr deten
",green,descrizione,True,1,False
461,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,gia-scontato un-po-di-tempo all-int,descrizione,S,RD,"('green', 0, 1)",green,gia-scontato un-po-di-tempo all-int,green,descrizione,True,1,False
462,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,tr-deten.,descrizione,S,RD,"('green', 0, 1)",green,tr-deten.,green,descrizione,False,0,False
463,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"nelle richieste-interne alla-prig. 
",descrizione,S,RD,"('green', 0, 1)",green,"nelle richieste-interne alla-prig. 
",green,descrizione,False,0,False
464,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"dalle-pers si-interessano di aiutare le pers-carcerate.
",descrizione,S,RD,"('green', 0, 1)",green,"dalle-pers si-interessano di aiutare le pers-carcerate.
",green,descrizione,False,0,False
465,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"alcuni-trattam mi-hanno-fatto loro,",descrizione,S,RD,"('green', 0, 1)",green,"alcuni-trattam mi-hanno-fatto loro,",green,descrizione,True,1,False
466,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"e il resto saputo dai-miei-di-cella 
",descrizione,S,RD,"('green', 0, 1)",green,"e il resto saputo dai-miei-di-cella 
",green,descrizione,False,0,False
467,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"fra-i-deten e la-guardia 
",descrizione,S,RD,"('green', 0, 1)",green,"fra-i-deten e la-guardia 
",green,descrizione,False,0,False
468,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"per-l-esp 
",sancire,S,RD,"('red', 1, 0)",red,"per-l-esp 
",red,sancire,False,0,False
469,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"tr dei deten-tanto-carc-far
",descrizione,S,RD,"('green', 0, 1)",green,"tr dei deten-tanto-carc-far
",green,descrizione,True,1,False
470,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,l-abbiamo-saputo dentro-il-carc,descrizione,S,RD,"('green', 0, 1)",green,l-abbiamo-saputo dentro-il-carc,green,descrizione,False,0,False
471,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"perche spesso ci attaccano gli avvisi 
",specificazione,S,RD,"('yellow', 1, 1)",yellow,"perche spesso ci attaccano gli avvisi 
",yellow,specificazione,True,1,False
472,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"tr gli avvisi messi per-scritto 
",descrizione,S,RD,"('green', 0, 1)",green,"tr gli avvisi messi per-scritto 
",green,descrizione,False,0,False
473,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"per-nn-comm-alt-sbag nella sua vita 
",non risposta,S,RD,"('red', 3, 1)",red,"per-nn-comm-alt-sbag nella sua vita 
",red,non risposta,True,1,False
474,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ho-av-l-info dalle pers-present-in-prig 
",descrizione,S,RD,"('green', 0, 1)",green,"ho-av-l-info dalle pers-present-in-prig 
",green,descrizione,False,0,False
475,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"una-cosa-ottima 
",non risposta,S,RD,"('red', 3, 1)",red,"una-cosa-ottima 
",red,non risposta,False,0,False
476,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,sentiamo la radio e la tv,descrizione,S,RD,"('green', 0, 1)",green,sentiamo la radio e la tv,green,descrizione,False,0,False
477,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"e sentiamo anche da-altri 
",descrizione,S,RD,"('green', 0, 1)",green,"e sentiamo anche da-altri 
",green,descrizione,True,1,False
478,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ho-av-l-info dal parlare-con-deten
",descrizione,S,RD,"('green', 0, 1)",green,"ho-av-l-info dal parlare-con-deten
",green,descrizione,True,1,False
479,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"xche-ci-sono-tanti che hanno-usuf di questo trattam-rieduc 

",specificazione,S,RD,"('yellow', 1, 1)",yellow,"xche-ci-sono-tanti che hanno-usuf di questo trattam-rieduc 

",yellow,specificazione,False,0,False
480,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,dalle risposte alle domande precedenti,generalizzazione,S,RD,"('red', 3, 1)",red,dalle risposte alle domande precedenti,red,generalizzazione,False,0,False
481,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"perche mi-muovo all-int-della prigione
",descrizione,S,RD,"('green', 0, 1)",green,"perche mi-muovo all-int-della prigione
",green,descrizione,False,0,False
482,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"per-esempio il lavoro, la scuola 
",descrizione,S,RD,"('green', 0, 1)",green,"per-esempio il lavoro, la scuola 
",green,descrizione,False,0,False
483,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,da-tante-esp nell-entrare in-prig,descrizione,S,RD,"('green', 0, 1)",green,da-tante-esp nell-entrare in-prig,green,descrizione,True,1,False
484,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"e dalla-scuola 
",descrizione,S,RD,"('green', 0, 1)",green,"e dalla-scuola 
",green,descrizione,False,0,False
485,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ho-av-l-info dai-deten in-prig 
",descrizione,S,RD,"('green', 0, 1)",green,"ho-av-l-info dai-deten in-prig 
",green,descrizione,False,0,False
486,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,per-esp,generalizzazione,S,RD,"('red', 3, 1)",red,per-esp,red,generalizzazione,True,1,False
487,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"tr-l-esp 
",generalizzazione,S,RD,"('red', 3, 1)",red,"tr-l-esp 
",red,generalizzazione,False,0,False
488,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"molto-bene 
",non risposta,S,RD,"('red', 3, 1)",red,"molto-bene 
",red,non risposta,False,0,False
489,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"io ne-sono-stato-inf dai-miei-connazion
",descrizione,S,RD,"('green', 0, 1)",green,"io ne-sono-stato-inf dai-miei-connazion
",green,descrizione,False,0,False
490,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,dalle pers-erano-prima-me,descrizione,S,RD,"('green', 0, 1)",green,dalle pers-erano-prima-me,green,descrizione,True,1,False
491,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,dagli-altri-deten,descrizione,S,RD,"('green', 0, 1)",green,dagli-altri-deten,green,descrizione,False,0,False
492,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"oppure tr i vari annunci nella bacheca 
",descrizione,S,RD,"('green', 0, 1)",green,"oppure tr i vari annunci nella bacheca 
",green,descrizione,False,0,False
493,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"le attiv-trattam-rieduc sono adatte alla vita-del-carc 
",giudizio,S,RD,"('red', 3, 1)",red,"le attiv-trattam-rieduc sono adatte alla vita-del-carc 
",red,giudizio,True,1,False
494,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,sono-stato dal mio-comp,descrizione,S,RD,"('green', 0, 1)",green,sono-stato dal mio-comp,green,descrizione,False,0,False
495,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,tr gli educ e i psicologi,descrizione,S,RD,"('green', 0, 1)",green,tr gli educ e i psicologi,green,descrizione,True,1,False
496,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"dalle-pers-deten, dagli-avvisi 
",descrizione,S,RD,"('green', 0, 1)",green,"dalle-pers-deten, dagli-avvisi 
",green,descrizione,False,0,False
497,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,da-comp-di-cella quasi maggior-parte,descrizione,S,RD,"('green', 0, 1)",green,da-comp-di-cella quasi maggior-parte,green,descrizione,True,1,False
498,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,un appuntato di-sezione,descrizione,S,RD,"('green', 0, 1)",green,un appuntato di-sezione,green,descrizione,False,0,False
499,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"frequentav-scuo-med mentre scontavo-la-pena e cosi ho-saputo per le attiv all-int dell' istituto 
",giudizio,S,RD,"('red', 3, 1)",red,"frequentav-scuo-med mentre scontavo-la-pena e cosi ho-saputo per le attiv all-int dell' istituto 
",red,giudizio,False,0,False
500,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ne-ho-sent-parlare e ne-ho-visti qui nell-istituto 
",descrizione,S,RD,"('green', 0, 1)",green,"ne-ho-sent-parlare e ne-ho-visti qui nell-istituto 
",green,descrizione,False,0,False
501,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"mi-ha-inf il mio-comp 
",descrizione,S,RD,"('green', 0, 1)",green,"mi-ha-inf il mio-comp 
",green,descrizione,True,1,False
502,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"dalle-altre-deten 
",descrizione,S,RD,"('green', 0, 1)",green,"dalle-altre-deten 
",green,descrizione,True,1,False
503,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"essendo che mi-trovo tanti-anni in-questo-luogo,",conferma,S,RD,"('red', 2, 1)",red,"essendo che mi-trovo tanti-anni in-questo-luogo,",red,conferma,False,0,False
504,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"ho-sent-parlare di-queste-cose spesso
",sancire,S,RD,"('red', 1, 0)",red,"ho-sent-parlare di-queste-cose spesso
",red,sancire,False,0,False
505,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"tr le comp-che-freq queste-attiv 
",descrizione,S,RD,"('green', 0, 1)",green,"tr le comp-che-freq queste-attiv 
",green,descrizione,True,1,False
506,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"tr le mie comp 
",descrizione,S,RD,"('green', 0, 1)",green,"tr le mie comp 
",green,descrizione,True,1,False
507,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"me-l-ha-detto una-comp 
",descrizione,S,RD,"('green', 0, 1)",green,"me-l-ha-detto una-comp 
",green,descrizione,True,1,False
508,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"per il tempo-ho-trasc in-carc 
",generalizzazione,S,RD,"('red', 3, 1)",red,"per il tempo-ho-trasc in-carc 
",red,generalizzazione,False,0,False
509,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"stando dentro-il-carc 
",generalizzazione,S,RD,"('red', 3, 1)",red,"stando dentro-il-carc 
",red,generalizzazione,True,1,False
510,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"tr-i-deten, il mediatore-culturale, l' avvocato 
",descrizione,S,RD,"('green', 0, 1)",green,"tr-i-deten, il mediatore-culturale, l' avvocato 
",green,descrizione,False,0,False
511,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"per logica-naturale, 
",sancire,S,RD,"('red', 1, 0)",red,"per logica-naturale, 
",red,sancire,False,0,False
512,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,dato-che mi-trovo deten in-un-contesto-div,sancire,S,RD,"('red', 1, 0)",red,dato-che mi-trovo deten in-un-contesto-div,red,sancire,False,0,False
513,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,le mie-comp ,descrizione,S,RD,"('green', 0, 1)",green,le mie-comp ,green,descrizione,False,0,False
514,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,tr un comp-di-cella,descrizione,S,RD,"('green', 0, 1)",green,tr un comp-di-cella,green,descrizione,True,1,False
515,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"voci-di-corridoio anche tanta-esp 
",generalizzazione,S,RD,"('red', 3, 1)",red,"voci-di-corridoio anche tanta-esp 
",red,generalizzazione,False,0,False
516,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"l' ho-visto io perche sono-qui da-anni 
",sancire,S,RD,"('red', 1, 0)",red,"l' ho-visto io perche sono-qui da-anni 
",red,sancire,False,0,False
517,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"voci-di-corridoio fra-deten 
",descrizione,S,RD,"('green', 0, 1)",green,"voci-di-corridoio fra-deten 
",green,descrizione,False,0,False
518,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,descrizione,"all-int-del carcere 
",generalizzazione,S,RD,"('red', 3, 1)",red,"all-int-del carcere 
",red,generalizzazione,False,0,False
