,d,t
2141,21,10
2142,14,16
2143,10,10
2144,20,16
2145,18,7
2146,9,10
2147,7,3
2148,23,23
2149,10,4
2150,10,7
2151,3,21
2152,23,21
2153,14,14
2154,21,9
2155,1,1
2156,1,21
2157,22,21
2158,13,13
2159,7,7
2160,14,15
2161,7,21
2162,1,1
2163,10,7
2164,4,4
2165,7,7
2166,4,7
2167,20,20
2168,7,7
2169,14,23
2170,4,21
2171,7,7
2172,2,2
2173,10,10
2174,16,2
2175,10,10
2176,21,7
2177,10,10
2178,10,7
2179,10,10
2180,8,8
2181,14,14
2182,23,23
2183,10,10
2184,10,10
2185,1,17
2186,7,21
2187,22,22
2188,21,21
2189,19,22
2190,19,21
2191,17,2
2192,3,7
2193,22,22
2194,1,21
2195,21,23
2196,21,21
2197,9,2
2198,10,7
2199,4,4
2200,10,7
2201,10,7
2202,21,9
2203,20,9
2204,0,6
2205,0,5
2206,20,12
2207,14,17
2208,8,8
2209,3,22
2210,8,8
2211,8,21
2212,10,10
2213,21,7
2214,21,8
2215,4,4
2216,21,9
2217,23,7
2218,10,10
2219,13,2
2220,1,10
2221,13,21
2222,7,7
2223,14,6
2224,2,13
2225,13,21
2226,15,15
2227,10,7
2228,8,20
2229,8,8
2230,9,23
2231,12,7
2232,19,22
2233,6,6
2234,10,10
2235,14,14
2236,1,3
2237,17,22
2238,16,5
2239,1,1
2240,1,7
2241,16,7
2242,3,3
2243,6,12
2244,3,22
2245,1,11
2246,5,23
2247,3,7
2248,1,1
2249,20,7
2250,1,1
2251,7,10
2252,21,21
2253,16,8
2254,6,23
2255,16,8
2256,17,7
2257,1,21
2258,3,2
2259,3,7
2260,1,23
2261,17,11
2262,21,7
2263,6,2
2264,5,12
2265,3,7
2266,1,1
2267,6,0
2268,16,2
2269,10,10
2270,10,10
2271,1,6
2272,1,11
2273,23,23
2274,7,1
2275,2,13
2276,14,14
2277,18,3
2278,16,14
2279,21,9
2280,7,21
2281,17,2
2282,11,7
2283,21,21
2284,2,14
2285,10,21
2286,14,21
2287,8,21
2288,16,7
2289,21,7
2290,6,6
2291,1,16
2292,3,12
2293,21,21
2294,22,22
2295,1,23
2296,4,21
2297,18,22
2298,15,15
2299,4,15
2300,6,2
2301,22,7
2302,19,21
2303,6,2
2304,6,10
2305,8,7
2306,13,13
2307,15,22
2308,21,9
2309,22,7
2310,20,7
2311,13,13
2312,17,21
2313,16,10
2314,6,12
2315,16,16
2316,4,21
2317,7,22
2318,21,21
2319,10,9
2320,10,21
2321,8,21
2322,21,21
2323,2,21
2324,8,9
2325,14,14
2326,7,7
2327,7,21
2328,8,2
2329,0,6
2330,4,10
2331,23,23
2332,10,10
2333,22,22
2334,16,16
2335,1,22
2336,6,6
2337,4,21
2338,14,14
2339,10,21
2340,4,4
2341,7,7
2342,3,17
2343,6,11
2344,10,10
2345,10,10
2346,7,10
2347,17,17
2348,21,10
2349,20,23
2350,15,7
2351,4,22
2352,14,21
2353,4,4
2354,15,15
2355,22,22
2356,15,15
2357,22,21
2358,15,12
2359,21,21
2360,16,18
2361,10,10
2362,7,21
2363,4,7
2364,21,10
2365,15,7
2366,21,7
2367,22,21
2368,7,7
2369,4,23
2370,21,21
2371,11,11
2372,23,23
2373,7,1
2374,1,12
2375,7,7
2376,16,10
2377,6,12
2378,8,20
2379,23,23
2380,16,12
2381,7,7
2382,14,21
2383,21,21
2384,3,3
2385,3,1
2386,17,1
2387,20,12
2388,20,7
2389,20,7
2390,22,21
2391,22,22
2392,10,10
2393,7,22
2394,6,10
2395,6,7
2396,10,10
2397,12,22
2398,10,10
2399,4,6
2400,10,10
2401,12,12
2402,10,10
2403,23,11
2404,21,10
2405,22,22
2406,3,12
2407,21,12
2408,21,21
2409,20,7
2410,16,10
2411,18,20
2412,9,21
2413,17,17
2414,14,14
2415,2,21
2416,8,21
2417,4,4
2418,21,7
2419,7,7
2420,16,7
2421,14,14
2422,14,14
2423,17,21
2424,10,21
2425,23,2
2426,5,7
2427,21,21
2428,23,11
2429,15,15
2430,11,15
2431,14,10
2432,20,8
2433,21,8
2434,4,23
2435,6,6
2436,20,1
2437,22,16
2438,18,10
2439,22,22
2440,1,1
2441,22,1
2442,23,22
2443,14,21
2444,10,10
2445,21,21
2446,12,12
2447,23,2
2448,16,22
2449,14,14
2450,10,21
2451,22,16
2452,10,22
2453,8,8
2454,22,7
2455,14,14
2456,7,7
2457,11,23
2458,7,7
2459,7,9
2460,7,9
2461,7,9
2462,16,21
2463,2,13
2464,6,10
2465,7,7
2466,22,22
2467,21,10
2468,10,10
2469,21,7
2470,7,7
2471,10,2
2472,10,10
2473,12,10
2474,14,21
2475,12,23
2476,18,7
2477,10,10
2478,1,12
2479,10,23
2480,8,21
2481,10,10
2482,22,22
2483,15,15
2484,10,10
2485,14,23
2486,4,4
2487,10,10
2488,7,22
2489,21,2
2490,12,13
2491,9,4
2492,22,7
2493,20,21
2494,23,9
2495,8,7
2496,16,1
2497,17,17
2498,15,21
2499,1,2
2500,17,21
2501,15,15
2502,10,7
2503,9,9
2504,9,2
2505,23,9
2506,16,7
2507,10,10
2508,8,8
2509,6,6
2510,10,10
2511,10,21
2512,15,2
2513,10,10
2514,22,21
2515,16,21
2516,17,21
2517,14,14
2518,12,21
2519,11,11
2520,21,21
2521,14,10
2522,1,11
2523,14,14
2524,7,7
2525,1,2
2526,17,4
2527,10,10
2528,2,21
2529,3,7
2530,15,15
2531,21,10
2532,17,7
2533,20,7
2534,10,21
2535,21,21
2536,16,7
2537,2,2
2538,21,16
2539,10,7
2540,8,21
2541,1,1
2542,1,22
2543,21,21
2544,21,21
2545,14,14
2546,23,23
2547,23,23
2548,23,22
2549,23,10
2550,23,21
2551,7,7
2552,6,21
2553,12,2
2554,16,2
2555,21,12
2556,15,12
2557,17,21
2558,17,7
2559,14,14
2560,7,7
2561,7,7
2562,14,21
2563,4,23
2564,21,21
2565,15,15
2566,10,10
2567,12,3
2568,14,10
2569,3,21
2570,7,7
2571,21,21
2572,4,10
2573,22,22
2574,6,10
2575,10,21
2576,8,7
2577,7,7
2578,12,23
2579,2,10
2580,10,10
2581,7,7
2582,7,7
2583,10,10
2584,14,21
2585,6,4
2586,17,17
2587,16,16
2588,20,20
2589,15,22
2590,16,23
2591,14,14
2592,14,9
2593,10,10
2594,2,9
2595,2,14
2596,10,10
2597,13,13
2598,10,10
2599,14,7
2600,23,9
2601,2,21
2602,7,9
2603,11,10
2604,8,21
2605,3,3
2606,7,7
2607,16,7
2608,15,15
2609,17,21
2610,7,7
2611,9,22
2612,5,7
2613,10,10
2614,7,21
2615,12,1
2616,6,6
2617,6,21
2618,2,2
2619,15,21
2620,9,7
2621,1,7
2622,16,22
2623,14,14
2624,11,21
2625,7,10
2626,18,18
2627,22,21
2628,2,6
2629,21,21
2630,22,21
2631,6,6
2632,10,3
2633,4,7
2634,18,10
2635,4,4
2636,17,12
2637,6,2
2638,2,21
2639,2,3
2640,6,6
2641,21,21
2642,4,10
2643,17,22
2644,17,23
2645,13,13
2646,14,23
2647,14,7
2648,10,2
2649,21,21
2650,17,15
2651,8,9
2652,21,21
2653,10,10
2654,10,10
2655,7,7
2656,7,7
2657,12,12
2658,1,23
2659,10,10
2660,7,7
2661,11,7
2662,6,6
2663,6,6
2664,7,7
2665,22,22
2666,7,7
2667,8,21
2668,10,14
2669,21,21
2670,3,21
2671,10,22
2672,10,12
2673,7,21
2674,6,7
2675,11,7
2676,7,7
2677,12,23
2678,18,12
2679,22,7
2680,3,7
2681,16,16
2682,14,22
2683,6,10
2684,10,10
2685,21,21
2686,17,17
2687,11,12
2688,6,10
2689,10,10
2690,7,7
2691,10,10
2692,22,21
2693,1,1
2694,3,19
2695,1,21
2696,12,19
2697,21,21
2698,21,21
2699,22,10
2700,7,7
2701,14,13
2702,5,22
2703,5,16
2704,16,16
2705,9,21
2706,9,21
2707,7,2
2708,10,4
2709,14,4
2710,10,7
2711,4,6
2712,22,22
2713,6,6
2714,2,14
2715,6,6
2716,4,10
2717,4,6
2718,3,1
2719,13,13
2720,22,7
2721,6,22
2722,6,6
2723,8,13
2724,7,7
2725,1,1
2726,23,23
2727,12,12
2728,12,15
2729,14,14
2730,1,3
2731,16,21
2732,11,3
2733,1,7
2734,18,8
2735,23,10
2736,18,18
2737,16,12
2738,17,10
2739,13,21
2740,3,9
2741,21,21
2742,4,2
2743,21,21
2744,11,11
2745,7,7
2746,23,11
2747,6,6
2748,20,20
2749,23,23
2750,10,2
2751,15,21
2752,23,23
2753,5,7
2754,16,2
2755,16,0
2756,8,16
2757,16,21
2758,1,23
2759,13,7
2760,1,23
2761,13,21
2762,2,21
2763,18,15
2764,4,4
2765,9,9
2766,11,7
2767,12,12
2768,7,7
2769,10,9
2770,7,10
2771,16,16
2772,6,6
2773,13,13
2774,16,16
2775,6,22
2776,23,21
2777,23,8
2778,14,10
2779,10,10
2780,2,2
2781,6,6
2782,17,21
2783,10,10
2784,7,7
2785,15,15
2786,1,7
2787,13,2
2788,13,2
2789,3,2
2790,16,21
2791,8,9
2792,10,10
2793,18,2
2794,18,6
2795,21,21
2796,10,10
2797,18,16
2798,15,2
2799,17,17
2800,7,21
2801,2,9
2802,23,22
2803,9,23
2804,23,22
2805,23,23
2806,14,2
2807,23,7
2808,13,10
2809,17,17
2810,21,6
2811,21,21
2812,6,10
2813,20,22
2814,16,16
2815,13,21
2816,16,22
2817,16,16
2818,3,3
2819,12,12
2820,20,21
2821,10,9
2822,6,9
2823,7,7
2824,14,14
2825,7,10
2826,10,10
2827,17,14
2828,8,8
2829,20,7
2830,10,10
2831,1,10
2832,4,21
2833,12,23
2834,7,1
2835,7,7
2836,10,10
2837,2,7
2838,13,7
2839,11,16
2840,7,7
2841,7,16
2842,1,7
2843,13,10
2844,23,23
2845,8,8
2846,1,1
2847,17,10
2848,21,10
2849,13,7
2850,13,7
2851,13,13
2852,8,21
2853,10,10
2854,2,21
2855,14,14
2856,14,14
2857,9,2
2858,23,10
2859,7,7
2860,10,10
2861,22,21
2862,22,1
2863,22,22
2864,22,22
2865,22,22
2866,22,22
2867,1,1
2868,10,2
2869,22,21
2870,3,2
2871,7,7
2872,7,7
2873,7,7
2874,7,7
2875,7,7
2876,7,7
2877,9,7
2878,15,14
2879,7,7
2880,7,7
2881,6,7
2882,7,7
2883,10,10
2884,19,1
2885,23,14
2886,6,6
2887,1,11
2888,14,14
2889,22,10
2890,7,21
2891,7,21
2892,21,12
2893,4,22
2894,22,16
2895,10,10
2896,6,7
2897,17,15
2898,17,17
2899,17,8
2900,2,10
2901,15,22
2902,9,9
2903,23,23
2904,21,21
2905,1,7
2906,22,21
2907,7,7
2908,7,7
2909,1,1
2910,6,6
2911,7,7
2912,7,7
2913,13,13
2914,20,21
2915,16,7
2916,13,9
2917,21,10
2918,21,21
2919,13,21
2920,16,18
2921,22,12
2922,20,2
2923,10,21
2924,11,8
2925,20,21
2926,20,22
2927,13,21
2928,10,10
2929,4,4
2930,6,15
2931,14,14
2932,23,21
2933,11,11
2934,16,21
2935,14,14
2936,2,21
2937,3,23
2938,3,22
2939,2,3
2940,9,21
2941,2,23
2942,18,12
2943,11,11
2944,2,21
2945,2,9
2946,4,23
2947,10,10
2948,6,6
2949,13,21
2950,7,21
2951,7,7
2952,7,7
2953,10,10
2954,12,12
2955,7,7
2956,7,7
2957,6,22
2958,9,21
2959,21,7
2960,17,21
2961,10,10
2962,10,21
2963,16,22
2964,16,16
2965,16,21
2966,7,7
2967,1,7
2968,22,2
2969,2,9
2970,10,10
2971,15,15
2972,14,14
2973,6,6
2974,14,14
2975,9,9
2976,4,0
2977,15,21
2978,22,7
2979,10,10
2980,12,12
2981,14,14
2982,2,14
2983,7,7
2984,7,15
2985,6,23
2986,23,2
2987,23,21
2988,14,21
2989,3,16
2990,2,2
2991,14,10
2992,4,2
2993,23,7
2994,15,12
2995,14,2
2996,21,10
2997,10,21
2998,7,7
2999,7,7
3000,10,6
3001,7,7
3002,7,8
3003,22,22
3004,7,7
3005,3,7
3006,7,7
3007,10,6
3008,8,8
3009,11,7
3010,11,7
3011,14,14
3012,7,10
3013,3,3
3014,7,7
3015,11,11
3016,6,6
3017,4,21
3018,17,15
3019,0,5
3020,21,21
3021,10,2
3022,6,4
3023,6,6
3024,10,10
3025,1,10
3026,21,21
3027,13,2
3028,11,11
3029,22,21
3030,10,10
3031,10,2
3032,16,16
3033,19,10
3034,21,1
3035,6,7
3036,12,2
3037,10,10
3038,4,7
3039,3,21
3040,10,2
3041,21,7
3042,4,7
3043,9,21
3044,17,21
3045,18,18
3046,4,4
3047,4,21
3048,1,1
3049,1,1
3050,20,20
3051,9,2
3052,10,10
3053,2,15
3054,2,10
3055,23,9
3056,9,9
3057,10,10
3058,7,7
3059,22,7
3060,15,10
3061,22,21
3062,11,11
3063,21,7
3064,7,7
3065,4,21
3066,4,10
3067,13,7
3068,12,13
3069,7,7
3070,13,2
3071,7,23
3072,13,13
3073,1,21
3074,15,14
3075,22,3
3076,6,21
3077,1,1
3078,23,21
3079,4,22
3080,21,21
3081,10,10
3082,10,10
3083,1,11
3084,1,10
3085,21,21
3086,8,10
3087,3,3
3088,21,21
3089,22,22
3090,17,21
3091,22,21
3092,21,21
3093,16,1
3094,1,21
3095,8,2
3096,16,21
3097,6,2
3098,8,17
3099,10,7
3100,1,1
3101,1,10
3102,10,10
3103,12,23
3104,2,2
3105,9,5
3106,4,7
3107,21,21
3108,10,2
3109,4,4
3110,15,11
3111,12,12
3112,11,11
3113,10,7
3114,19,16
3115,19,15
3116,3,3
3117,19,19
3118,3,3
3119,19,21
3120,3,3
3121,22,22
3122,1,12
3123,21,21
3124,2,21
3125,17,21
3126,21,10
3127,4,6
3128,15,12
3129,21,21
3130,7,7
3131,7,7
3132,22,2
3133,6,2
3134,17,2
3135,6,6
3136,23,21
3137,18,18
3138,10,10
3139,15,21
3140,10,2
3141,14,14
3142,10,10
3143,10,10
3144,10,10
3145,16,23
3146,23,22
3147,3,23
3148,2,2
3149,14,14
3150,6,6
3151,7,18
3152,3,9
3153,21,2
3154,16,2
3155,21,8
3156,12,12
3157,15,15
3158,11,7
3159,14,21
3160,2,13
3161,10,21
3162,10,10
3163,6,6
3164,11,11
3165,3,21
3166,21,10
3167,7,7
3168,6,14
3169,14,7
3170,7,7
3171,7,10
3172,10,9
3173,10,10
3174,7,2
3175,6,21
3176,10,10
3177,11,22
3178,14,9
3179,7,21
3180,23,23
3181,10,21
3182,7,21
3183,10,21
3184,10,10
3185,7,7
3186,8,11
3187,12,1
3188,1,1
3189,12,12
3190,8,8
3191,1,12
3192,11,7
3193,20,10
3194,22,22
3195,17,17
3196,18,18
3197,22,22
3198,20,7
3199,22,21
3200,12,12
3201,21,10
3202,16,17
3203,4,4
3204,10,10
3205,7,7
3206,17,21
3207,23,21
3208,7,7
3209,12,12
3210,8,21
3211,20,20
3212,9,2
3213,3,3
3214,3,21
3215,3,7
3216,13,13
3217,2,14
3218,22,22
3219,10,10
3220,7,21
3221,7,7
3222,1,21
3223,5,7
3224,13,21
3225,13,21
3226,14,21
3227,7,7
3228,22,22
3229,10,21
3230,14,10
3231,3,2
3232,4,6
3233,8,8
3234,21,2
3235,3,10
3236,20,8
3237,14,14
3238,16,16
3239,17,21
3240,7,21
3241,3,6
3242,7,7
3243,10,21
3244,14,7
3245,20,18
3246,7,8
3247,10,13
3248,10,7
3249,4,4
3250,15,7
3251,4,4
3252,21,7
3253,17,17
3254,23,23
3255,17,22
3256,8,8
3257,17,21
3258,21,7
3259,12,12
3260,21,2
3261,0,3
3262,19,21
3263,17,21
3264,15,15
3265,21,7
3266,14,7
3267,22,21
3268,4,12
3269,4,7
3270,7,7
3271,3,21
3272,19,1
3273,21,21
3274,10,21
3275,13,11
3276,2,21
3277,21,21
3278,6,15
3279,21,7
3280,19,22
3281,22,10
3282,17,21
3283,6,10
3284,16,21
3285,15,7
3286,8,17
3287,7,7
3288,14,7
3289,8,21
3290,7,7
3291,1,2
3292,11,21
3293,22,16
3294,10,21
3295,21,21
3296,21,21
3297,6,21
3298,10,10
3299,15,9
3300,22,22
3301,21,9
3302,10,10
3303,4,10
3304,23,2
3305,22,7
3306,20,7
3307,11,7
3308,20,7
3309,7,4
3310,7,7
3311,7,7
3312,6,6
3313,7,7
3314,21,7
3315,18,7
3316,18,21
3317,14,14
3318,14,14
3319,2,12
3320,7,7
3321,4,10
3322,7,7
3323,14,14
3324,7,21
3325,5,9
3326,10,2
3327,21,7
3328,16,9
3329,10,21
3330,11,6
3331,10,10
3332,22,20
3333,16,12
3334,8,21
3335,8,7
3336,17,17
3337,11,2
3338,16,21
3339,4,4
3340,15,8
3341,10,7
3342,2,10
3343,1,11
3344,21,7
3345,14,2
3346,14,10
3347,14,15
3348,7,7
3349,8,7
3350,21,10
3351,20,7
3352,10,12
3353,21,7
3354,4,10
3355,12,22
3356,17,17
3357,7,14
3358,20,8
3359,16,6
3360,22,7
3361,7,21
3362,22,21
3363,22,8
3364,7,17
3365,10,10
3366,12,7
3367,13,13
3368,22,21
3369,9,10
3370,10,21
3371,20,20
3372,10,17
3373,4,17
3374,13,2
3375,21,3
3376,1,1
3377,9,21
3378,17,17
3379,1,21
3380,8,7
3381,4,22
3382,18,7
3383,17,7
3384,20,20
3385,14,7
3386,6,11
3387,12,12
3388,1,1
3389,1,1
3390,23,16
3391,11,1
3392,7,7
3393,7,7
3394,7,7
3395,7,7
3396,15,15
3397,10,10
3398,22,7
3399,4,6
3400,9,11
3401,7,7
3402,13,21
3403,14,15
3404,21,10
3405,10,21
3406,14,9
3407,8,12
3408,2,2
3409,1,21
3410,7,7
3411,10,10
3412,3,3
3413,14,21
3414,7,7
3415,21,7
3416,7,2
3417,8,21
3418,16,2
3419,23,9
3420,13,7
3421,2,17
3422,14,21
3423,5,23
3424,7,7
3425,16,2
3426,21,2
3427,18,21
3428,12,17
3429,6,7
3430,6,6
3431,16,2
3432,1,1
3433,7,9
3434,16,2
3435,22,21
3436,20,22
3437,14,10
