,Unnamed: 0,Unnamed: 0.1,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
306,306,306,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,non sono ino ,contrapposizione,J,Mix,"('red', 6, 4)",red,non sono ino ,red,contrapposizione,True,2,True
307,307,307,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,t delle pero occup leggi ,descrizione,J,Mix,"('green', 0, 1)",green,t delle pero occup leggi ,green,descrizione,True,2,True
308,308,308,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,come 1 persona norma ,giudizio,J,Mix,"('red', 3, 1)",red,come 1 persona norma ,red,giudizio,True,2,True
309,309,309,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,non ci permettono altro che un ora di pareggiata al mattino e pomeriggio e ,sancire,J,Mix,"('red', 1, 0)",red,non ci permettono altro che un ora di pareggiata al mattino e pomeriggio e ,red,sancire,True,2,True
310,310,310,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non un buon consumato ,giudizio,J,Mix,"('red', 3, 1)",red,non un buon consumato ,red,giudizio,True,2,True
311,311,311,Come ti descriveresti prima di entrare in carcere?,Descrizione,vari corsi di informazione e aggiornamento ,generalizzazione,J,Mix,"('red', 3, 1)",red,vari corsi di informazione e aggiornamento ,red,generalizzazione,True,2,True
312,312,312,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,mi descrive come vuole non mi ,sancire,J,Mix,"('red', 1, 0)",red,mi descrive come vuole non mi ,red,sancire,True,2,True
313,313,313,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"ho fatto penso che sarebbe meglio se ci baciassero un pot pia liberi e che credessero la possibilita di giocare di pi—
col pallone e usare il computer e che ci
trattassero come delle
persone che sono recluse

 ",descrizione,J,Mix,"('green', 0, 1)",green,"ho fatto penso che sarebbe meglio se ci baciassero un pot pia liberi e che credessero la possibilita di giocare di pi—
col pallone e usare il computer e che ci
trattassero come delle
persone che sono recluse

 ",green,descrizione,True,2,True
314,314,314,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,in questo istituito nessuna ,specificazione,J,Mix,"('yellow', 1, 1)",yellow,in questo istituito nessuna ,yellow,specificazione,True,2,True
315,315,315,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,bisogna che ci meno razzismo bisogna che ci pia umanita e poca vendetta ,sancire,J,Mix,"('red', 1, 0)",red,bisogna che ci meno razzismo bisogna che ci pia umanita e poca vendetta ,red,sancire,True,2,True
316,316,316,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,si rapiscono di pia ,giudizio,J,Mix,"('red', 3, 1)",red,si rapiscono di pia ,red,giudizio,True,2,True
317,317,317,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,voci di corridoio tra detenuti ,descrizione,J,Mix,"('green', 0, 1)",green,voci di corridoio tra detenuti ,green,descrizione,True,2,True
318,318,318,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,"imbecille, finito morto che cammina ",giudizio,J,Mix,"('red', 3, 1)",red,"imbecille, finito morto che cammina ",red,giudizio,True,2,True
319,319,319,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,non so ,non_risposta,J,Mix,"('red', 3, 1)",red,non so ,red,non_risposta,True,2,True
320,320,320,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,voglio i mimi diritti ,giudizio,J,Mix,"('red', 3, 1)",red,voglio i mimi diritti ,red,giudizio,True,2,True
321,321,321,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,come una persona che beve in modo misure ,giudizio,J,Mix,"('red', 3, 1)",red,come una persona che beve in modo misure ,red,giudizio,True,2,True
322,322,322,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,gli auguro che non sbagli pia come ho ,commento,J,Mix,"('red', 3, 1)",red,gli auguro che non sbagli pia come ho ,red,commento,True,2,True
323,323,323,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,mi piace sperimentare le sostanze illegali ,opinione,J,Mix,"('red', 5, 3)",red,mi piace sperimentare le sostanze illegali ,red,opinione,True,2,True
324,324,324,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,e a volte ci si ritrova a svolgere dei compiti che nulla hanno a che fare con le competenze relative alla qualifica professionale. e ,generalizzazione,J,Mix,"('red', 3, 1)",red,e a volte ci si ritrova a svolgere dei compiti che nulla hanno a che fare con le competenze relative alla qualifica professionale. e ,red,generalizzazione,True,2,True
325,325,325,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,se lo si fa in compagnia ,specificazione,J,Mix,"('yellow', 1, 1)",yellow,se lo si fa in compagnia ,yellow,specificazione,True,2,True
326,326,326,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non uso ,sancire,J,Mix,"('red', 1, 0)",red,non uso ,red,sancire,True,2,True
327,327,327,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,adesso dopo predii mesi passati qui dentro gli direi di cambiare mestiere e di lavorare onestamente perche la libertà e troppo bella e importante per tutti ,generalizzazione,J,Mix,"('red', 3, 1)",red,adesso dopo predii mesi passati qui dentro gli direi di cambiare mestiere e di lavorare onestamente perche la libertà e troppo bella e importante per tutti ,red,generalizzazione,True,2,True
328,328,328,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,che ci si allontana dalla famiglia senza avere notizie e senza sapere niente senza conoscere qualcuno  ,non_risposta,J,Mix,"('red', 3, 1)",red,che ci si allontana dalla famiglia senza avere notizie e senza sapere niente senza conoscere qualcuno  ,red,non_risposta,True,2,True
329,329,329,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,lo descrivi che ha commesso e non sapeva quale fosse la munizione ,sancire,J,Mix,"('red', 1, 0)",red,lo descrivi che ha commesso e non sapeva quale fosse la munizione ,red,sancire,True,2,True
330,330,330,Come ti descriveresti prima di entrare in carcere?,Descrizione,come una persona onesta ,descrizione,J,Mix,"('green', 0, 1)",green,come una persona onesta ,green,descrizione,True,2,True
331,331,331,Come ti descriveresti prima di entrare in carcere?,Descrizione,non mi ricordo bene perche tanti pensieri per la testa ,giustificazione,J,Mix,"('red', 4, 1)",red,non mi ricordo bene perche tanti pensieri per la testa ,red,giustificazione,True,2,True
332,332,332,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,062) per fodere tutto ,generalizzazione,J,Mix,"('red', 3, 1)",red,062) per fodere tutto ,red,generalizzazione,True,2,True
333,333,333,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,mediocri ,giudizio,J,Mix,"('red', 3, 1)",red,mediocri ,red,giudizio,True,2,True
334,334,334,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,aiutai di pia ,giudizio,J,Mix,"('red', 3, 1)",red,aiutai di pia ,red,giudizio,True,2,True
335,335,335,Come descriverebbe una persona che “gode di salute”?,Descrizione,che ha uno stato mentali equilibrato ,giudizio,J,Mix,"('red', 3, 1)",red,che ha uno stato mentali equilibrato ,red,giudizio,True,2,True
336,336,336,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,se segue il mio comportamento all interno carcere ,commento,J,Mix,"('red', 3, 1)",red,se segue il mio comportamento all interno carcere ,red,commento,True,2,True
337,337,337,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"la rag della mia scelta e la maleducazione
che porta le persone qui dentro ",generalizzazione,J,Mix,"('red', 3, 1)",red,"la rag della mia scelta e la maleducazione
che porta le persone qui dentro ",red,generalizzazione,True,2,True
338,338,338,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,veramente non lo so ,non_risposta,J,Mix,"('red', 3, 1)",red,veramente non lo so ,red,non_risposta,True,2,True
339,339,339,Come descriverebbe una persona che “gode di salute”?,Descrizione,la possibilità di direi cio chi sta peggio di me solo cosi si riesce ad apprezzare cio che si ha ,commento,J,Mix,"('red', 3, 1)",red,la possibilità di direi cio chi sta peggio di me solo cosi si riesce ad apprezzare cio che si ha ,red,commento,True,2,True
340,340,340,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,la ragione della mia scelta sta purtroppo nella difficoltà di seguire in maniera dignitosa ognuno di loro a causa della sproporzione numerica operatore e e utenza 1 a 200 circa ,commento,J,Mix,"('red', 3, 1)",red,la ragione della mia scelta sta purtroppo nella difficoltà di seguire in maniera dignitosa ognuno di loro a causa della sproporzione numerica operatore e e utenza 1 a 200 circa ,red,commento,True,2,True
341,341,341,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,la cucina detenuti acqua calda ogni t si può accede alla doccia verificare la grandezza delle celle se si svolgono attivita sportive se ci sono scuole elementare medie superiori e universita se si possono effettuare colloqui con i propri familiari in una area verde etc…sanità corsi professionali. ,sancire,J,Mix,"('red', 1, 0)",red,la cucina detenuti acqua calda ogni t si può accede alla doccia verificare la grandezza delle celle se si svolgono attivita sportive se ci sono scuole elementare medie superiori e universita se si possono effettuare colloqui con i propri familiari in una area verde etc…sanità corsi professionali. ,red,sancire,True,2,True
342,342,342,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,avviare i detenuti a lavorare ,opinione,J,Mix,"('red', 5, 3)",red,avviare i detenuti a lavorare ,red,opinione,True,2,True
343,343,343,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,nessuna ,sancire,J,Mix,"('red', 1, 0)",red,nessuna ,red,sancire,True,2,True
344,344,344,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,come una persona fatto un passo sbagliato nella vita ,giudizio,J,Mix,"('red', 3, 1)",red,come una persona fatto un passo sbagliato nella vita ,red,giudizio,True,2,True
345,345,345,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,in questo caso direi servizio sanitario/medico ,giudizio,J,Mix,"('red', 3, 1)",red,in questo caso direi servizio sanitario/medico ,red,giudizio,True,2,True
346,346,346,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,per il momento svolgo mansioni operativo all interno dello istituito per una zitta esterna che si occupa di grafica pubblicitaria ,descrizione,J,Mix,"('green', 0, 1)",green,per il momento svolgo mansioni operativo all interno dello istituito per una zitta esterna che si occupa di grafica pubblicitaria ,green,descrizione,True,2,True
347,347,347,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,un pane per loro ,generalizzazione,J,Mix,"('red', 3, 1)",red,un pane per loro ,red,generalizzazione,True,2,True
348,348,348,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,non e buona ,giudizio,J,Mix,"('red', 3, 1)",red,non e buona ,red,giudizio,True,2,True
349,349,349,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,non lo so pero sporte e scuola ,sancire,J,Mix,"('red', 1, 0)",red,non lo so pero sporte e scuola ,red,sancire,True,2,True
350,350,350,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,come idiota ,giudizio,J,Mix,"('red', 3, 1)",red,come idiota ,red,giudizio,True,2,True
351,351,351,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,si e lo stesso pensiero asino ,giudizio,J,Mix,"('red', 3, 1)",red,si e lo stesso pensiero asino ,red,giudizio,True,2,True
352,352,352,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,"difficilmente accade che si abbiano buoni rapporti con altri detenuti entra comunitari, se cio accade non sarei altro che e felice e ",commento,J,Mix,"('red', 3, 1)",red,"difficilmente accade che si abbiano buoni rapporti con altri detenuti entra comunitari, se cio accade non sarei altro che e felice e ",red,commento,True,2,True
353,353,353,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,la prima cosa lo chiedermi perche ha fatto cosa e per che ,generalizzazione,J,Mix,"('red', 3, 1)",red,la prima cosa lo chiedermi perche ha fatto cosa e per che ,red,generalizzazione,True,2,True
354,354,354,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,la draga non fa bene ti può dirittura prendere la vita ,commento,J,Mix,"('red', 3, 1)",red,la draga non fa bene ti può dirittura prendere la vita ,red,commento,True,2,True
355,355,355,Come descriverebbe una persona che “gode di salute”?,Descrizione,"don posso dare agli altri se prima non do a me stesso in termini di sicurezza emotività, forza inferiore ",conferma,J,Mix,"('red', 2, 1)",red,"don posso dare agli altri se prima non do a me stesso in termini di sicurezza emotività, forza inferiore ",red,conferma,True,2,True
356,356,356,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"trattamento 
sanità 
sovraffollamento aperto ",non_risposta,J,Mix,"('red', 3, 1)",red,"trattamento 
sanità 
sovraffollamento aperto ",red,non_risposta,True,2,True
357,357,357,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,cerco di spiegare ,non_risposta,J,Mix,"('red', 3, 1)",red,cerco di spiegare ,red,non_risposta,True,2,True
358,358,358,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,colloqui ass vol e colloqui ass solc della comunità ,descrizione,J,Mix,"('green', 0, 1)",green,colloqui ass vol e colloqui ass solc della comunità ,green,descrizione,True,2,True
359,359,359,Come descriverebbe una persona che “gode di salute”?,Descrizione,allegro ,giudizio,J,Mix,"('red', 3, 1)",red,allegro ,red,giudizio,True,2,True
360,360,360,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona risulta affetta da antologie organiche o antologie psichiche ,sancire,J,Mix,"('red', 1, 0)",red,una persona risulta affetta da antologie organiche o antologie psichiche ,red,sancire,True,2,True
361,361,361,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,rosicchi le varie opportunita cui un detenuto potrebbe accedere vengono interdette oppure le attesa viene prostrata fino allo svenimento e richiedente ,non_risposta,J,Mix,"('red', 3, 1)",red,rosicchi le varie opportunita cui un detenuto potrebbe accedere vengono interdette oppure le attesa viene prostrata fino allo svenimento e richiedente ,red,non_risposta,True,2,True
362,362,362,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,pia spazio in bagno troppo piccolo ,giudizio,J,Mix,"('red', 3, 1)",red,pia spazio in bagno troppo piccolo ,red,giudizio,True,2,True
363,363,363,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"pia possibilità di studio a livello professionale; pia attivita ricreative, pia comunicazione con gli educati e gli assistenti sociali molto importante ",sancire,J,Mix,"('red', 1, 0)",red,"pia possibilità di studio a livello professionale; pia attivita ricreative, pia comunicazione con gli educati e gli assistenti sociali molto importante ",red,sancire,True,2,True
364,364,364,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,qualche volta cannabis ,specificazione,J,Mix,"('yellow', 1, 1)",yellow,qualche volta cannabis ,yellow,specificazione,True,2,True
365,365,365,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,normali abbastanza ,generalizzazione,J,Mix,"('red', 3, 1)",red,normali abbastanza ,red,generalizzazione,True,2,True
366,366,366,Come descriverebbe una persona che “gode di salute”?,Descrizione,che ringrazino il signore sta bene ,giudizio,J,Mix,"('red', 3, 1)",red,che ringrazino il signore sta bene ,red,giudizio,True,2,True
367,367,367,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,"con intrattenimenti muscoli o altro che potrebbero interessano tutti scambi culturale culinari, ed altro ",descrizione,J,Mix,"('green', 0, 1)",green,"con intrattenimenti muscoli o altro che potrebbero interessano tutti scambi culturale culinari, ed altro ",green,descrizione,True,2,True
368,368,368,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,farci fare pia socialista ,generalizzazione,J,Mix,"('red', 3, 1)",red,farci fare pia socialista ,red,generalizzazione,True,2,True
369,369,369,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,ordinamento ,sancire,J,Mix,"('red', 1, 0)",red,ordinamento ,red,sancire,True,2,True
370,370,370,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,un bravo detenuto istruito ,giudizio,J,Mix,"('red', 3, 1)",red,un bravo detenuto istruito ,red,giudizio,True,2,True
371,371,371,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ho saputo da un peter lavi come scrive ,descrizione,J,Mix,"('green', 0, 1)",green,ho saputo da un peter lavi come scrive ,green,descrizione,True,2,True
372,372,372,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"una delle ragioni e che passiamo la maggior
parte del tempo rinchiusi senza fare niente
perch‚ monaci sono abbastanza attivita ",deresponsabilizzazione,J,Mix,"('red',4,2)",red,"una delle ragioni e che passiamo la maggior
parte del tempo rinchiusi senza fare niente
perch‚ monaci sono abbastanza attivita ",red,deresponsabilizzazione,True,2,True
373,373,373,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,considero gli aspetti che esistono qui in questa (...) funzionali in ogni caso ,giudizio,J,Mix,"('red', 3, 1)",red,considero gli aspetti che esistono qui in questa (...) funzionali in ogni caso ,red,giudizio,True,2,True
374,374,374,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,la persona ha smesso di potere sognare ,descrizione,J,Mix,"('green', 0, 1)",green,la persona ha smesso di potere sognare ,green,descrizione,True,2,True
375,375,375,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,quindi una donna e divo t giu bene e ,generalizzazione,J,Mix,"('red', 3, 1)",red,quindi una donna e divo t giu bene e ,red,generalizzazione,True,2,True
376,376,376,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dagli altri detengo e le agente di poli ,descrizione,J,Mix,"('green', 0, 1)",green,dagli altri detengo e le agente di poli ,green,descrizione,True,2,True
377,377,377,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,il fatto che al passeggio insieme e come e suddiviso le istituito con la popolazione detenuta ,descrizione,J,Mix,"('green', 0, 1)",green,il fatto che al passeggio insieme e come e suddiviso le istituito con la popolazione detenuta ,green,descrizione,True,2,True
378,378,378,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,e persone che comandano ti permettono di avere tutto dipende da te comportare bene ,giudizio,J,Mix,"('red', 3, 1)",red,e persone che comandano ti permettono di avere tutto dipende da te comportare bene ,red,giudizio,True,2,True
379,379,379,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,supporto firma sostegno pio supporto solc ,descrizione,J,Mix,"('green', 0, 1)",green,supporto firma sostegno pio supporto solc ,green,descrizione,True,2,True
380,380,380,Come ti descriveresti prima di entrare in carcere?,Descrizione,lavoro in ,non_risposta,J,Mix,"('red', 3, 1)",red,lavoro in ,red,non_risposta,True,2,True
381,381,381,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,Descrizione,e e e e 067 ali innocenza completa e il risarcimento ,commento,J,Mix,"('red', 3, 1)",red,e e e e 067 ali innocenza completa e il risarcimento ,red,commento,True,2,True
382,382,382,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,convincere le persone che il colore la religione la cultura non fanno diversi ,generalizzazione,J,Mix,"('red', 3, 1)",red,convincere le persone che il colore la religione la cultura non fanno diversi ,red,generalizzazione,True,2,True
383,383,383,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,iterazione reato ,sancire,J,Mix,"('red', 1, 0)",red,iterazione reato ,red,sancire,True,2,True
384,384,384,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,"quanto deriva dalle risposte precedenti significa che tutti si comprendo e si possono aiutare vicendevolmente, anche per cio che riguarda usi e costumi ",specificazione,J,Mix,"('yellow', 1, 1)",yellow,"quanto deriva dalle risposte precedenti significa che tutti si comprendo e si possono aiutare vicendevolmente, anche per cio che riguarda usi e costumi ",yellow,specificazione,True,2,True
385,385,385,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ho a l info dai mimi genitori ,descrizione,J,Mix,"('green', 0, 1)",green,ho a l info dai mimi genitori ,green,descrizione,True,2,True
386,386,386,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,e non lo saro ,previsione,J,Mix,"('red', 5, 4)",red,e non lo saro ,red,previsione,True,2,True
387,387,387,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"non sono per nulla efficaci perche le
persone ritornano sui passi di prima e e ",previsione,J,Mix,"('red', 5, 4)",red,"non sono per nulla efficaci perche le
persone ritornano sui passi di prima e e ",red,previsione,True,2,True
388,388,388,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"perche qui ci e niente e non ho nessuna
possibilit… ne di lavoro ne di corso ",descrizione,J,Mix,"('green', 0, 1)",green,"perche qui ci e niente e non ho nessuna
possibilit… ne di lavoro ne di corso ",green,descrizione,True,2,True
389,389,389,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,secondo me e sbagliato completamente perche certi reati non si fanno contro tessere umano ,valutazione,J,Mix,"('yellow', 5, 5)",yellow,secondo me e sbagliato completamente perche certi reati non si fanno contro tessere umano ,yellow,valutazione,True,2,True
390,390,390,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,non conosco le attivita del servizio per gli stranieri ,giustificazione,J,Mix,"('red', 4, 1)",red,non conosco le attivita del servizio per gli stranieri ,red,giustificazione,True,2,True
391,391,391,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"io parlo di me stesso e non mi fanno nessun
effetto positivo e al contrario mi rendono
pi— irritabile
 ",giustificazione,J,Mix,"('red', 4, 1)",red,"io parlo di me stesso e non mi fanno nessun
effetto positivo e al contrario mi rendono
pi— irritabile
 ",red,giustificazione,True,2,True
392,392,392,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,Descrizione,e e e e 084 una grande vergogna ,giudizio,J,Mix,"('red', 3, 1)",red,e e e e 084 una grande vergogna ,red,giudizio,True,2,True
393,393,393,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,in prevalente la popolazione straniera non considera efficace una rieducazione nel senso di ritenersi sempre un extracomunitario e quindi un delinquente ,contrapposizione,J,Mix,"('red', 6, 4)",red,in prevalente la popolazione straniera non considera efficace una rieducazione nel senso di ritenersi sempre un extracomunitario e quindi un delinquente ,red,contrapposizione,True,2,True
394,394,394,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,come una persona non buona ,giudizio,J,Mix,"('red', 3, 1)",red,come una persona non buona ,red,giudizio,True,2,True
395,395,395,Come ti descriveresti prima di entrare in carcere?,Descrizione,ero contento e mi hanno ,descrizione,J,Mix,"('green', 0, 1)",green,ero contento e mi hanno ,green,descrizione,True,2,True
396,396,396,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,pero non e cosi come loro pensano ,contrapposizione,J,Mix,"('red', 6, 4)",red,pero non e cosi come loro pensano ,red,contrapposizione,True,2,True
397,397,397,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,un fan pie all penso ,commento,J,Mix,"('red', 3, 1)",red,un fan pie all penso ,red,commento,True,2,True
398,398,398,Come ti descriveresti prima di entrare in carcere?,Descrizione,non le ho mai ,non_risposta,J,Mix,"('red', 3, 1)",red,non le ho mai ,red,non_risposta,True,2,True
