,Unnamed: 0,Unnamed: 0.1,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
881,881,881,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,il cibo il dottore ,sancire,J,Mix,"('red', 1, 0)",red,il cibo il dottore ,red,sancire,False,0,False
882,882,882,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,una persona sbagliata perche non e nella strada giusta per vivere in questo mondo ,valutazione,J,Mix,"('yellow', 5, 5)",yellow,una persona sbagliata perche non e nella strada giusta per vivere in questo mondo ,yellow,valutazione,True,1,False
883,883,883,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,in poche parole innocente la considerera una persona per bene ,giudizio,J,Mix,"('red', 3, 1)",red,in poche parole innocente la considerera una persona per bene ,red,giudizio,False,0,False
884,884,884,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"le opportunita di tratte rieducativo abbastanza efficace perche i diritti
non ci sono ",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"le opportunita di tratte rieducativo abbastanza efficace perche i diritti
non ci sono ",yellow,valutazione,False,0,False
885,885,885,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,che i giorni della vibrazione anticipa arrivino pia velocemente ,giudizio,J,Mix,"('red', 3, 1)",red,che i giorni della vibrazione anticipa arrivino pia velocemente ,red,giudizio,False,0,False
886,886,886,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,Descrizione,si tratta di opportunita molto valide di una persona detenuta e ,giudizio,J,Mix,"('red', 3, 1)",red,si tratta di opportunita molto valide di una persona detenuta e ,red,giudizio,False,0,False
887,887,887,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,non so ,giustificazione,J,Mix,"('red', 4, 1)",red,non so ,red,giustificazione,False,0,False
888,888,888,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,la presenza degli italiano e degli stranieri nella stessa cella ,descrizione,J,Mix,"('green', 0, 1)",green,la presenza degli italiano e degli stranieri nella stessa cella ,green,descrizione,False,0,False
889,889,889,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,1 persona detenuta ,generalizzazione,J,Mix,"('red', 3, 1)",red,1 persona detenuta ,red,generalizzazione,True,1,False
890,890,890,Come descriverebbe una persona che “gode di salute”?,Descrizione,la descrivi che e saggia e che vuole bene alla sua persona ,giudizio,J,Mix,"('red', 3, 1)",red,la descrivi che e saggia e che vuole bene alla sua persona ,red,giudizio,False,0,False
891,891,891,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"un programma pia ricco di attivita sportive biblioteca eccitera eccitera non ci
farebbe male e ",commento,J,Mix,"('red', 3, 1)",red,"un programma pia ricco di attivita sportive biblioteca eccitera eccitera non ci
farebbe male e ",red,commento,False,0,False
892,892,892,Come ti descriveresti prima di entrare in carcere?,Descrizione,purtroppo siamo limitati dalla reale situazione di defezione e dalla mancanza di personale agenti e ,generalizzazione,J,Mix,"('red', 3, 1)",red,purtroppo siamo limitati dalla reale situazione di defezione e dalla mancanza di personale agenti e ,red,generalizzazione,False,0,False
893,893,893,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"perche con queste opportunita puoi avere la
possibilit… di risolvere tanti problemi super esempio
affidamento di lavoro e arresto domiciliare
, possibilita di avere saldi per fare la
spesa in caso di
lavorare all interno a chi non fa colloquio ",possibilita,J,Mix,"('yellow', 2, 2)",yellow,"perche con queste opportunita puoi avere la
possibilit… di risolvere tanti problemi super esempio
affidamento di lavoro e arresto domiciliare
, possibilita di avere saldi per fare la
spesa in caso di
lavorare all interno a chi non fa colloquio ",yellow,possibilita,True,1,False
894,894,894,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ho sent dalle altre peter e ho visto ,generalizzazione,J,Mix,"('red', 3, 1)",red,ho sent dalle altre peter e ho visto ,red,generalizzazione,False,0,False
895,895,895,Come ti descriverai una volta uscito dal carcere?,Descrizione,mi sentirei contento e recherei di cambiare ,giudizio,J,Mix,"('red', 3, 1)",red,mi sentirei contento e recherei di cambiare ,red,giudizio,False,0,False
896,896,896,Come descriverebbe una persona che “gode di salute”?,Descrizione,per migliorare il suo stato detestino ,riferimento_obiettivo,J,Mix,"('green', 5, 6)",green,per migliorare il suo stato detestino ,green,riferimento_obiettivo,False,0,False
897,897,897,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,Descrizione,e poi per quanto riguarda il servizio santorio diciamo che non esiste ci sono stati dei casi veramente da rabbrividire. dirittura dopo le e non ci e pi e il medico don questo penso di aver detto tutto ,sancire,J,Mix,"('red', 1, 0)",red,e poi per quanto riguarda il servizio santorio diciamo che non esiste ci sono stati dei casi veramente da rabbrividire. dirittura dopo le e non ci e pi e il medico don questo penso di aver detto tutto ,red,sancire,False,0,False
898,898,898,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,colloqui con i turi familiari che vengono da lontano tre ore di pia dopo tre anni sono pochi ,giudizio,J,Mix,"('red', 3, 1)",red,colloqui con i turi familiari che vengono da lontano tre ore di pia dopo tre anni sono pochi ,red,giudizio,False,0,False
899,899,899,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,dalla mia empi e quello che ho visto dalle altre perso che sono insieme con me e ,descrizione,J,Mix,"('green', 0, 1)",green,dalla mia empi e quello che ho visto dalle altre perso che sono insieme con me e ,green,descrizione,True,1,False
900,900,900,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,tipo la palesava ,giudizio,J,Mix,"('red', 3, 1)",red,tipo la palesava ,red,giudizio,False,0,False
901,901,901,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,con uno stato detestino diverso ,giudizio,J,Mix,"('red', 3, 1)",red,con uno stato detestino diverso ,red,giudizio,True,1,False
902,902,902,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"non fanno le relazioni giuste le annoda loro modo e non funziona il controllo
per i detenuti e pensano
che pretendi troppo io dico quello che
sento
 ",giudizio,J,Mix,"('red', 3, 1)",red,"non fanno le relazioni giuste le annoda loro modo e non funziona il controllo
per i detenuti e pensano
che pretendi troppo io dico quello che
sento
 ",red,giudizio,False,0,False
903,903,903,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,"parit lavorativa, parit di trattamento ",generalizzazione,J,Mix,"('red', 3, 1)",red,"parit lavorativa, parit di trattamento ",red,generalizzazione,False,0,False
904,904,904,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,e dio non ama gli avari e che dio perdona ed dio e misericordioso; aden ,commento,J,Mix,"('red', 3, 1)",red,e dio non ama gli avari e che dio perdona ed dio e misericordioso; aden ,red,commento,False,0,False
905,905,905,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,tranquilla ,giudizio,J,Mix,"('red', 3, 1)",red,tranquilla ,red,giudizio,False,0,False
906,906,906,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,o avvisi t il caro e ,descrizione,J,Mix,"('green', 0, 1)",green,o avvisi t il caro e ,green,descrizione,False,0,False
907,907,907,Come ti descriverai una volta uscito dal carcere?,Descrizione,spero di un ritornare pia qui e di lavorare onestamente ,commento,J,Mix,"('red', 3, 1)",red,spero di un ritornare pia qui e di lavorare onestamente ,red,commento,False,0,False
908,908,908,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,come il suo uomo ideale e ,sancire,J,Mix,"('red', 1, 0)",red,come il suo uomo ideale e ,red,sancire,False,0,False
909,909,909,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona ha una vita sentimentale e vita familiare serena un lavoro che lo apparsi e che gli permetta di poter soddisfare quei bisogni di cui non può fare a meno per st e per la propria famiglia ,giudizio,J,Mix,"('red', 3, 1)",red,una persona ha una vita sentimentale e vita familiare serena un lavoro che lo apparsi e che gli permetta di poter soddisfare quei bisogni di cui non può fare a meno per st e per la propria famiglia ,red,giudizio,False,0,False
910,910,910,Come ti descriverai una volta uscito dal carcere?,Descrizione,non cambierei in senso personale sarei pia maturai non riformi gli stessi errori ,giudizio,J,Mix,"('red', 3, 1)",red,non cambierei in senso personale sarei pia maturai non riformi gli stessi errori ,red,giudizio,False,0,False
911,911,911,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"perche non sono basati sul fatto che il detenuto deve capire le importanza della rieducazione, ",commento,J,Mix,"('red', 3, 1)",red,"perche non sono basati sul fatto che il detenuto deve capire le importanza della rieducazione, ",red,commento,True,1,False
912,912,912,Come ti descriveresti prima di entrare in carcere?,Descrizione,i mezzi sono sempre piu poveri e gli obiettivi giustamente sempre piu grandiosi e ,commento,J,Mix,"('red', 3, 1)",red,i mezzi sono sempre piu poveri e gli obiettivi giustamente sempre piu grandiosi e ,red,commento,False,0,False
913,913,913,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,ma prima bisogna vedere se la persona e stata accusata giustamente come sono stato io ma se uno ha commesso e bisogna poter recuperare per poi inserirle nella societ ,generalizzazione,J,Mix,"('red', 3, 1)",red,ma prima bisogna vedere se la persona e stata accusata giustamente come sono stato io ma se uno ha commesso e bisogna poter recuperare per poi inserirle nella societ ,red,generalizzazione,True,1,False
914,914,914,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,solo la possibilità di scegliere le persone con cui ci e un affinita caratteriale ,sancire,J,Mix,"('red', 1, 0)",red,solo la possibilità di scegliere le persone con cui ci e un affinita caratteriale ,red,sancire,False,0,False
915,915,915,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,048) mai fatto uso ,non_risposta,J,Mix,"('red', 3, 1)",red,048) mai fatto uso ,red,non_risposta,False,0,False
916,916,916,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non ne faccio uso ,non_risposta,J,Mix,"('red', 3, 1)",red,non ne faccio uso ,red,non_risposta,False,0,False
917,917,917,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,si occupano di tratta reduci ,descrizione,J,Mix,"('green', 0, 1)",green,si occupano di tratta reduci ,green,descrizione,False,0,False
918,918,918,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",Descrizione,"constatato che attualmente emerge sempre piu un disinteresse oda parte dello amministrazione penitenziaria alla specificata del mio ruolo assistente sociale volgendo invece verso un livellamento e appiattimento e omologazione, con le aligi dello integrazione tra ruoli e ",commento,J,Mix,"('red', 3, 1)",red,"constatato che attualmente emerge sempre piu un disinteresse oda parte dello amministrazione penitenziaria alla specificata del mio ruolo assistente sociale volgendo invece verso un livellamento e appiattimento e omologazione, con le aligi dello integrazione tra ruoli e ",red,commento,False,0,False
919,919,919,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,la carenza di operatori non consente un adeguata osservazione con regolarit e costanza nei confronti del detenuto ,commento,J,Mix,"('red', 3, 1)",red,la carenza di operatori non consente un adeguata osservazione con regolarit e costanza nei confronti del detenuto ,red,commento,False,0,False
920,920,920,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,in quanto e si da la possibilità a tutti ,sancire,J,Mix,"('red', 1, 0)",red,in quanto e si da la possibilità a tutti ,red,sancire,True,1,False
921,921,921,Come ti descriveresti prima di entrare in carcere?,Descrizione,lavoratore modello ,sancire,J,Mix,"('red', 1, 0)",red,lavoratore modello ,red,sancire,False,0,False
922,922,922,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,non posso una persona errore come me ,non_risposta,J,Mix,"('red', 3, 1)",red,non posso una persona errore come me ,red,non_risposta,False,0,False
923,923,923,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,una persona reato ha passato solo e mesi in prigione invece io devo ancora rimanere ,specificazione,J,Mix,"('yellow', 1, 1)",yellow,una persona reato ha passato solo e mesi in prigione invece io devo ancora rimanere ,yellow,specificazione,False,0,False
924,924,924,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,la quality del letto e del materasso ,giudizio,J,Mix,"('red', 3, 1)",red,la quality del letto e del materasso ,red,giudizio,False,0,False
925,925,925,Come descriverebbe una persona che “gode di salute”?,Descrizione,una persona lavora e che fa attivita sportiva ,descrizione,J,Mix,"('green', 0, 1)",green,una persona lavora e che fa attivita sportiva ,green,descrizione,False,0,False
926,926,926,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,le ozio e la tomba dello integrazione perche porta miseria eintollersbilità/diversità ,commento,J,Mix,"('red', 3, 1)",red,le ozio e la tomba dello integrazione perche porta miseria eintollersbilità/diversità ,red,commento,False,0,False
927,927,927,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,che non ci sono delle differenze che le unica cosa che spesso si adotta e che vengono allocati insieme ad altri con stessa nat ,commento,J,Mix,"('red', 3, 1)",red,che non ci sono delle differenze che le unica cosa che spesso si adotta e che vengono allocati insieme ad altri con stessa nat ,red,commento,False,0,False
928,928,928,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,se e la prima infrazione lo descrivere come innocente ,giudizio,J,Mix,"('red', 3, 1)",red,se e la prima infrazione lo descrivere come innocente ,red,giudizio,False,0,False
929,929,929,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,assemblee dove venga data la possibilità a detenuti delle varie nazionali di sporte e spiegare la storia e le tradizioni del proprio paese d origine ,descrizione,J,Mix,"('green', 0, 1)",green,assemblee dove venga data la possibilità a detenuti delle varie nazionali di sporte e spiegare la storia e le tradizioni del proprio paese d origine ,green,descrizione,False,0,False
930,930,930,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,non ne uso ,non_risposta,J,Mix,"('red', 3, 1)",red,non ne uso ,red,non_risposta,False,0,False
931,931,931,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,tante persone sono andate a scuola visto che qui in prigione cio e io sono qui da un mese e non ho lavorato pero andare a scuola ,descrizione,J,Mix,"('green', 0, 1)",green,tante persone sono andate a scuola visto che qui in prigione cio e io sono qui da un mese e non ho lavorato pero andare a scuola ,green,descrizione,False,0,False
932,932,932,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,accurato controllo mensa e cibi accurato controllo docce e servizi in sezione lavoraste di sezione parlate italiano detenuti in massimo due per cella visto i tre metri quadrati a disposizione e non tre per periodi indefiniti e lunghi ,giudizio,J,Mix,"('red', 3, 1)",red,accurato controllo mensa e cibi accurato controllo docce e servizi in sezione lavoraste di sezione parlate italiano detenuti in massimo due per cella visto i tre metri quadrati a disposizione e non tre per periodi indefiniti e lunghi ,red,giudizio,False,0,False
933,933,933,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,numero adeguato del personale ,giudizio,J,Mix,"('red', 3, 1)",red,numero adeguato del personale ,red,giudizio,False,0,False
934,934,934,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,ignorante ,giudizio,J,Mix,"('red', 3, 1)",red,ignorante ,red,giudizio,False,0,False
935,935,935,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,poli di aggregazione e corsi scov e corsi united e attivita lavi corsi recupero e attivita artistiche quali corsi di termica e di detrazione e di teatro e ,descrizione,J,Mix,"('green', 0, 1)",green,poli di aggregazione e corsi scov e corsi united e attivita lavi corsi recupero e attivita artistiche quali corsi di termica e di detrazione e di teatro e ,green,descrizione,False,0,False
936,936,936,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,pia tempo per le visite ,giudizio,J,Mix,"('red', 3, 1)",red,pia tempo per le visite ,red,giudizio,False,0,False
937,937,937,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,vedere cio che viene domandato se non si vedono piccole o individuai forme di amicizia e confidenza ,implicazione,J,Mix,"('red', 9, 7)",red,vedere cio che viene domandato se non si vedono piccole o individuai forme di amicizia e confidenza ,red,implicazione,False,0,False
938,938,938,Come ti descriverai una volta uscito dal carcere?,Descrizione,mi sentir come si dice qui chi entra perso esce ranato ,generalizzazione,J,Mix,"('red', 3, 1)",red,mi sentir come si dice qui chi entra perso esce ranato ,red,generalizzazione,False,0,False
939,939,939,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,ho scelto penso che il tratt rieducativo molto efficace e ,conferma,J,Mix,"('red', 2, 1)",red,ho scelto penso che il tratt rieducativo molto efficace e ,red,conferma,False,0,False
940,940,940,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,ho conosciuto le sopport tratta perche le ho capire ,sancire,J,Mix,"('red', 1, 0)",red,ho conosciuto le sopport tratta perche le ho capire ,red,sancire,False,0,False
941,941,941,Come descriverebbe una persona che “gode di salute”?,Descrizione,in grado di muoversi lavorare ,giudizio,J,Mix,"('red', 3, 1)",red,in grado di muoversi lavorare ,red,giudizio,False,0,False
942,942,942,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,e deve finire subito questo lavoro ,commento,J,Mix,"('red', 3, 1)",red,e deve finire subito questo lavoro ,red,commento,False,0,False
943,943,943,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,uno sballo mancanza opportunita ,causa,J,Mix,"('red', 2, 1)",red,uno sballo mancanza opportunita ,red,causa,False,0,False
944,944,944,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,e che ha fatto un errore ,giudizio,J,Mix,"('red', 3, 1)",red,e che ha fatto un errore ,red,giudizio,True,1,False
945,945,945,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,penso che non si possa trovare nessuna facilitazione ,opinione,J,Mix,"('red', 5, 3)",red,penso che non si possa trovare nessuna facilitazione ,red,opinione,False,0,False
946,946,946,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",Descrizione,1 persona norma e educata e gentile ,giudizio,J,Mix,"('red', 3, 1)",red,1 persona norma e educata e gentile ,red,giudizio,False,0,False
947,947,947,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,"se fossi coordinare dei detenuti studierei la loro filosofia come si computano nella ora dello aria o in cella come si 
comportano con i loro compagnie se sono cattivi o umili avrei una sezione per buona condotta perche ostentano la loro libertà e si integrino nella societ per il loro futuro e per formare una famiglia ",giudizio,J,Mix,"('red', 3, 1)",red,"se fossi coordinare dei detenuti studierei la loro filosofia come si computano nella ora dello aria o in cella come si 
comportano con i loro compagnie se sono cattivi o umili avrei una sezione per buona condotta perche ostentano la loro libertà e si integrino nella societ per il loro futuro e per formare una famiglia ",red,giudizio,True,1,False
948,948,948,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,per la presa carico e sufficiente la diagnosi e sper una proposta terapeutica entra maria e inoltre necessario un permesso sogn ed una residenza fissa e ,descrizione,J,Mix,"('green', 0, 1)",green,per la presa carico e sufficiente la diagnosi e sper una proposta terapeutica entra maria e inoltre necessario un permesso sogn ed una residenza fissa e ,green,descrizione,False,0,False
949,949,949,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,vedo che ci sono rape con mia fami ,non_risposta,J,Mix,"('red', 3, 1)",red,vedo che ci sono rape con mia fami ,red,non_risposta,False,0,False
950,950,950,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,chiedendo all agente ,descrizione,J,Mix,"('green', 0, 1)",green,chiedendo all agente ,green,descrizione,False,0,False
951,951,951,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,migliorare il cibo ,commento,J,Mix,"('red', 3, 1)",red,migliorare il cibo ,red,commento,False,0,False
952,952,952,Come ti descriveresti prima di entrare in carcere?,Descrizione,pieno di virtu e cortese e pacato e socievole e leale ,descrizione,J,Mix,"('green', 0, 1)",green,pieno di virtu e cortese e pacato e socievole e leale ,green,descrizione,False,0,False
953,953,953,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,Descrizione,sicuramente se dovesse uccidermi sarebbe le ultima cosa a cui penserei ,commento,J,Mix,"('red', 3, 1)",red,sicuramente se dovesse uccidermi sarebbe le ultima cosa a cui penserei ,red,commento,False,0,False
954,954,954,Come ti descriveresti prima di entrare in carcere?,Descrizione,un uomo normale e una persona tiene tanto alla sua famiglia e ma adesso e tutto combatto ,contrapposizione,J,Mix,"('red', 6, 4)",red,un uomo normale e una persona tiene tanto alla sua famiglia e ma adesso e tutto combatto ,red,contrapposizione,False,0,False
955,955,955,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",Descrizione,nessuna ,sancire,J,Mix,"('red', 1, 0)",red,nessuna ,red,sancire,False,0,False
956,956,956,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,la descrivi come necessaria e positiva ,giudizio,J,Mix,"('red', 3, 1)",red,la descrivi come necessaria e positiva ,red,giudizio,False,0,False
957,957,957,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,sono medico e non ass solc ne psicologa e e non mi occupo di invii presso sent o altri centri sociali e ,commento,J,Mix,"('red', 3, 1)",red,sono medico e non ass solc ne psicologa e e non mi occupo di invii presso sent o altri centri sociali e ,red,commento,False,0,False
958,958,958,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",Descrizione,dico che sono un veleno e ce se ne deve allontanai con qualsiasi mezzo ,commento,J,Mix,"('red', 3, 1)",red,dico che sono un veleno e ce se ne deve allontanai con qualsiasi mezzo ,red,commento,False,0,False
959,959,959,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",Descrizione,operatori devono frequente i detenuti dare la possibilità di sfogassi parlare coni propri amici ,giudizio,J,Mix,"('red', 3, 1)",red,operatori devono frequente i detenuti dare la possibilità di sfogassi parlare coni propri amici ,red,giudizio,False,0,False
960,960,960,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"perche qui non hai diritto a niente perch‚
sei straniera e tutti ti parlano male
nessun agente e educato e ",descrizione,J,Mix,"('green', 0, 1)",green,"perche qui non hai diritto a niente perch‚
sei straniera e tutti ti parlano male
nessun agente e educato e ",green,descrizione,False,0,False
961,961,961,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrizione,le persona che hanno i mimi stessi reati hanno avuto una condanna pia piccola della mia ,descrizione,J,Mix,"('green', 0, 1)",green,le persona che hanno i mimi stessi reati hanno avuto una condanna pia piccola della mia ,green,descrizione,False,0,False
962,962,962,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,non ho visto di questo ,non_risposta,J,Mix,"('red', 3, 1)",red,non ho visto di questo ,red,non_risposta,False,0,False
963,963,963,Come si descriverebbe come persona straniera detenuta,Descrizione,mi descrivi all interno prigione che non ha diritti e ,sancire,J,Mix,"('red', 1, 0)",red,mi descrivi all interno prigione che non ha diritti e ,red,sancire,False,0,False
964,964,964,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,Descrizione,e la persona detenuta che si attiva per essere presa carico e spesso il detenuto straniero non ode delle stesse opportunita del tossicodip italiano e per cui spesso aspetta parecchi tempo prima di seguire un prego tara ,commento,J,Mix,"('red', 3, 1)",red,e la persona detenuta che si attiva per essere presa carico e spesso il detenuto straniero non ode delle stesse opportunita del tossicodip italiano e per cui spesso aspetta parecchi tempo prima di seguire un prego tara ,red,commento,True,1,False
965,965,965,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,Descrizione,e gia un mese sono qui ,non_risposta,J,Mix,"('red', 3, 1)",red,e gia un mese sono qui ,red,non_risposta,True,1,False
966,966,966,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,abc efficaci ,generalizzazione,J,Mix,"('red', 3, 1)",red,abc efficaci ,red,generalizzazione,False,0,False
967,967,967,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,Descrizione,non so ancora ,non_risposta,J,Mix,"('red', 3, 1)",red,non so ancora ,red,non_risposta,False,0,False
968,968,968,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,personale operaste di polizia penitenziaria ,sancire,J,Mix,"('red', 1, 0)",red,personale operaste di polizia penitenziaria ,red,sancire,False,0,False
