,index,Unnamed: 0,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
421,421,208,Come descriverebbe una violenza sessuale?,descrizione,"Pertanto ci sembra evidente che i sottoscritti, per poter operare nel loro progetto di sistemazione dei minori, necessitino di regolare autorizzazione di codesto AA. GG. ",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"Pertanto ci sembra evidente che i sottoscritti, per poter operare nel loro progetto di sistemazione dei minori, necessitino di regolare autorizzazione di codesto AA. GG. ",yellow,valutazione,True,2,True
422,422,208,Come descriverebbe una violenza sessuale?,descrizione,Per i due ragazzi senza permesso di soggiorno riteniamo opportuno l’apertura di una tutela che li salvaguardi nel loro effettivo stato di bisogno quotidiano (vd. Rapporti con la scuola: Meeraf frequenta il III° Magistrale e Walle I° anno di linguistico Profess.le servono in tal senso documenti vari ottenibili solo con il permesso di soggiorno) ,valutazione,J,Mix,"('yellow', 5, 5)",yellow,Per i due ragazzi senza permesso di soggiorno riteniamo opportuno l’apertura di una tutela che li salvaguardi nel loro effettivo stato di bisogno quotidiano (vd. Rapporti con la scuola: Meeraf frequenta il III° Magistrale e Walle I° anno di linguistico Profess.le servono in tal senso documenti vari ottenibili solo con il permesso di soggiorno) ,yellow,valutazione,True,2,True
423,423,208,Come descriverebbe una violenza sessuale?,descrizione,permettendoci quindi di potere anche per loro attivare interventi a supporto.,implicazione,J,Mix,"('red', 9, 7)",red,permettendoci quindi di potere anche per loro attivare interventi a supporto.,red,implicazione,True,2,True
424,424,209,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,Inizialmente è bene scegliere un comportamento bersaglio che si verifichi frequentemente. ,prescrizione,J,Mix,"('yellow', 4, 4)",yellow,Inizialmente è bene scegliere un comportamento bersaglio che si verifichi frequentemente. ,yellow,prescrizione,True,2,True
425,425,209,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,Non riuscireste a farvi un'esperienza adeguata nell'imparare come applicare il time out se il comportamento non si verifica almeno una volta al giorno. ,conferma,J,Mix,"('red', 2, 1)",red,Non riuscireste a farvi un'esperienza adeguata nell'imparare come applicare il time out se il comportamento non si verifica almeno una volta al giorno. ,red,conferma,True,2,True
426,426,209,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"Quando si applica la prima volta il metodo del time out, si dovrebbe scegliere come comportamento bersaglio uno meno importante e uno principale. Iniziate ad applicare il time out al comportamento meno importante ",prescrizione,J,Mix,"('yellow', 4, 4)",yellow,"Quando si applica la prima volta il metodo del time out, si dovrebbe scegliere come comportamento bersaglio uno meno importante e uno principale. Iniziate ad applicare il time out al comportamento meno importante ",yellow,prescrizione,True,2,True
427,427,209,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"(come, ad esempio, spettegolare o fare dispetti)",specificazione,J,Mix,"('yellow', 1, 1)",yellow,"(come, ad esempio, spettegolare o fare dispetti)",yellow,specificazione,True,2,True
428,428,209,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"Si tratta di comportamenti bersaglio facili da gestire, perché i bambini solitamente non sono particolarmente alterati emotivamente o arrabbiati mentre
li mettono in atto. ",causa,J,Mix,"('red', 2, 1)",red,"Si tratta di comportamenti bersaglio facili da gestire, perché i bambini solitamente non sono particolarmente alterati emotivamente o arrabbiati mentre
li mettono in atto. ",red,causa,True,2,True
429,429,209,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"In un secondo tempo, dopo aver fatto un po' di esperienza nell'utilizzo del time out, spostatevi su un comportamento bersaglio di maggiore gravità ",prescrizione,J,Mix,"('yellow', 4, 4)",yellow,"In un secondo tempo, dopo aver fatto un po' di esperienza nell'utilizzo del time out, spostatevi su un comportamento bersaglio di maggiore gravità ",yellow,prescrizione,True,2,True
430,430,209,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,(come l'atto di picchiare o gli scoppi di collera),specificazione,J,Mix,"('yellow', 1, 1)",yellow,(come l'atto di picchiare o gli scoppi di collera),yellow,specificazione,True,2,True
431,431,209,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,Questi comportamenti negativi solitamente costituiscono una sfida maggiore in quanto i bambini sono più arrabbiati o alterati emotivamente quando li manifestano. ,causa,J,Mix,"('red', 2, 1)",red,Questi comportamenti negativi solitamente costituiscono una sfida maggiore in quanto i bambini sono più arrabbiati o alterati emotivamente quando li manifestano. ,red,causa,True,2,True
432,432,209,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"Utilizzate ripetutamente il time out applicandolo, almeno all'inizio, ogni volta che si verifica il comportamento bersaglio.",prescrizione,J,Mix,"('yellow', 4, 4)",yellow,"Utilizzate ripetutamente il time out applicandolo, almeno all'inizio, ogni volta che si verifica il comportamento bersaglio.",yellow,prescrizione,True,2,True
433,433,209,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"Se applicato nel modo corretto, time out dovrebbe portare a una diminuzione del comportamento indesiderabile del 50-90% in una o due settimane.",implicazione,J,Mix,"('red', 9, 7)",red,"Se applicato nel modo corretto, time out dovrebbe portare a una diminuzione del comportamento indesiderabile del 50-90% in una o due settimane.",red,implicazione,True,2,True
434,434,210,Come descriverebbe una violenza sessuale?,descrizione,"oggi penso che avrei semplicemente potuto chiederglielo prima, ma non sono mai riuscita a fare la scelta giusta, non gli ho mai detto di no,",contrapposizione,J,Mix,"('red', 6, 4)",red,"oggi penso che avrei semplicemente potuto chiederglielo prima, ma non sono mai riuscita a fare la scelta giusta, non gli ho mai detto di no,",red,contrapposizione,True,2,True
435,435,210,Come descriverebbe una violenza sessuale?,descrizione,non era una violenza solo una stupida cazzo di relazione. ,commento,J,Mix,"('red', 3, 1)",red,non era una violenza solo una stupida cazzo di relazione. ,red,commento,True,2,True
436,436,210,Come descriverebbe una violenza sessuale?,descrizione,Ma allora perchè sento questo sasso sul cuore? ,giudizio,J,Mix,"('red', 3, 1)",red,Ma allora perchè sento questo sasso sul cuore? ,red,giudizio,True,2,True
437,437,210,Come descriverebbe una violenza sessuale?,descrizione,"Forse perchè vorrei semplicemente smettere di sentirmi così sbagliata, così sporca, così puttana.",possibilita,J,Mix,"('yellow', 2, 2)",yellow,"Forse perchè vorrei semplicemente smettere di sentirmi così sbagliata, così sporca, così puttana.",yellow,possibilita,True,2,True
438,438,210,Come descriverebbe una violenza sessuale?,descrizione,"Vorrei sentirmi per una volta la vittima e pulirmi questa maledetta coscienza che non mi da pace….ma non si può, gli errori si pagano, ed io ne porterò il peso per sempre.",sancire,J,Mix,"('red', 1, 0)",red,"Vorrei sentirmi per una volta la vittima e pulirmi questa maledetta coscienza che non mi da pace….ma non si può, gli errori si pagano, ed io ne porterò il peso per sempre.",red,sancire,True,2,True
439,439,211,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,/,non_risposta,J,Mix,"('red', 3, 1)",red,/,red,non_risposta,True,2,True
440,440,212,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"Ehm…allora, Andrea ha avuto due volte, ha fatto due volte lo stesso intervento, perché il primo non è mai e poi mai andato bene,",descrizione,J,Mix,"('green', 0, 1)",green,"Ehm…allora, Andrea ha avuto due volte, ha fatto due volte lo stesso intervento, perché il primo non è mai e poi mai andato bene,",green,descrizione,True,2,True
441,441,212,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"quindi lui mi è ritornato, ci è ritornato in sala operatoria due volte, sia alla prima che una seconda, quindi è stato abbastanza drammatico. È stato drammatico perché noi 17 anni fa e anche 14 anni fa, perché ha avuto due interventi, non c’era nessuno fuori dalla, di quel maledetto portone giallo che ci venisse ad aggiornare, cioè noi l’abbiamo consegnato e ci hanno un po’, sì, “scopato fuori”, nel senso non ci hanno considerato. Questo sì,",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"quindi lui mi è ritornato, ci è ritornato in sala operatoria due volte, sia alla prima che una seconda, quindi è stato abbastanza drammatico. È stato drammatico perché noi 17 anni fa e anche 14 anni fa, perché ha avuto due interventi, non c’era nessuno fuori dalla, di quel maledetto portone giallo che ci venisse ad aggiornare, cioè noi l’abbiamo consegnato e ci hanno un po’, sì, “scopato fuori”, nel senso non ci hanno considerato. Questo sì,",yellow,valutazione,True,2,True
442,442,212,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"poi nulla da dire del reparto perché si son prestati, (…) però del terzo reparto nel terzo piano non posso dire assolutamente niente;",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"poi nulla da dire del reparto perché si son prestati, (…) però del terzo reparto nel terzo piano non posso dire assolutamente niente;",yellow,valutazione,True,2,True
443,443,212,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"probabilmente perché sapevano anche che, insomma, sapevano la storia di Andrea, quindi insomma, e quindi ci hanno un attimo, non, non hanno avuto più riguardo rispetto agli altri,",specificazione,J,Mix,"('yellow', 1, 1)",yellow,"probabilmente perché sapevano anche che, insomma, sapevano la storia di Andrea, quindi insomma, e quindi ci hanno un attimo, non, non hanno avuto più riguardo rispetto agli altri,",yellow,specificazione,True,2,True
444,444,212,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"poi per quanto riguarda i controlli eccetera lui grazie a Dio non ha mai avuto, detto un filo, delle cose, è sempre stato una linea, e questo, questa io sì la ritengo una fortuna, nel senso che anche adesso che fa attività, per me…",giudizio,J,Mix,"('red', 3, 1)",red,"poi per quanto riguarda i controlli eccetera lui grazie a Dio non ha mai avuto, detto un filo, delle cose, è sempre stato una linea, e questo, questa io sì la ritengo una fortuna, nel senso che anche adesso che fa attività, per me…",red,giudizio,True,2,True
445,445,213,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"Immagino di sì, perché le domande te le fai e ci stai male magari, ma bisogna essere più forti dei dubbi.",contrapposizione,J,Mix,"('red', 6, 4)",red,"Immagino di sì, perché le domande te le fai e ci stai male magari, ma bisogna essere più forti dei dubbi.",red,contrapposizione,True,2,True
446,446,214,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"si descriverebbe come una persona che non ha più voglia di fare niente, che fa immensa fatica ad alzarsi dal letto al mattino, che non prova più piacere nelle cose né interesse per alcuna attività",descrizione,J,Mix,"('green', 0, 1)",green,"si descriverebbe come una persona che non ha più voglia di fare niente, che fa immensa fatica ad alzarsi dal letto al mattino, che non prova più piacere nelle cose né interesse per alcuna attività",green,descrizione,True,2,True
447,447,214,Come descriverebbe una persona con diagnosi di depressione?,descrizione,svolge le sole attività per dovere,specificazione,J,Mix,"('yellow', 1, 1)",yellow,svolge le sole attività per dovere,yellow,specificazione,True,2,True
448,448,214,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"che ha perso il senso della vita, che vede tutto nero, che rimugina in continuazione gli eventi negativi che gli sono capitati, che è sempre stanco e privo di energia mentale, non ha voglia di vedere nessuno e prova sollievo solo quando dorme (""non vedo l'ora che finisca la giornata"")",descrizione,J,Mix,"('green', 0, 1)",green,"che ha perso il senso della vita, che vede tutto nero, che rimugina in continuazione gli eventi negativi che gli sono capitati, che è sempre stanco e privo di energia mentale, non ha voglia di vedere nessuno e prova sollievo solo quando dorme (""non vedo l'ora che finisca la giornata"")",green,descrizione,True,2,True
449,449,215,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"Sicuramente all'inizio sì, prima di stabilizzarmi",previsione,J,Mix,"('red', 5, 4)",red,"Sicuramente all'inizio sì, prima di stabilizzarmi",red,previsione,True,2,True
450,450,216,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"Sarà un po’ più duro di prima ma niente di trascendentale,",contrapposizione,J,Mix,"('red', 6, 4)",red,"Sarà un po’ più duro di prima ma niente di trascendentale,",red,contrapposizione,True,2,True
451,451,216,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,in qualche modo ce la faremo.,specificazione,J,Mix,"('yellow', 1, 1)",yellow,in qualche modo ce la faremo.,yellow,specificazione,True,2,True
452,452,217,Come descriverebbe una violenza sessuale?,descrizione,"La descriverei come sopravvissuta,",descrizione,J,Mix,"('green', 0, 1)",green,"La descriverei come sopravvissuta,",green,descrizione,True,2,True
453,453,217,Come descriverebbe una violenza sessuale?,descrizione,perchè anche se era drogata ha provato a liberarsi del ragazzo e ha avuto il coraggio di denunciarlo.,conferma,J,Mix,"('red', 2, 1)",red,perchè anche se era drogata ha provato a liberarsi del ragazzo e ha avuto il coraggio di denunciarlo.,red,conferma,True,2,True
454,454,218,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"ho iniziato 8 anni fa, dopo la gravidanza di V., subivo maltrattamenti",commento,J,Mix,"('red', 3, 1)",red,"ho iniziato 8 anni fa, dopo la gravidanza di V., subivo maltrattamenti",red,commento,True,2,True
455,455,219,Come descriverebbe una persona che “vive in salute”?,descrizione,"a parte seguire il trattamento tale e quale come me l'hanno dato , rispettare il piano terapeutico e in più cerco in me stessa le cose",sancire,J,Mix,"('red', 1, 0)",red,"a parte seguire il trattamento tale e quale come me l'hanno dato , rispettare il piano terapeutico e in più cerco in me stessa le cose",red,sancire,True,2,True
456,456,219,Come descriverebbe una persona che “vive in salute”?,descrizione,"Le pastiglie hanno bloccato la parte negativa e con la mia forza (con psicologo) la parte più bella di me.Ho fatto una seduta con lo psicologo ma la depressione era così forte che la psichiatra mi ha detto di aspettare l'effetto della terapia.
 Non vorrei mai più sentire quello che ho provato.",specificazione,J,Mix,"('yellow', 1, 1)",yellow,"Le pastiglie hanno bloccato la parte negativa e con la mia forza (con psicologo) la parte più bella di me.Ho fatto una seduta con lo psicologo ma la depressione era così forte che la psichiatra mi ha detto di aspettare l'effetto della terapia.
 Non vorrei mai più sentire quello che ho provato.",yellow,specificazione,True,2,True
457,457,220,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"Vale il medesimo concetto espresso alla domanda n°4. Di solito, al di fuori dei momenti più critici, la cardiopatia non si vede esternamente e quindi non suscita rispetto e considerazione. Semplicemente è sconosciuta ai più.",generalizzazione,J,Mix,"('red', 3, 1)",red,"Vale il medesimo concetto espresso alla domanda n°4. Di solito, al di fuori dei momenti più critici, la cardiopatia non si vede esternamente e quindi non suscita rispetto e considerazione. Semplicemente è sconosciuta ai più.",red,generalizzazione,True,2,True
458,458,221,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,"""sto molto bene"", spero di potergli dire così,",opinione,J,Mix,"('red', 5, 3)",red,"""sto molto bene"", spero di potergli dire così,",red,opinione,True,2,True
459,459,221,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,comunque con una paura folle,commento,J,Mix,"('red', 3, 1)",red,comunque con una paura folle,red,commento,True,2,True
460,460,222,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,"Sempre in meglio, dopo tre mesi dalla dimissione",previsione,J,Mix,"('red', 5, 4)",red,"Sempre in meglio, dopo tre mesi dalla dimissione",red,previsione,True,2,True
461,461,223,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,Complicato e lungo in quanto non sempre le cardiopatie congenite si risolvono definitivamente.,valutazione,J,Mix,"('yellow', 5, 5)",yellow,Complicato e lungo in quanto non sempre le cardiopatie congenite si risolvono definitivamente.,yellow,valutazione,True,2,True
462,462,223,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,Avrei bisogno anche di un supporto psicologico.,sancire,J,Mix,"('red', 1, 0)",red,Avrei bisogno anche di un supporto psicologico.,red,sancire,True,2,True
463,463,224,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"Eh, sempre nello stesso modo, comunicando, parlandone apertamente,",dichiarazione_intenti,J,Mix,"('red', 5, 4)",red,"Eh, sempre nello stesso modo, comunicando, parlandone apertamente,",red,dichiarazione_intenti,True,2,True
464,464,224,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"e soprattutto aiutandole queste persone, perché alla fine intanto sono persone come tante altre, però anche nelle scuole non c’è supporto da questo punto di vista, cioè è tutto lasciato al buon senso delle persone;",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"e soprattutto aiutandole queste persone, perché alla fine intanto sono persone come tante altre, però anche nelle scuole non c’è supporto da questo punto di vista, cioè è tutto lasciato al buon senso delle persone;",yellow,valutazione,True,2,True
465,465,224,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"se tu pensi, non c’è l’obbligo del defibrillatore nelle scuole, e io farò delle lotte per questo, anche nella scuola di mia figlia:",dichiarazione_intenti,J,Mix,"('red', 5, 4)",red,"se tu pensi, non c’è l’obbligo del defibrillatore nelle scuole, e io farò delle lotte per questo, anche nella scuola di mia figlia:",red,dichiarazione_intenti,True,2,True
466,466,224,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"l’ho mandata a scuola dov’è adesso perché c’è un defibrillatore pubblico fuori la scuola, vicino alla farmacia comunale, e questa è un’implicazione per le famiglie non da poco, perché invece che magari mandarla vicina io l’ho mandata in un altro quartiere.",specificazione,J,Mix,"('yellow', 1, 1)",yellow,"l’ho mandata a scuola dov’è adesso perché c’è un defibrillatore pubblico fuori la scuola, vicino alla farmacia comunale, e questa è un’implicazione per le famiglie non da poco, perché invece che magari mandarla vicina io l’ho mandata in un altro quartiere.",yellow,specificazione,True,2,True
467,467,224,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"Quindi si, comunicazione, informazione su tutti i fronti,",sancire,J,Mix,"('red', 1, 0)",red,"Quindi si, comunicazione, informazione su tutti i fronti,",red,sancire,True,2,True
468,468,224,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"il defibrillatore dovrebbe esserci in tutte le scuole, non solo per i bambini o i ragazzi cardiopatici, ma soprattutto magari per chi non lo è, perché magari ha qualcosa di non rilevato e poi è un bambino che fa una corsa e si sente male.",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"il defibrillatore dovrebbe esserci in tutte le scuole, non solo per i bambini o i ragazzi cardiopatici, ma soprattutto magari per chi non lo è, perché magari ha qualcosa di non rilevato e poi è un bambino che fa una corsa e si sente male.",yellow,valutazione,True,2,True
469,469,224,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"Quindi secondo me si potrebbe agire con tanta comunicazione, con tanto coinvolgimento delle famiglie, tutte le famiglie dovrebbero essere coinvolte nell’associazione, e noi genitori potremmo davvero tutti insieme fare qualcosa…la comunicazione, i social; tutti i genitori, senza aver paura di dire “ho un figlio cardiopatico”,",dichiarazione_intenti,J,Mix,"('red', 5, 4)",red,"Quindi secondo me si potrebbe agire con tanta comunicazione, con tanto coinvolgimento delle famiglie, tutte le famiglie dovrebbero essere coinvolte nell’associazione, e noi genitori potremmo davvero tutti insieme fare qualcosa…la comunicazione, i social; tutti i genitori, senza aver paura di dire “ho un figlio cardiopatico”,",red,dichiarazione_intenti,True,2,True
470,470,224,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"perché per molti è così, cioè…invece non è, non c’è nessuna paura, nessuna vergogna, niente di niente, è la realtà dei fatti e possiamo solo combattere per rendere la loro vita migliore.",specificazione,J,Mix,"('yellow', 1, 1)",yellow,"perché per molti è così, cioè…invece non è, non c’è nessuna paura, nessuna vergogna, niente di niente, è la realtà dei fatti e possiamo solo combattere per rendere la loro vita migliore.",yellow,specificazione,True,2,True
471,471,224,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"E poi anche da un punto di vista magari di aiuto sociale, cioè questi bambini non sono trattati tutti allo stesso modo: a livello, non so, di invalidità dell’INPS in certe regioni le stesse identiche patologie sono considerate da aiuto, e in altre regioni no; cioè c’è una disparità che è imbarazzante, e su questo l’associazione “un cuore un mondo” ci ha dato una mano, ci ha messo in contatto con dei medici legali, per darci delle indicazioni; quindi l’associazione fa tanto.",descrizione,J,Mix,"('green', 0, 1)",green,"E poi anche da un punto di vista magari di aiuto sociale, cioè questi bambini non sono trattati tutti allo stesso modo: a livello, non so, di invalidità dell’INPS in certe regioni le stesse identiche patologie sono considerate da aiuto, e in altre regioni no; cioè c’è una disparità che è imbarazzante, e su questo l’associazione “un cuore un mondo” ci ha dato una mano, ci ha messo in contatto con dei medici legali, per darci delle indicazioni; quindi l’associazione fa tanto.",green,descrizione,True,2,True
472,472,224,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,"Sicuramente io sono, guarda, pro comunicazione, comunicazione a manetta, secondo me la comunicazione e l’essere propositivi noi genitori cambia il mondo, sono convinta di questo.",opinione,J,Mix,"('red', 5, 3)",red,"Sicuramente io sono, guarda, pro comunicazione, comunicazione a manetta, secondo me la comunicazione e l’essere propositivi noi genitori cambia il mondo, sono convinta di questo.",red,opinione,True,2,True
473,473,225,Come descriverebbe le interazioni fra Università e città?,descrizione,Supposizioni,sancire,J,Mix,"('red', 1, 0)",red,Supposizioni,red,sancire,True,2,True
474,474,226,Come descriverebbe una persona che “vive in salute”?,descrizione,Una persona che vive in una situazione di benessere personale.,sancire,J,Mix,"('red', 1, 0)",red,Una persona che vive in una situazione di benessere personale.,red,sancire,True,2,True
475,475,227,Come descriverebbe una persona che “vive in salute”?,descrizione,"Una persona che vive in salute dovrebbe dirsi in grado di saper ""rispondere"" a tutte le richieste che la vita stessa gli pone, da quelle lavorative a quelle relazionali e sociali.",possibilita,J,Mix,"('yellow', 2, 2)",yellow,"Una persona che vive in salute dovrebbe dirsi in grado di saper ""rispondere"" a tutte le richieste che la vita stessa gli pone, da quelle lavorative a quelle relazionali e sociali.",yellow,possibilita,True,2,True
476,476,228,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,Chiede una consulenza per migliorare le sue condizioni di vita e le sue relazioni,riferimento_obiettivo,J,Mix,"('green', 5, 6)",green,Chiede una consulenza per migliorare le sue condizioni di vita e le sue relazioni,green,riferimento_obiettivo,True,2,True
477,477,229,Come descriverebbe una violenza sessuale?,descrizione,Oggi sto abbastanza bene. soffro del disturbo ossessivo compulsivo ma ci sto lavorando.,giudizio,J,Mix,"('red', 3, 1)",red,Oggi sto abbastanza bene. soffro del disturbo ossessivo compulsivo ma ci sto lavorando.,red,giudizio,True,2,True
478,478,229,Come descriverebbe una violenza sessuale?,descrizione,Adesso non mi sento più sola e sto dando nuova vita alla bimba che è dentro di me.,sancire,J,Mix,"('red', 1, 0)",red,Adesso non mi sento più sola e sto dando nuova vita alla bimba che è dentro di me.,red,sancire,True,2,True
479,479,229,Come descriverebbe una violenza sessuale?,descrizione,Bisognerebbe parlare di più in generale e specialmente nelle scuole. Spiegare la differenza fra amore ed abuso perché spesso il pedofilo gioca molto su questo aspetto. Io avrei voluto che qualcuno lo avesse spiegato a me. E che mi avessero creduta…>>,generalizzazione,J,Mix,"('red', 3, 1)",red,Bisognerebbe parlare di più in generale e specialmente nelle scuole. Spiegare la differenza fra amore ed abuso perché spesso il pedofilo gioca molto su questo aspetto. Io avrei voluto che qualcuno lo avesse spiegato a me. E che mi avessero creduta…>>,red,generalizzazione,True,2,True
480,480,230,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,La cardiopatia di mia figlia si è sviluppata in seguito alla Sindrome di Turner.,commento,J,Mix,"('red', 3, 1)",red,La cardiopatia di mia figlia si è sviluppata in seguito alla Sindrome di Turner.,red,commento,True,2,True
481,481,230,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,Viviamo sempre con molta apprensione,sancire,J,Mix,"('red', 1, 0)",red,Viviamo sempre con molta apprensione,red,sancire,True,2,True
482,482,230,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,e cerchiamo nei medici e nella medicina delle risposte che ci aiutino a far vivere ad Anna una vita normale.,descrizione,J,Mix,"('green', 0, 1)",green,e cerchiamo nei medici e nella medicina delle risposte che ci aiutino a far vivere ad Anna una vita normale.,green,descrizione,True,2,True
483,483,230,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"Con le ultime visite abbiamo appreso che Anna può vivere una vita normale e non limitarsi nello svelgere l'attività sportiva, che per lei è di particolare importanza.",commento,J,Mix,"('red', 3, 1)",red,"Con le ultime visite abbiamo appreso che Anna può vivere una vita normale e non limitarsi nello svelgere l'attività sportiva, che per lei è di particolare importanza.",red,commento,True,2,True
484,484,231,Come descriverebbe le interazioni fra Università e città?,descrizione,"Serve una implementazione dei servizi agli studenti, controllo dell'amministrazione locale, sensibilizzazione dei cittadini.",sancire,J,Mix,"('red', 1, 0)",red,"Serve una implementazione dei servizi agli studenti, controllo dell'amministrazione locale, sensibilizzazione dei cittadini.",red,sancire,True,2,True
485,485,232,Come descriverebbe il modo in cui una persona che si laurea in psicologia acquisisce competenze?,descrizione,"Secondo me un laureando potrebbe non acquisire affatto competenze (se vogliamo con questo termine intendere, in modo molto ampio, un saper fare, contrapposto ad un semplice sapere nozionistico), perché i corsi di laurea in psicologia non prevedono la frequenza obbligatoria, dando per scontato che le ""competenze"" che dovrebbero formare si possano formare semplicemente con lo studio di qualche libro.",opinione,J,Mix,"('red', 5, 3)",red,"Secondo me un laureando potrebbe non acquisire affatto competenze (se vogliamo con questo termine intendere, in modo molto ampio, un saper fare, contrapposto ad un semplice sapere nozionistico), perché i corsi di laurea in psicologia non prevedono la frequenza obbligatoria, dando per scontato che le ""competenze"" che dovrebbero formare si possano formare semplicemente con lo studio di qualche libro.",red,opinione,True,2,True
486,486,233,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"Alcuni suggerimenti per la gestione delle lezioni…
1. Accorciare i tempi di lavoro. Fare brevi e frequenti pause soprattutto durante i compiti ripetitivi
e noiosi.
2. Rendere le lezioni stimolanti e ricche di novità: ",riferimento_obiettivo,J,Mix,"('green', 5, 6)",green,"Alcuni suggerimenti per la gestione delle lezioni…
1. Accorciare i tempi di lavoro. Fare brevi e frequenti pause soprattutto durante i compiti ripetitivi
e noiosi.
2. Rendere le lezioni stimolanti e ricche di novità: ",green,riferimento_obiettivo,True,2,True
487,487,233,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,i bambini con ADHD hanno peggiori prestazioni quando i compiti sono noiosi e ripetitivi ,sancire,J,Mix,"('red', 1, 0)",red,i bambini con ADHD hanno peggiori prestazioni quando i compiti sono noiosi e ripetitivi ,red,sancire,True,2,True
488,488,233,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,(ad esempio un brano di un libro viene compreso meglio se contiene delle figure). ,conferma,J,Mix,"('red', 2, 1)",red,(ad esempio un brano di un libro viene compreso meglio se contiene delle figure). ,red,conferma,True,2,True
489,489,234,Come descriverebbe una violenza sessuale?,descrizione,"Non trovo giusto reinserire un individuo del genere nella comunità, sarebbe eticamente scorretto e immorale",commento,J,Mix,"('red', 3, 1)",red,"Non trovo giusto reinserire un individuo del genere nella comunità, sarebbe eticamente scorretto e immorale",red,commento,True,2,True
490,490,235,Come descriverebbe l’intervento attuato nei confronti dell’utenza?,descrizione,"Farmacologico, psicologico, pratico. ",giudizio,J,Mix,"('red', 3, 1)",red,"Farmacologico, psicologico, pratico. ",red,giudizio,True,2,True
