,d,t
2141,4,10
2142,9,7
2143,9,10
2144,9,21
2145,13,1
2146,21,11
2147,22,7
2148,10,14
2149,5,21
2150,10,21
2151,22,23
2152,17,7
2153,3,21
2154,5,9
2155,7,23
2156,21,17
2157,17,7
2158,21,22
2159,8,9
2160,4,7
2161,12,11
2162,12,12
2163,19,1
2164,17,1
2165,21,22
2166,19,21
2167,10,21
2168,22,10
2169,10,4
2170,12,10
2171,4,7
2172,21,22
2173,16,12
2174,12,9
2175,13,7
2176,2,12
2177,21,21
2178,17,6
2179,5,10
2180,8,21
2181,3,14
2182,13,16
2183,6,23
2184,22,21
2185,21,21
2186,21,8
2187,22,10
2188,22,21
2189,21,2
2190,21,10
2191,7,10
2192,20,21
2193,11,10
2194,5,4
2195,16,10
2196,5,21
2197,12,2
2198,17,17
2199,10,21
2200,22,22
2201,2,7
2202,17,21
2203,21,4
2204,2,5
2205,6,10
2206,7,16
2207,12,9
2208,3,2
2209,1,9
2210,22,2
2211,7,9
2212,22,7
2213,13,11
2214,20,9
2215,6,12
2216,17,11
2217,9,14
2218,17,20
2219,22,21
2220,13,10
2221,22,7
2222,15,21
2223,7,2
2224,21,9
2225,7,21
2226,23,21
2227,10,21
2228,5,16
2229,22,7
2230,5,16
2231,5,7
2232,13,21
2233,21,21
2234,8,7
2235,4,7
2236,9,20
2237,13,21
2238,5,10
2239,12,7
2240,21,21
2241,7,11
2242,7,11
2243,7,13
2244,2,21
2245,17,4
2246,2,21
2247,22,2
2248,13,10
2249,5,10
2250,22,2
2251,12,21
2252,12,2
2253,5,7
2254,3,8
2255,22,21
2256,7,10
2257,10,13
2258,1,15
2259,21,22
2260,23,21
2261,2,15
2262,7,9
2263,22,10
2264,7,12
2265,22,9
2266,13,6
2267,7,10
2268,3,7
2269,21,14
2270,13,11
2271,6,7
2272,5,21
2273,12,21
2274,21,10
2275,13,14
2276,23,21
2277,22,21
2278,21,16
2279,10,21
2280,16,14
2281,17,23
2282,12,10
2283,18,7
2284,15,21
2285,4,7
2286,21,2
2287,14,15
2288,21,13
2289,21,23
2290,16,10
2291,12,7
2292,10,2
2293,6,12
2294,23,15
2295,7,1
2296,22,17
2297,12,12
2298,21,17
2299,7,21
2300,5,10
2301,9,22
2302,21,18
2303,14,2
2304,15,9
2305,2,10
2306,9,9
2307,16,10
2308,16,5
2309,12,18
2310,5,23
2311,2,7
2312,23,10
2313,4,22
2314,5,10
2315,23,2
2316,12,21
2317,8,21
2318,8,4
2319,22,15
2320,16,14
2321,5,14
2322,13,4
2323,13,21
2324,14,7
2325,21,21
2326,10,21
2327,16,7
2328,19,16
2329,16,7
2330,22,22
2331,16,8
2332,16,7
2333,19,22
2334,22,7
2335,16,4
2336,21,2
2337,10,9
2338,21,10
2339,9,18
2340,21,21
2341,3,7
2342,22,10
2343,2,3
2344,5,7
2345,5,21
2346,5,10
2347,5,9
2348,4,7
2349,5,4
2350,5,21
2351,9,8
2352,9,7
2353,22,21
2354,1,1
2355,12,7
2356,4,21
2357,12,21
2358,12,1
2359,5,6
2360,23,21
2361,5,21
2362,21,21
2363,19,15
2364,21,22
2365,19,15
2366,19,3
2367,19,21
2368,12,10
2369,7,10
2370,9,21
2371,9,11
2372,11,10
2373,3,21
2374,12,2
2375,3,10
2376,12,15
2377,17,21
2378,5,10
2379,5,7
2380,12,6
2381,3,7
2382,5,13
2383,4,7
2384,1,20
2385,22,10
2386,23,16
2387,21,10
2388,3,21
2389,5,3
2390,9,7
2391,7,21
2392,21,10
2393,23,21
2394,21,14
2395,21,21
2396,12,21
2397,22,10
2398,21,7
2399,7,10
2400,17,21
2401,8,7
2402,22,1
2403,22,15
2404,21,7
2405,5,10
2406,12,10
2407,5,10
2408,7,23
2409,3,10
2410,21,20
2411,9,20
2412,7,7
2413,15,21
2414,15,10
2415,22,10
2416,0,2
2417,11,11
2418,10,10
2419,9,2
2420,5,10
2421,3,14
2422,3,9
2423,7,7
2424,3,21
2425,23,21
2426,21,9
2427,22,21
2428,22,22
2429,22,1
2430,19,21
2431,21,13
2432,21,14
2433,21,12
2434,12,21
2435,21,21
2436,5,10
2437,8,18
2438,5,22
2439,21,22
2440,4,7
2441,22,9
2442,12,10
2443,1,9
2444,22,2
2445,22,23
2446,22,22
2447,16,23
2448,10,21
2449,21,17
2450,22,21
2451,22,7
2452,17,21
2453,12,10
2454,5,23
2455,12,7
2456,22,10
2457,5,23
2458,12,21
2459,5,22
2460,10,1
2461,17,7
2462,17,22
2463,5,23
2464,5,23
2465,4,3
2466,22,20
2467,9,7
2468,21,21
2469,12,17
2470,12,10
2471,7,16
2472,5,22
2473,21,14
2474,5,7
2475,16,21
2476,17,9
2477,17,21
2478,17,7
2479,2,3
2480,3,13
2481,5,22
2482,5,22
2483,7,10
2484,3,10
2485,9,21
2486,20,21
2487,22,21
2488,7,22
2489,22,1
2490,7,3
2491,11,8
2492,6,10
2493,11,14
2494,11,7
2495,1,10
2496,11,7
2497,22,14
2498,4,23
2499,21,21
2500,2,14
2501,23,10
2502,10,8
2503,12,7
2504,17,6
2505,1,12
2506,12,11
2507,13,6
2508,5,3
2509,8,7
2510,8,8
2511,12,7
2512,22,21
2513,0,22
2514,4,7
2515,22,15
2516,1,12
2517,1,7
2518,14,20
2519,16,21
2520,22,0
2521,22,2
2522,12,21
2523,1,10
2524,13,15
2525,13,17
2526,7,15
2527,12,7
2528,3,10
2529,3,23
2530,6,10
2531,2,23
2532,22,10
2533,1,10
2534,22,10
2535,6,13
2536,3,7
2537,17,7
2538,2,2
2539,5,21
2540,5,2
2541,5,6
2542,12,7
2543,5,21
2544,12,2
2545,5,9
2546,7,21
2547,5,21
2548,3,13
2549,12,21
2550,10,7
2551,21,1
2552,4,1
2553,13,10
2554,9,12
2555,12,7
2556,9,10
2557,13,11
2558,9,12
2559,4,7
2560,22,20
2561,3,21
2562,12,22
2563,14,12
2564,15,10
2565,13,21
2566,14,10
2567,5,11
2568,10,10
2569,3,21
2570,12,3
2571,6,4
2572,3,1
2573,14,10
2574,7,2
2575,3,1
2576,4,21
2577,4,6
2578,13,7
2579,19,15
2580,19,16
2581,19,21
2582,3,22
2583,23,21
2584,22,23
2585,21,10
2586,12,11
2587,22,9
2588,4,7
2589,15,10
2590,21,13
2591,13,7
2592,22,10
2593,9,7
2594,22,7
2595,2,10
2596,2,21
2597,10,11
2598,9,7
2599,23,23
2600,23,22
2601,15,21
2602,17,15
2603,15,0
2604,0,17
2605,15,21
2606,16,9
2607,22,21
2608,16,10
2609,21,14
2610,22,7
2611,22,7
2612,9,9
2613,7,9
2614,10,10
2615,22,7
2616,22,5
2617,10,4
2618,10,6
2619,3,21
2620,7,23
2621,10,16
2622,9,22
2623,9,10
2624,21,21
2625,7,3
2626,21,2
2627,7,10
2628,7,21
2629,9,6
2630,7,21
2631,7,7
2632,7,10
2633,10,7
2634,13,21
2635,9,7
2636,21,21
2637,4,7
2638,7,1
2639,21,7
2640,10,21
2641,13,10
2642,11,17
2643,14,21
2644,13,2
2645,19,5
2646,19,1
2647,19,3
2648,19,21
2649,10,23
2650,19,21
2651,3,15
2652,3,12
2653,21,21
2654,19,21
2655,19,21
2656,22,22
2657,22,21
2658,3,22
2659,22,21
2660,21,10
2661,3,10
2662,1,4
2663,3,7
2664,22,6
2665,10,22
2666,12,6
2667,3,14
2668,3,6
2669,21,14
2670,4,23
2671,21,7
2672,10,7
2673,12,22
2674,22,18
2675,22,23
2676,2,14
2677,7,21
2678,21,20
2679,22,20
2680,3,22
2681,19,22
2682,5,22
2683,19,22
2684,7,21
2685,10,8
2686,11,14
2687,22,10
2688,21,15
2689,21,20
2690,7,13
2691,8,21
2692,7,21
2693,21,10
2694,7,2
2695,11,7
2696,9,23
2697,21,21
2698,9,2
2699,21,21
2700,11,10
2701,7,21
2702,22,21
2703,7,7
2704,7,1
2705,7,10
2706,13,12
2707,7,7
2708,7,1
2709,21,21
2710,21,7
2711,21,7
2712,17,23
2713,21,7
2714,7,12
2715,12,15
2716,7,10
2717,7,15
2718,5,21
2719,10,10
2720,21,7
2721,13,10
2722,9,7
2723,15,7
2724,16,6
2725,21,21
2726,16,19
2727,19,21
2728,19,1
2729,21,14
2730,17,17
2731,6,10
2732,22,7
2733,9,20
2734,13,10
2735,23,10
2736,17,21
2737,18,21
2738,22,14
2739,10,21
2740,20,7
2741,7,10
2742,7,9
2743,23,7
2744,8,7
2745,9,7
2746,8,7
2747,7,21
2748,7,12
2749,7,8
2750,7,7
2751,5,7
2752,8,21
2753,22,15
2754,8,12
2755,3,14
2756,9,3
2757,9,6
2758,9,12
2759,18,10
2760,7,23
2761,5,6
2762,13,10
2763,21,7
2764,20,15
2765,8,14
2766,17,7
2767,10,2
2768,10,21
2769,10,2
2770,22,14
2771,12,10
2772,15,6
2773,12,2
2774,5,10
2775,7,4
2776,1,21
2777,2,10
2778,2,9
2779,17,15
2780,6,22
2781,4,7
2782,22,7
2783,15,7
2784,13,1
2785,17,7
2786,13,7
2787,10,21
2788,11,7
2789,12,10
2790,16,14
2791,15,7
2792,22,7
2793,7,11
2794,13,22
2795,13,7
2796,20,15
2797,7,7
2798,7,7
2799,10,7
2800,14,21
2801,7,23
2802,11,14
2803,17,7
2804,13,22
2805,10,10
2806,3,7
2807,7,10
2808,5,6
2809,5,21
2810,7,10
2811,22,21
2812,22,17
2813,22,10
2814,7,12
2815,13,15
2816,7,7
2817,7,4
2818,7,7
2819,13,7
2820,5,9
2821,14,4
2822,7,14
2823,7,23
2824,5,7
2825,7,21
2826,5,13
2827,4,2
2828,7,16
2829,22,13
2830,7,7
2831,7,10
2832,7,7
2833,4,10
2834,7,15
2835,22,22
2836,5,7
2837,4,21
2838,22,9
2839,22,23
2840,5,21
2841,5,21
2842,22,21
2843,5,13
2844,17,8
2845,4,10
2846,14,21
2847,21,23
2848,11,9
2849,22,18
2850,10,2
2851,22,21
2852,22,10
2853,10,21
2854,22,9
2855,22,14
2856,11,21
2857,13,12
2858,13,10
2859,21,22
2860,13,7
2861,13,4
2862,7,7
2863,9,7
2864,9,2
2865,9,6
2866,5,2
2867,5,6
2868,5,23
2869,21,16
2870,9,9
2871,22,2
2872,21,21
2873,10,16
2874,6,2
2875,16,7
2876,21,21
2877,9,22
2878,10,18
2879,7,9
2880,21,17
2881,21,6
2882,10,21
2883,10,22
2884,3,23
2885,21,2
2886,21,1
2887,7,15
2888,22,18
2889,5,22
2890,22,21
2891,22,2
2892,2,2
2893,2,9
2894,19,21
2895,22,6
2896,7,17
2897,17,22
2898,21,10
2899,21,14
2900,21,21
2901,13,21
2902,13,10
2903,9,7
2904,22,7
2905,9,7
2906,21,7
2907,7,23
2908,7,23
2909,3,10
2910,10,10
2911,13,0
2912,23,21
2913,22,10
2914,14,15
2915,16,6
2916,8,1
2917,21,21
2918,21,2
2919,7,15
2920,7,22
2921,6,10
2922,21,15
2923,12,10
2924,13,10
2925,12,16
2926,21,2
2927,22,14
2928,21,12
2929,7,7
2930,7,14
2931,7,1
2932,7,21
2933,7,21
2934,7,9
2935,7,23
2936,22,10
2937,9,3
2938,7,9
2939,22,23
2940,7,2
2941,10,10
2942,7,9
2943,7,21
2944,1,22
2945,22,21
2946,3,7
2947,3,15
2948,12,19
2949,22,23
2950,10,10
2951,21,10
2952,21,9
2953,7,7
2954,7,10
2955,13,10
2956,7,21
2957,7,15
2958,22,17
2959,10,22
2960,7,10
2961,10,9
2962,7,2
2963,7,7
2964,5,2
2965,7,7
2966,10,14
2967,7,12
2968,7,23
2969,7,14
2970,5,21
2971,7,15
2972,21,7
2973,12,15
2974,12,2
2975,12,6
2976,7,21
2977,7,16
2978,7,13
2979,7,10
2980,7,4
2981,7,7
2982,7,7
2983,5,7
2984,1,14
2985,17,7
2986,17,9
2987,9,10
2988,7,3
2989,16,6
2990,14,7
2991,6,10
2992,2,7
2993,14,10
2994,2,10
2995,11,13
2996,15,14
2997,16,2
2998,10,2
2999,3,9
3000,5,11
3001,11,0
3002,2,14
3003,21,6
3004,16,10
3005,10,2
3006,21,10
3007,12,7
3008,9,9
3009,22,7
3010,9,18
3011,2,22
3012,10,6
3013,7,21
3014,22,9
3015,12,21
3016,21,7
3017,23,4
3018,16,7
3019,8,13
3020,22,12
3021,7,4
3022,16,23
3023,12,4
3024,17,23
3025,12,2
3026,9,7
3027,22,2
3028,7,6
3029,10,23
3030,21,10
3031,10,7
3032,3,22
3033,5,7
3034,3,16
3035,5,22
3036,3,7
3037,5,8
3038,7,21
3039,4,10
3040,5,9
3041,5,10
3042,21,9
3043,9,21
3044,13,21
3045,13,23
3046,9,11
3047,9,15
3048,7,21
3049,7,9
3050,10,6
3051,9,2
3052,13,10
3053,22,12
3054,17,8
3055,22,21
3056,22,22
3057,5,23
3058,17,22
3059,22,8
3060,22,14
3061,2,21
3062,4,19
3063,22,7
3064,2,10
3065,13,21
3066,5,17
3067,20,14
3068,21,21
3069,12,22
3070,7,7
3071,3,21
3072,22,3
3073,21,15
3074,22,13
3075,22,21
3076,8,10
3077,16,22
3078,22,12
3079,13,21
3080,3,7
3081,16,9
3082,10,21
3083,17,17
3084,17,22
3085,17,21
3086,1,7
3087,21,22
3088,19,12
3089,3,16
3090,22,17
3091,22,3
3092,22,16
3093,22,18
3094,22,21
3095,22,1
3096,19,14
3097,22,3
3098,19,21
3099,19,22
3100,9,14
3101,1,7
3102,22,11
3103,2,7
3104,9,21
3105,2,1
3106,3,10
3107,2,1
3108,4,14
3109,5,23
3110,21,9
3111,21,21
3112,7,13
3113,5,7
3114,22,10
3115,22,15
3116,12,10
3117,17,7
3118,22,9
3119,7,8
3120,7,8
3121,7,17
3122,2,16
3123,5,10
3124,7,6
3125,21,2
3126,7,15
3127,7,16
3128,7,7
3129,7,1
3130,7,7
3131,1,6
3132,7,10
3133,7,7
3134,7,14
3135,11,7
3136,7,16
3137,21,2
3138,2,18
3139,22,13
3140,13,21
3141,6,21
3142,12,10
3143,5,21
3144,13,7
3145,13,10
3146,22,10
3147,21,9
3148,3,21
3149,22,3
3150,20,7
3151,23,23
3152,12,1
3153,12,10
3154,12,21
3155,21,13
3156,22,10
3157,22,6
3158,10,21
3159,12,17
3160,21,12
3161,21,11
3162,16,23
3163,23,22
3164,10,14
3165,22,4
3166,12,9
3167,22,21
3168,14,10
3169,13,21
3170,9,21
3171,9,7
3172,21,7
3173,7,20
3174,7,10
3175,9,7
3176,9,7
3177,7,10
3178,4,8
3179,10,23
3180,21,15
3181,13,12
3182,22,10
3183,10,9
3184,13,8
3185,7,9
3186,17,11
3187,5,10
3188,10,7
3189,10,7
3190,10,22
3191,20,7
3192,7,3
3193,12,7
3194,1,7
3195,10,10
3196,10,7
3197,8,10
3198,10,23
3199,21,13
3200,17,2
3201,7,1
3202,22,4
3203,17,21
3204,7,12
3205,21,9
3206,12,12
3207,10,23
3208,21,7
3209,21,10
3210,21,6
3211,5,20
3212,17,13
3213,17,10
3214,17,23
3215,17,7
3216,17,2
3217,17,21
3218,19,22
3219,22,22
3220,22,22
3221,22,15
3222,21,12
3223,21,10
3224,21,3
3225,21,23
3226,17,2
3227,7,7
3228,20,10
3229,22,7
3230,14,14
3231,16,10
3232,10,21
3233,21,10
3234,3,6
3235,16,8
3236,2,2
3237,22,9
3238,3,1
3239,17,10
3240,21,10
3241,21,21
3242,10,23
3243,3,9
3244,2,10
3245,2,9
3246,3,21
3247,17,9
3248,21,17
3249,10,12
3250,2,21
3251,21,17
3252,9,10
3253,21,7
3254,21,17
3255,13,21
3256,13,23
3257,7,10
3258,21,9
3259,22,21
3260,21,9
3261,12,4
3262,9,2
3263,22,10
3264,21,16
3265,21,2
3266,7,14
3267,8,14
3268,1,10
3269,17,21
3270,10,10
3271,22,21
3272,9,23
3273,22,2
3274,22,23
3275,22,14
3276,8,3
3277,9,21
3278,2,3
3279,7,2
3280,17,6
3281,7,21
3282,22,4
3283,2,23
3284,9,7
3285,7,10
3286,10,4
3287,21,23
3288,13,2
3289,10,21
3290,7,7
3291,22,1
3292,3,17
3293,21,20
3294,9,22
3295,13,3
3296,10,6
3297,10,10
3298,10,7
3299,9,11
3300,7,21
3301,13,7
3302,13,14
3303,13,22
3304,10,14
3305,10,21
3306,9,23
3307,10,14
3308,7,15
3309,9,6
3310,13,8
3311,9,7
3312,13,13
3313,21,14
3314,21,7
3315,21,14
3316,21,23
3317,8,2
3318,22,13
3319,7,10
3320,10,8
3321,7,21
3322,8,14
3323,7,21
3324,21,7
3325,10,2
3326,9,23
3327,5,22
3328,9,2
3329,13,20
3330,7,21
3331,7,23
3332,22,10
3333,22,4
3334,22,9
3335,22,16
3336,22,22
3337,21,17
3338,8,13
3339,13,10
3340,10,2
3341,13,21
3342,10,7
3343,10,8
3344,10,7
3345,9,2
3346,13,9
3347,2,7
3348,2,10
3349,5,2
3350,8,21
3351,2,2
3352,7,21
3353,7,10
3354,5,7
3355,5,6
3356,7,15
3357,7,10
3358,7,21
3359,7,21
3360,19,23
3361,22,21
3362,19,7
3363,22,21
3364,22,1
3365,7,10
3366,2,21
3367,7,2
3368,5,18
3369,5,7
3370,22,22
3371,10,10
3372,21,6
3373,5,2
3374,5,7
3375,14,10
3376,10,15
3377,12,10
3378,5,21
3379,7,21
3380,14,23
3381,21,10
3382,21,14
3383,21,21
3384,22,7
3385,9,4
3386,9,23
3387,22,21
3388,22,10
3389,13,21
3390,10,14
3391,9,7
3392,5,16
3393,10,16
3394,13,10
3395,22,14
3396,7,10
3397,22,2
3398,10,14
3399,21,7
3400,21,21
3401,21,18
3402,10,4
3403,4,12
3404,10,5
3405,10,6
3406,10,21
3407,21,13
3408,21,9
3409,2,13
3410,13,12
3411,21,21
3412,21,21
3413,9,7
3414,10,12
3415,22,2
3416,22,4
3417,14,4
3418,10,2
3419,8,7
3420,22,15
3421,17,10
3422,21,21
3423,21,14
3424,22,22
3425,22,23
3426,10,18
3427,10,15
3428,10,15
3429,10,19
3430,22,15
3431,22,23
3432,21,16
3433,19,16
3434,22,3
3435,19,12
3436,19,22
3437,10,7
3438,21,12
3439,12,10
3440,10,23
3441,10,10
3442,19,15
3443,21,21
3444,3,3
3445,19,21
3446,10,10
3447,10,23
3448,21,21
3449,10,18
3450,21,21
3451,15,0
3452,20,21
3453,21,21
3454,10,14
3455,13,7
3456,5,10
3457,5,7
3458,17,2
3459,17,14
3460,10,15
3461,12,21
3462,10,21
3463,21,10
3464,22,16
3465,22,17
3466,21,14
3467,13,7
3468,21,16
3469,13,9
3470,10,10
3471,12,4
3472,12,10
3473,22,2
3474,10,14
3475,21,9
3476,21,21
3477,3,3
3478,10,12
3479,21,16
3480,8,22
3481,1,16
3482,22,5
3483,21,21
3484,5,7
3485,5,12
3486,1,7
3487,22,10
3488,12,21
3489,9,2
3490,22,2
3491,9,8
3492,7,21
3493,5,2
3494,22,13
3495,12,10
3496,6,21
3497,14,21
3498,10,7
3499,7,7
3500,13,21
3501,12,7
3502,21,7
3503,7,7
3504,9,7
3505,9,7
3506,7,7
3507,7,7
3508,10,7
3509,12,1
3510,12,22
3511,22,7
3512,20,21
3513,22,7
3514,13,10
3515,10,21
3516,10,3
3517,21,7
3518,6,7
3519,21,7
3520,22,10
3521,3,10
3522,22,22
3523,10,14
3524,12,7
3525,10,9
3526,13,21
3527,10,15
3528,21,7
3529,22,22
3530,21,21
3531,13,8
3532,2,14
3533,9,10
3534,2,9
3535,13,4
3536,7,21
3537,21,17
3538,9,7
3539,7,21
3540,17,10
3541,13,1
3542,15,10
3543,13,1
3544,13,6
3545,13,21
3546,9,23
3547,6,14
3548,10,16
3549,13,2
3550,4,21
3551,22,21
3552,3,15
3553,21,1
3554,12,14
3555,22,15
3556,22,22
3557,2,21
3558,13,14
3559,9,21
3560,13,7
3561,13,10
3562,15,13
3563,13,10
3564,13,22
3565,13,21
3566,13,6
3567,13,10
3568,6,3
3569,13,21
3570,7,2
3571,7,21
3572,13,10
3573,13,4
3574,13,23
3575,21,17
3576,15,21
3577,21,10
3578,13,9
3579,10,10
3580,10,7
3581,23,22
3582,21,10
3583,13,3
3584,21,9
3585,13,10
3586,22,22
3587,2,10
3588,1,21
3589,22,10
3590,13,13
3591,10,21
3592,12,10
3593,4,21
3594,9,14
3595,10,11
3596,22,10
3597,2,21
3598,6,14
3599,10,21
3600,17,10
3601,10,22
3602,12,6
3603,10,21
3604,9,10
3605,10,1
3606,17,12
3607,15,21
3608,21,7
3609,3,8
3610,21,7
3611,21,21
3612,13,6
3613,13,7
3614,9,21
3615,15,7
3616,15,21
3617,15,7
3618,6,21
3619,13,8
3620,15,11
3621,13,7
3622,3,1
3623,15,7
3624,22,16
3625,6,22
3626,11,4
3627,1,3
3628,15,7
3629,1,22
3630,15,7
3631,7,1
3632,10,7
3633,10,4
3634,10,7
3635,13,0
3636,21,10
3637,14,23
3638,2,7
3639,10,21
3640,2,17
3641,2,7
3642,10,7
3643,10,21
3644,6,13
3645,10,7
3646,13,16
3647,13,21
3648,13,17
3649,2,10
3650,13,11
3651,7,21
3652,17,22
3653,7,8
3654,19,21
3655,22,21
3656,22,1
3657,22,22
3658,4,22
3659,22,22
3660,19,22
3661,21,14
3662,4,13
3663,21,11
3664,10,12
3665,2,20
3666,3,6
3667,21,3
3668,13,12
3669,9,6
3670,13,11
3671,13,21
3672,22,6
3673,15,11
3674,9,7
3675,10,17
3676,10,20
3677,9,21
3678,13,7
3679,15,20
3680,13,7
3681,8,7
3682,14,14
3683,15,10
3684,1,21
3685,17,22
3686,13,2
3687,13,21
3688,15,7
3689,10,7
3690,2,21
3691,2,7
3692,10,6
3693,21,17
3694,10,23
3695,19,1
3696,2,10
3697,22,10
3698,3,8
3699,22,3
3700,22,10
3701,3,7
3702,10,10
3703,10,6
3704,22,14
3705,11,15
3706,21,7
3707,22,7
3708,10,10
3709,10,7
3710,3,6
3711,9,22
3712,10,21
3713,10,11
3714,2,2
3715,10,2
3716,22,3
3717,3,21
3718,21,21
3719,10,17
3720,10,21
3721,21,12
3722,3,10
3723,21,22
3724,2,21
3725,5,5
3726,2,2
3727,10,7
3728,12,13
3729,22,6
3730,10,21
3731,14,10
3732,22,21
3733,21,21
3734,12,18
3735,22,22
3736,9,8
3737,2,0
3738,12,10
3739,12,2
3740,10,10
3741,9,23
3742,23,21
3743,3,12
3744,7,22
3745,21,9
3746,3,4
3747,3,16
3748,17,17
3749,19,16
3750,10,15
3751,21,10
3752,7,9
3753,23,21
3754,16,12
3755,21,14
3756,22,21
3757,21,17
3758,7,10
3759,21,21
3760,0,7
3761,22,6
3762,22,16
3763,21,22
3764,7,15
3765,13,10
3766,23,17
3767,21,17
3768,21,10
3769,21,10
3770,9,10
3771,21,11
3772,2,20
3773,13,21
3774,13,23
3775,11,2
3776,10,14
3777,10,23
3778,21,12
3779,3,9
3780,10,9
3781,16,13
3782,15,7
3783,21,4
3784,22,10
3785,9,10
3786,9,7
3787,2,10
3788,22,7
3789,8,10
3790,2,23
3791,7,10
3792,7,7
3793,16,10
3794,12,7
3795,22,8
3796,13,10
3797,10,1
3798,21,21
3799,21,14
3800,21,10
3801,13,14
3802,22,17
3803,10,0
3804,12,17
3805,13,13
3806,6,7
3807,8,11
3808,2,9
3809,10,7
3810,22,23
3811,11,8
3812,13,21
3813,21,21
3814,13,18
3815,13,11
3816,21,15
3817,11,14
3818,4,7
3819,10,4
3820,10,10
3821,22,10
3822,21,9
3823,2,11
3824,9,14
3825,7,10
3826,7,7
3827,7,7
3828,20,10
3829,8,9
3830,7,10
3831,5,6
3832,6,6
3833,10,6
3834,14,3
3835,7,12
3836,3,7
3837,7,9
3838,7,1
3839,22,7
3840,7,7
3841,7,7
3842,7,14
3843,17,7
3844,7,7
3845,7,7
3846,7,7
3847,13,7
3848,6,14
3849,21,7
3850,22,7
3851,7,7
3852,8,21
3853,12,7
3854,20,6
3855,11,6
3856,20,7
3857,23,10
3858,10,7
3859,7,22
3860,5,21
3861,22,10
3862,17,2
3863,5,4
3864,5,16
3865,9,7
3866,7,21
3867,7,7
3868,7,7
3869,10,10
3870,7,21
3871,10,12
3872,7,10
3873,7,10
3874,9,10
3875,13,7
3876,21,10
3877,13,14
3878,7,7
3879,13,9
3880,13,14
3881,10,10
3882,9,14
3883,8,7
3884,7,14
3885,13,7
3886,13,10
3887,9,7
3888,7,7
3889,4,4
3890,16,14
3891,10,10
3892,13,2
3893,8,11
3894,22,2
3895,7,21
3896,22,2
3897,22,7
3898,19,2
3899,22,17
3900,21,10
3901,7,7
3902,10,11
3903,21,4
3904,12,12
3905,8,2
3906,17,7
3907,22,21
3908,2,14
3909,7,10
3910,13,3
3911,2,9
3912,22,14
3913,21,10
3914,21,7
3915,21,10
3916,4,21
3917,22,13
3918,11,2
3919,21,10
3920,7,7
3921,13,14
3922,21,6
3923,7,17
3924,10,22
3925,21,10
3926,13,22
3927,10,23
3928,19,1
3929,22,22
3930,22,1
3931,22,1
3932,10,16
3933,22,15
3934,10,21
3935,21,14
3936,13,7
3937,7,22
3938,7,7
3939,2,2
3940,3,7
3941,7,10
3942,9,7
3943,7,22
3944,7,14
3945,13,10
3946,7,23
3947,21,21
3948,7,14
3949,13,9
3950,13,12
3951,7,22
3952,22,2
3953,22,9
3954,13,2
3955,21,7
3956,22,2
3957,7,7
3958,4,21
3959,7,20
3960,3,22
3961,5,10
3962,2,7
3963,7,14
3964,22,14
3965,12,2
3966,11,18
3967,19,21
3968,19,3
3969,5,23
3970,9,13
3971,7,21
3972,22,21
3973,22,19
3974,2,21
3975,13,1
3976,7,21
3977,13,7
3978,5,6
3979,5,10
3980,22,21
3981,5,21
3982,17,23
3983,12,15
3984,3,22
3985,3,4
3986,5,21
3987,6,7
3988,17,14
3989,11,7
3990,17,20
3991,17,17
3992,17,7
3993,22,2
3994,10,10
3995,12,9
3996,17,23
3997,12,6
3998,17,10
3999,22,21
4000,10,6
4001,17,7
4002,5,10
4003,12,9
4004,17,23
4005,3,8
4006,5,13
4007,13,1
4008,21,23
4009,21,2
4010,23,21
4011,17,22
4012,17,14
4013,17,9
4014,3,3
4015,5,2
4016,17,7
4017,17,21
4018,10,10
4019,13,21
4020,17,14
4021,2,17
4022,17,14
4023,5,16
4024,5,10
4025,5,9
4026,5,21
4027,5,13
4028,12,23
4029,3,20
4030,22,2
4031,17,14
4032,17,7
4033,17,8
4034,3,7
4035,3,6
4036,3,23
4037,17,22
4038,17,1
4039,21,2
4040,17,13
4041,0,7
4042,2,1
4043,2,21
4044,17,10
4045,5,11
4046,3,21
4047,14,10
4048,15,11
4049,5,21
4050,15,22
4051,13,7
4052,10,17
4053,20,7
4054,22,14
4055,5,6
4056,12,9
4057,17,21
4058,21,21
4059,3,21
4060,10,10
4061,22,21
4062,22,2
4063,19,20
4064,19,21
4065,19,12
4066,21,7
4067,13,9
4068,21,15
4069,21,3
4070,21,2
4071,19,21
4072,17,12
4073,22,3
4074,22,21
4075,22,7
4076,1,14
4077,14,20
4078,17,21
4079,17,7
4080,10,23
4081,2,21
4082,10,22
4083,3,21
4084,17,2
4085,9,7
4086,5,2
4087,7,21
4088,22,20
4089,7,21
4090,5,10
4091,5,21
4092,13,7
4093,13,10
4094,13,2
4095,2,16
4096,2,12
4097,7,21
4098,23,10
4099,23,10
4100,3,10
4101,22,10
4102,15,21
4103,14,23
4104,11,23
4105,1,7
4106,21,22
4107,21,2
4108,21,7
4109,2,8
4110,22,23
4111,23,5
4112,17,7
4113,15,10
4114,22,2
4115,13,9
4116,22,7
4117,5,1
4118,22,16
4119,11,9
4120,22,18
4121,22,21
4122,2,7
4123,10,2
4124,16,21
4125,2,12
4126,8,2
4127,9,21
4128,5,10
4129,16,21
4130,9,9
4131,10,9
4132,14,10
4133,9,11
4134,7,10
4135,10,8
4136,21,21
4137,21,17
4138,21,10
4139,13,10
