,d,t
2141,13,10
2142,13,7
2143,9,10
2144,21,21
2145,9,1
2146,9,11
2147,21,7
2148,9,14
2149,9,21
2150,9,21
2151,10,23
2152,9,7
2153,9,21
2154,5,9
2155,5,23
2156,21,17
2157,10,7
2158,13,22
2159,10,9
2160,10,7
2161,21,11
2162,7,12
2163,22,1
2164,22,1
2165,21,22
2166,19,21
2167,21,21
2168,16,10
2169,22,4
2170,22,10
2171,22,7
2172,5,22
2173,2,12
2174,12,9
2175,7,7
2176,17,12
2177,3,21
2178,7,6
2179,17,10
2180,3,21
2181,16,14
2182,5,16
2183,9,23
2184,22,21
2185,21,21
2186,9,8
2187,22,10
2188,21,21
2189,21,2
2190,22,10
2191,21,10
2192,7,21
2193,7,10
2194,5,4
2195,21,10
2196,21,21
2197,7,2
2198,3,17
2199,21,21
2200,22,22
2201,16,7
2202,9,21
2203,2,4
2204,5,5
2205,21,10
2206,16,16
2207,9,9
2208,13,2
2209,9,9
2210,9,2
2211,2,9
2212,13,7
2213,13,11
2214,7,9
2215,9,12
2216,9,11
2217,9,14
2218,9,20
2219,9,21
2220,21,10
2221,9,7
2222,3,21
2223,22,2
2224,7,9
2225,21,21
2226,7,21
2227,7,21
2228,22,16
2229,7,7
2230,7,16
2231,7,7
2232,7,21
2233,16,21
2234,7,7
2235,7,7
2236,7,20
2237,22,21
2238,1,10
2239,7,7
2240,16,21
2241,7,11
2242,7,11
2243,22,13
2244,12,21
2245,7,4
2246,21,21
2247,7,2
2248,7,10
2249,8,10
2250,7,2
2251,7,21
2252,17,2
2253,5,7
2254,5,8
2255,22,21
2256,10,10
2257,21,13
2258,22,15
2259,22,22
2260,5,21
2261,22,15
2262,7,9
2263,12,10
2264,5,12
2265,7,9
2266,5,6
2267,5,10
2268,7,7
2269,22,14
2270,7,11
2271,22,7
2272,23,21
2273,22,21
2274,5,10
2275,7,14
2276,13,21
2277,5,21
2278,5,16
2279,9,21
2280,3,14
2281,7,23
2282,5,10
2283,5,7
2284,5,21
2285,2,7
2286,21,2
2287,7,15
2288,8,13
2289,17,23
2290,7,10
2291,13,7
2292,16,2
2293,13,12
2294,13,15
2295,9,1
2296,3,17
2297,22,12
2298,21,17
2299,21,21
2300,21,10
2301,3,22
2302,9,18
2303,21,2
2304,9,9
2305,13,10
2306,9,9
2307,21,10
2308,5,5
2309,5,18
2310,5,23
2311,13,7
2312,13,10
2313,10,22
2314,10,10
2315,10,2
2316,22,21
2317,21,21
2318,21,4
2319,21,15
2320,22,14
2321,16,14
2322,2,4
2323,13,21
2324,13,7
2325,8,21
2326,21,21
2327,22,7
2328,19,16
2329,3,7
2330,22,22
2331,22,8
2332,21,7
2333,22,22
2334,19,7
2335,16,4
2336,13,2
2337,9,9
2338,9,10
2339,9,18
2340,14,21
2341,5,7
2342,17,10
2343,5,3
2344,7,7
2345,17,21
2346,3,10
2347,16,9
2348,9,7
2349,21,4
2350,21,21
2351,9,8
2352,9,7
2353,22,21
2354,7,1
2355,10,7
2356,22,21
2357,7,21
2358,7,1
2359,7,6
2360,7,21
2361,9,21
2362,21,21
2363,3,15
2364,3,22
2365,21,15
2366,22,3
2367,16,21
2368,8,10
2369,9,10
2370,7,21
2371,9,11
2372,16,10
2373,10,21
2374,13,2
2375,9,10
2376,9,15
2377,13,21
2378,13,10
2379,13,7
2380,7,6
2381,9,7
2382,9,13
2383,9,7
2384,22,20
2385,10,10
2386,21,16
2387,16,10
2388,3,21
2389,22,3
2390,9,7
2391,22,21
2392,17,10
2393,16,21
2394,2,14
2395,13,21
2396,13,21
2397,9,10
2398,22,7
2399,21,10
2400,2,21
2401,14,7
2402,9,1
2403,9,15
2404,9,7
2405,10,10
2406,10,10
2407,21,10
2408,10,23
2409,7,10
2410,9,20
2411,13,20
2412,13,7
2413,21,21
2414,13,10
2415,21,10
2416,10,2
2417,21,11
2418,22,10
2419,14,2
2420,7,10
2421,17,14
2422,16,9
2423,16,7
2424,13,21
2425,17,21
2426,21,9
2427,22,21
2428,22,22
2429,3,1
2430,22,21
2431,2,13
2432,21,14
2433,21,12
2434,13,21
2435,2,21
2436,16,10
2437,13,18
2438,5,22
2439,2,22
2440,12,7
2441,9,9
2442,17,10
2443,3,9
2444,7,2
2445,17,23
2446,3,22
2447,9,23
2448,9,21
2449,21,17
2450,19,21
2451,22,7
2452,21,21
2453,22,10
2454,7,23
2455,9,7
2456,22,10
2457,22,23
2458,7,21
2459,22,22
2460,7,1
2461,10,7
2462,9,22
2463,16,23
2464,16,23
2465,5,3
2466,21,20
2467,9,7
2468,21,21
2469,5,17
2470,3,10
2471,21,16
2472,5,22
2473,21,14
2474,9,7
2475,9,21
2476,7,9
2477,9,21
2478,16,7
2479,10,3
2480,13,13
2481,5,22
2482,2,22
2483,13,10
2484,13,10
2485,13,21
2486,7,21
2487,9,21
2488,9,22
2489,9,1
2490,9,3
2491,9,8
2492,21,10
2493,9,14
2494,3,7
2495,22,10
2496,9,7
2497,7,14
2498,9,23
2499,5,21
2500,5,14
2501,17,10
2502,3,8
2503,4,7
2504,1,6
2505,13,12
2506,13,11
2507,8,6
2508,9,3
2509,9,7
2510,9,8
2511,9,7
2512,16,21
2513,9,22
2514,7,7
2515,4,15
2516,10,12
2517,5,7
2518,10,20
2519,7,21
2520,12,0
2521,2,2
2522,5,21
2523,7,10
2524,18,15
2525,13,17
2526,7,15
2527,5,7
2528,22,10
2529,22,23
2530,21,10
2531,5,23
2532,7,10
2533,1,10
2534,22,10
2535,5,13
2536,9,7
2537,7,7
2538,2,2
2539,4,21
2540,5,2
2541,5,6
2542,5,7
2543,5,21
2544,2,2
2545,5,9
2546,7,21
2547,8,21
2548,13,13
2549,7,21
2550,10,7
2551,8,1
2552,7,1
2553,7,10
2554,13,12
2555,7,7
2556,7,10
2557,9,11
2558,11,12
2559,3,7
2560,21,20
2561,7,21
2562,12,22
2563,11,12
2564,7,10
2565,7,21
2566,9,10
2567,13,11
2568,13,10
2569,9,21
2570,21,3
2571,7,4
2572,12,1
2573,6,10
2574,5,2
2575,7,1
2576,7,21
2577,5,6
2578,16,7
2579,3,15
2580,19,16
2581,21,21
2582,22,22
2583,13,21
2584,16,23
2585,23,10
2586,21,11
2587,7,9
2588,17,7
2589,21,10
2590,10,13
2591,9,7
2592,10,10
2593,22,7
2594,4,7
2595,13,10
2596,9,21
2597,9,11
2598,10,7
2599,21,23
2600,16,22
2601,9,21
2602,17,15
2603,5,0
2604,21,17
2605,5,21
2606,9,9
2607,22,21
2608,10,10
2609,17,14
2610,23,7
2611,9,7
2612,9,9
2613,9,9
2614,5,10
2615,5,7
2616,9,5
2617,3,4
2618,9,6
2619,7,21
2620,9,23
2621,9,16
2622,7,22
2623,7,10
2624,11,21
2625,12,3
2626,21,2
2627,11,10
2628,9,21
2629,7,6
2630,9,21
2631,7,7
2632,5,10
2633,6,7
2634,13,21
2635,10,7
2636,21,21
2637,10,7
2638,7,1
2639,9,7
2640,6,21
2641,14,10
2642,11,17
2643,7,21
2644,12,2
2645,19,5
2646,22,1
2647,19,3
2648,19,21
2649,19,23
2650,19,21
2651,10,15
2652,3,12
2653,19,21
2654,3,21
2655,19,21
2656,19,22
2657,19,21
2658,19,22
2659,3,21
2660,7,10
2661,7,10
2662,3,4
2663,7,7
2664,7,6
2665,7,22
2666,7,6
2667,6,14
2668,7,6
2669,7,14
2670,17,23
2671,7,7
2672,5,7
2673,5,22
2674,7,18
2675,7,23
2676,7,14
2677,12,21
2678,19,20
2679,3,20
2680,22,22
2681,19,22
2682,19,22
2683,19,22
2684,7,21
2685,10,8
2686,7,14
2687,7,10
2688,7,15
2689,7,20
2690,7,13
2691,21,21
2692,7,21
2693,8,10
2694,13,2
2695,9,7
2696,21,23
2697,7,21
2698,7,2
2699,17,21
2700,22,10
2701,17,21
2702,7,21
2703,7,7
2704,2,1
2705,15,10
2706,13,12
2707,13,7
2708,13,1
2709,17,21
2710,2,7
2711,21,7
2712,21,23
2713,0,7
2714,16,12
2715,5,15
2716,17,10
2717,2,15
2718,2,21
2719,17,10
2720,9,7
2721,9,10
2722,9,7
2723,7,7
2724,10,6
2725,22,21
2726,19,19
2727,1,21
2728,7,1
2729,1,14
2730,11,17
2731,7,10
2732,6,7
2733,9,20
2734,7,10
2735,5,10
2736,10,21
2737,15,21
2738,9,14
2739,2,21
2740,14,7
2741,7,10
2742,3,9
2743,3,7
2744,4,7
2745,11,7
2746,2,7
2747,9,21
2748,9,12
2749,5,8
2750,7,7
2751,9,7
2752,9,21
2753,13,15
2754,7,12
2755,5,14
2756,10,3
2757,7,6
2758,14,12
2759,7,10
2760,7,23
2761,2,6
2762,22,10
2763,12,7
2764,10,15
2765,9,14
2766,5,7
2767,9,2
2768,10,21
2769,10,2
2770,10,14
2771,7,10
2772,10,6
2773,10,2
2774,10,10
2775,2,4
2776,10,21
2777,9,10
2778,12,9
2779,8,15
2780,10,22
2781,9,7
2782,4,7
2783,13,7
2784,13,1
2785,7,7
2786,22,7
2787,9,21
2788,7,7
2789,7,10
2790,7,14
2791,7,7
2792,7,7
2793,7,11
2794,7,22
2795,7,7
2796,13,15
2797,7,7
2798,22,7
2799,7,7
2800,7,21
2801,7,23
2802,21,14
2803,7,7
2804,22,22
2805,22,10
2806,5,7
2807,5,10
2808,21,6
2809,13,21
2810,13,10
2811,22,21
2812,7,17
2813,5,10
2814,7,12
2815,7,15
2816,22,7
2817,5,4
2818,10,7
2819,5,7
2820,9,9
2821,15,4
2822,1,14
2823,10,23
2824,6,7
2825,5,21
2826,7,13
2827,22,2
2828,16,16
2829,13,13
2830,22,7
2831,7,10
2832,22,7
2833,22,10
2834,22,15
2835,3,22
2836,14,7
2837,7,21
2838,9,9
2839,9,23
2840,17,21
2841,3,21
2842,5,21
2843,14,13
2844,17,8
2845,9,10
2846,10,21
2847,7,23
2848,15,9
2849,6,18
2850,6,2
2851,5,21
2852,5,10
2853,5,21
2854,5,9
2855,22,14
2856,22,21
2857,7,12
2858,6,10
2859,22,22
2860,3,7
2861,5,4
2862,5,7
2863,5,7
2864,5,2
2865,5,6
2866,22,2
2867,5,6
2868,5,23
2869,2,16
2870,5,9
2871,22,2
2872,7,21
2873,22,16
2874,7,2
2875,9,7
2876,5,21
2877,5,22
2878,21,18
2879,21,9
2880,21,17
2881,7,6
2882,7,21
2883,13,22
2884,9,23
2885,7,2
2886,17,1
2887,5,15
2888,7,18
2889,7,22
2890,12,21
2891,22,2
2892,5,2
2893,22,9
2894,19,21
2895,19,6
2896,7,17
2897,8,22
2898,12,10
2899,22,14
2900,7,21
2901,9,21
2902,21,10
2903,7,7
2904,1,7
2905,22,7
2906,20,7
2907,9,23
2908,22,23
2909,9,10
2910,9,10
2911,9,0
2912,12,21
2913,12,10
2914,12,15
2915,2,6
2916,21,1
2917,21,21
2918,9,2
2919,13,15
2920,8,22
2921,23,10
2922,7,15
2923,5,10
2924,7,10
2925,12,16
2926,22,2
2927,6,14
2928,1,12
2929,7,7
2930,7,14
2931,7,1
2932,7,21
2933,7,21
2934,7,9
2935,7,23
2936,3,10
2937,20,3
2938,7,9
2939,7,23
2940,12,2
2941,9,10
2942,12,9
2943,7,21
2944,7,22
2945,22,21
2946,3,7
2947,19,15
2948,19,19
2949,3,23
2950,16,10
2951,7,10
2952,14,9
2953,7,7
2954,22,10
2955,7,10
2956,13,21
2957,3,15
2958,10,17
2959,21,22
2960,10,10
2961,9,9
2962,12,2
2963,10,7
2964,7,2
2965,7,7
2966,7,14
2967,7,12
2968,8,23
2969,15,14
2970,16,21
2971,22,15
2972,22,7
2973,15,15
2974,22,2
2975,15,6
2976,15,21
2977,19,16
2978,1,13
2979,21,10
2980,4,4
2981,5,7
2982,13,7
2983,7,7
2984,5,14
2985,4,7
2986,4,9
2987,7,10
2988,22,3
2989,5,6
2990,5,7
2991,4,10
2992,12,7
2993,8,10
2994,12,10
2995,15,13
2996,16,14
2997,7,2
2998,9,2
2999,10,9
3000,10,11
3001,21,0
3002,7,14
3003,23,6
3004,21,10
3005,21,2
3006,10,10
3007,17,7
3008,17,9
3009,17,7
3010,10,18
3011,23,22
3012,10,6
3013,8,21
3014,13,9
3015,15,21
3016,7,7
3017,7,4
3018,7,7
3019,11,13
3020,9,12
3021,7,4
3022,9,23
3023,10,4
3024,9,23
3025,8,2
3026,16,7
3027,9,2
3028,6,6
3029,17,23
3030,2,10
3031,19,7
3032,5,22
3033,3,7
3034,22,16
3035,22,22
3036,22,7
3037,22,8
3038,21,21
3039,1,10
3040,10,9
3041,1,10
3042,10,9
3043,9,21
3044,8,21
3045,20,23
3046,9,11
3047,22,15
3048,9,21
3049,12,9
3050,21,6
3051,7,2
3052,5,10
3053,7,12
3054,10,8
3055,3,21
3056,19,22
3057,22,23
3058,12,22
3059,5,8
3060,17,14
3061,5,21
3062,8,19
3063,2,7
3064,12,10
3065,12,21
3066,17,17
3067,5,14
3068,7,21
3069,5,22
3070,14,7
3071,19,21
3072,5,3
3073,15,15
3074,2,13
3075,9,21
3076,13,10
3077,13,22
3078,10,12
3079,7,21
3080,7,7
3081,5,9
3082,5,21
3083,14,17
3084,7,22
3085,10,21
3086,3,7
3087,1,22
3088,3,12
3089,19,16
3090,19,17
3091,19,3
3092,19,16
3093,21,18
3094,5,21
3095,17,1
3096,19,14
3097,22,3
3098,3,21
3099,19,22
3100,7,14
3101,5,7
3102,5,11
3103,22,7
3104,3,21
3105,17,1
3106,17,10
3107,15,1
3108,3,14
3109,21,23
3110,7,9
3111,11,21
3112,9,13
3113,3,7
3114,12,10
3115,2,15
3116,22,10
3117,3,7
3118,22,9
3119,21,8
3120,12,8
3121,21,17
3122,7,16
3123,3,10
3124,3,6
3125,21,2
3126,7,15
3127,7,16
3128,7,7
3129,7,1
3130,10,7
3131,12,6
3132,1,10
3133,7,7
3134,7,14
3135,7,7
3136,12,16
3137,2,2
3138,7,18
3139,7,13
3140,13,21
3141,7,21
3142,7,10
3143,7,21
3144,7,7
3145,1,10
3146,12,10
3147,20,9
3148,3,21
3149,3,3
3150,15,7
3151,3,23
3152,22,1
3153,7,10
3154,9,21
3155,12,13
3156,9,10
3157,10,6
3158,21,21
3159,13,17
3160,7,12
3161,5,11
3162,7,23
3163,7,22
3164,10,14
3165,4,4
3166,6,9
3167,17,21
3168,7,10
3169,12,21
3170,13,21
3171,9,7
3172,10,7
3173,9,20
3174,9,10
3175,9,7
3176,2,7
3177,7,10
3178,10,8
3179,10,23
3180,10,15
3181,3,12
3182,9,10
3183,3,9
3184,7,8
3185,21,9
3186,10,11
3187,9,10
3188,7,7
3189,7,7
3190,7,22
3191,7,7
3192,7,3
3193,7,7
3194,7,7
3195,16,10
3196,14,7
3197,10,10
3198,3,23
3199,2,13
3200,15,2
3201,15,1
3202,7,4
3203,20,21
3204,12,12
3205,17,9
3206,5,12
3207,7,23
3208,7,7
3209,5,10
3210,5,6
3211,7,20
3212,9,13
3213,22,10
3214,5,23
3215,5,7
3216,19,2
3217,19,21
3218,3,22
3219,19,22
3220,22,22
3221,19,15
3222,19,12
3223,5,10
3224,3,3
3225,13,23
3226,7,2
3227,21,7
3228,5,10
3229,5,7
3230,7,14
3231,7,10
3232,9,21
3233,5,10
3234,7,6
3235,5,8
3236,5,2
3237,9,9
3238,22,1
3239,17,10
3240,5,10
3241,21,21
3242,10,23
3243,9,9
3244,5,10
3245,9,9
3246,5,21
3247,5,9
3248,23,17
3249,5,12
3250,7,21
3251,2,17
3252,12,10
3253,11,7
3254,12,17
3255,22,21
3256,17,23
3257,7,10
3258,9,9
3259,22,21
3260,17,9
3261,5,4
3262,9,2
3263,12,10
3264,22,16
3265,10,2
3266,9,14
3267,5,14
3268,12,10
3269,9,21
3270,9,10
3271,9,21
3272,3,23
3273,5,2
3274,5,23
3275,3,14
3276,9,3
3277,5,21
3278,5,3
3279,5,2
3280,7,6
3281,5,21
3282,5,4
3283,12,23
3284,12,7
3285,5,10
3286,9,4
3287,3,23
3288,9,2
3289,10,21
3290,3,7
3291,3,1
3292,3,17
3293,10,20
3294,3,22
3295,3,3
3296,23,6
3297,7,10
3298,9,7
3299,4,11
3300,5,21
3301,9,7
3302,6,14
3303,9,22
3304,1,14
3305,13,21
3306,17,23
3307,9,14
3308,9,15
3309,9,6
3310,10,8
3311,9,7
3312,11,13
3313,12,14
3314,17,7
3315,15,14
3316,17,23
3317,12,2
3318,1,13
3319,9,10
3320,4,8
3321,22,21
3322,6,14
3323,22,21
3324,10,7
3325,10,2
3326,22,23
3327,9,22
3328,9,2
3329,12,20
3330,21,21
3331,9,23
3332,9,10
3333,5,4
3334,5,9
3335,22,16
3336,12,22
3337,22,17
3338,15,13
3339,1,10
3340,12,2
3341,7,21
3342,22,7
3343,5,8
3344,10,7
3345,7,2
3346,15,9
3347,5,7
3348,5,10
3349,22,2
3350,22,21
3351,10,2
3352,9,21
3353,21,10
3354,1,7
3355,2,6
3356,22,15
3357,21,10
3358,12,21
3359,3,21
3360,1,23
3361,16,21
3362,19,7
3363,19,21
3364,17,1
3365,1,10
3366,10,21
3367,2,2
3368,3,18
3369,17,7
3370,9,22
3371,9,10
3372,2,6
3373,16,2
3374,9,7
3375,13,10
3376,13,15
3377,8,10
3378,7,21
3379,7,21
3380,22,23
3381,21,10
3382,21,14
3383,16,21
3384,10,7
3385,10,4
3386,10,23
3387,9,21
3388,22,10
3389,10,21
3390,14,14
3391,21,7
3392,21,16
3393,22,16
3394,23,10
3395,11,14
3396,11,10
3397,17,2
3398,22,14
3399,19,7
3400,21,21
3401,18,18
3402,16,4
3403,16,12
3404,12,5
3405,16,6
3406,13,21
3407,22,13
3408,9,9
3409,16,13
3410,16,12
3411,22,21
3412,21,21
3413,3,7
3414,9,12
3415,16,2
3416,12,4
3417,16,4
3418,2,2
3419,1,7
3420,9,15
3421,21,10
3422,9,21
3423,19,14
3424,19,22
3425,22,23
3426,16,18
3427,19,15
3428,19,15
3429,2,19
3430,22,15
3431,16,23
3432,17,16
3433,19,16
3434,3,3
3435,19,12
3436,19,22
3437,15,7
3438,10,12
3439,23,10
3440,3,23
3441,9,10
3442,21,15
3443,19,21
3444,3,3
3445,19,21
3446,12,10
3447,23,23
3448,17,21
3449,11,18
3450,6,21
3451,4,0
3452,13,21
3453,9,21
3454,8,14
3455,13,7
3456,5,10
3457,9,7
3458,13,2
3459,2,14
3460,7,15
3461,9,21
3462,17,21
3463,7,10
3464,5,16
3465,7,17
3466,7,14
3467,7,7
3468,7,16
3469,7,9
3470,7,10
3471,12,4
3472,7,10
3473,7,2
3474,7,14
3475,7,9
3476,7,21
3477,7,3
3478,12,12
3479,7,16
3480,7,22
3481,7,16
3482,7,5
3483,5,21
3484,2,7
3485,5,12
3486,16,7
3487,5,10
3488,16,21
3489,23,2
3490,12,2
3491,10,8
3492,10,21
3493,9,2
3494,9,13
3495,21,10
3496,21,21
3497,21,21
3498,16,7
3499,9,7
3500,22,21
3501,15,7
3502,3,7
3503,9,7
3504,22,7
3505,16,7
3506,15,7
3507,13,7
3508,3,7
3509,5,1
3510,4,22
3511,13,7
3512,13,21
3513,9,7
3514,10,10
3515,10,21
3516,2,3
3517,13,7
3518,13,7
3519,15,7
3520,16,10
3521,21,10
3522,17,22
3523,3,14
3524,3,7
3525,16,9
3526,13,21
3527,3,15
3528,23,7
3529,21,22
3530,2,21
3531,13,8
3532,9,14
3533,9,10
3534,2,9
3535,4,4
3536,21,21
3537,10,17
3538,13,7
3539,21,21
3540,10,10
3541,7,1
3542,22,10
3543,12,1
3544,10,6
3545,1,21
3546,9,23
3547,3,14
3548,12,16
3549,12,2
3550,12,21
3551,12,21
3552,22,15
3553,1,1
3554,22,14
3555,17,15
3556,3,22
3557,9,21
3558,5,14
3559,2,21
3560,1,7
3561,7,10
3562,22,13
3563,12,10
3564,7,22
3565,7,21
3566,8,6
3567,8,10
3568,7,3
3569,9,21
3570,10,2
3571,9,21
3572,21,10
3573,12,4
3574,7,23
3575,7,17
3576,12,21
3577,7,10
3578,7,9
3579,17,10
3580,22,7
3581,5,22
3582,22,10
3583,5,3
3584,22,9
3585,17,10
3586,13,22
3587,21,10
3588,22,21
3589,22,10
3590,5,13
3591,17,21
3592,22,10
3593,9,21
3594,14,14
3595,16,11
3596,12,10
3597,16,21
3598,3,14
3599,3,21
3600,5,10
3601,2,22
3602,5,6
3603,17,21
3604,22,10
3605,22,1
3606,17,12
3607,5,21
3608,16,7
3609,10,8
3610,17,7
3611,5,21
3612,5,6
3613,7,7
3614,7,21
3615,13,7
3616,13,21
3617,9,7
3618,7,21
3619,10,8
3620,7,11
3621,21,7
3622,9,1
3623,1,7
3624,22,16
3625,17,22
3626,2,4
3627,12,3
3628,16,7
3629,4,22
3630,16,7
3631,7,1
3632,5,7
3633,7,4
3634,13,7
3635,6,0
3636,17,10
3637,9,23
3638,13,7
3639,7,21
3640,3,17
3641,5,7
3642,7,7
3643,9,21
3644,13,13
3645,21,7
3646,9,16
3647,7,21
3648,7,17
3649,14,10
3650,5,11
3651,21,21
3652,17,22
3653,9,8
3654,3,21
3655,19,21
3656,22,1
3657,19,22
3658,5,22
3659,19,22
3660,19,22
3661,2,14
3662,21,13
3663,5,11
3664,22,12
3665,7,20
3666,5,6
3667,5,3
3668,9,12
3669,3,6
3670,9,11
3671,7,21
3672,9,6
3673,10,11
3674,20,7
3675,7,17
3676,3,20
3677,7,21
3678,7,7
3679,9,20
3680,7,7
3681,6,7
3682,16,14
3683,20,10
3684,22,21
3685,16,22
3686,16,2
3687,6,21
3688,3,7
3689,5,7
3690,7,21
3691,20,7
3692,7,6
3693,9,17
3694,1,23
3695,3,1
3696,10,10
3697,10,10
3698,22,8
3699,21,3
3700,14,10
3701,21,7
3702,17,10
3703,10,6
3704,13,14
3705,7,15
3706,21,7
3707,9,7
3708,9,10
3709,9,7
3710,3,6
3711,9,22
3712,9,21
3713,2,11
3714,13,2
3715,21,2
3716,21,3
3717,12,21
3718,3,21
3719,16,17
3720,14,21
3721,9,12
3722,10,10
3723,3,22
3724,13,21
3725,2,5
3726,2,2
3727,2,7
3728,10,13
3729,16,6
3730,14,21
3731,10,10
3732,21,21
3733,9,21
3734,13,18
3735,14,22
3736,3,8
3737,2,0
3738,21,10
3739,10,2
3740,21,10
3741,14,23
3742,21,21
3743,9,12
3744,7,22
3745,16,9
3746,9,4
3747,19,16
3748,19,17
3749,19,16
3750,21,15
3751,22,10
3752,3,9
3753,2,21
3754,13,12
3755,2,14
3756,21,21
3757,21,17
3758,5,10
3759,17,21
3760,1,7
3761,17,6
3762,2,16
3763,3,22
3764,13,15
3765,10,10
3766,23,17
3767,22,17
3768,5,10
3769,22,10
3770,13,10
3771,9,11
3772,3,20
3773,21,21
3774,10,23
3775,15,2
3776,9,14
3777,22,23
3778,22,12
3779,9,9
3780,10,9
3781,9,13
3782,22,7
3783,9,4
3784,13,10
3785,5,10
3786,21,7
3787,3,10
3788,22,7
3789,6,10
3790,3,23
3791,5,10
3792,2,7
3793,3,10
3794,8,7
3795,3,8
3796,10,10
3797,22,1
3798,21,21
3799,16,14
3800,2,10
3801,3,14
3802,5,17
3803,12,0
3804,5,17
3805,21,13
3806,9,7
3807,7,11
3808,16,9
3809,12,7
3810,9,23
3811,3,8
3812,13,21
3813,14,21
3814,7,18
3815,9,11
3816,23,15
3817,11,14
3818,9,7
3819,5,4
3820,9,10
3821,22,10
3822,5,9
3823,2,11
3824,7,14
3825,2,10
3826,10,7
3827,10,7
3828,21,10
3829,3,9
3830,9,10
3831,3,6
3832,22,6
3833,7,6
3834,11,3
3835,5,12
3836,9,7
3837,7,9
3838,22,1
3839,7,7
3840,12,7
3841,13,7
3842,9,14
3843,9,7
3844,12,7
3845,11,7
3846,12,7
3847,5,7
3848,7,14
3849,9,7
3850,9,7
3851,15,7
3852,5,21
3853,11,7
3854,3,6
3855,7,6
3856,13,7
3857,3,10
3858,13,7
3859,22,22
3860,5,21
3861,16,10
3862,22,2
3863,5,4
3864,9,16
3865,5,7
3866,20,21
3867,21,7
3868,5,7
3869,12,10
3870,3,21
3871,5,12
3872,2,10
3873,4,10
3874,13,10
3875,14,7
3876,17,10
3877,17,14
3878,12,7
3879,10,9
3880,17,14
3881,2,10
3882,9,14
3883,10,7
3884,12,14
3885,9,7
3886,9,10
3887,22,7
3888,17,7
3889,16,4
3890,13,14
3891,21,10
3892,7,2
3893,7,11
3894,21,2
3895,7,21
3896,22,2
3897,22,7
3898,19,2
3899,7,17
3900,21,10
3901,20,7
3902,13,11
3903,21,4
3904,16,12
3905,21,2
3906,17,7
3907,9,21
3908,2,14
3909,9,10
3910,2,3
3911,16,9
3912,9,14
3913,12,10
3914,12,7
3915,10,10
3916,13,21
3917,12,13
3918,12,2
3919,22,10
3920,10,7
3921,10,14
3922,16,6
3923,23,17
3924,12,22
3925,2,10
3926,22,22
3927,10,23
3928,19,1
3929,22,22
3930,1,1
3931,19,1
3932,7,16
3933,16,15
3934,9,21
3935,13,14
3936,12,7
3937,3,22
3938,12,7
3939,2,2
3940,9,7
3941,2,10
3942,9,7
3943,12,22
3944,22,14
3945,2,10
3946,2,23
3947,17,21
3948,21,14
3949,10,9
3950,21,12
3951,7,22
3952,22,2
3953,22,9
3954,10,2
3955,9,7
3956,10,2
3957,22,7
3958,21,21
3959,2,20
3960,10,22
3961,3,10
3962,22,7
3963,11,14
3964,22,14
3965,12,2
3966,8,18
3967,19,21
3968,1,3
3969,19,23
3970,10,13
3971,22,21
3972,15,21
3973,19,19
3974,9,21
3975,3,1
3976,21,21
3977,9,7
3978,9,6
3979,13,10
3980,5,21
3981,5,21
3982,21,23
3983,5,15
3984,5,22
3985,22,4
3986,5,21
3987,7,7
3988,7,14
3989,13,7
3990,7,20
3991,8,17
3992,11,7
3993,16,2
3994,9,10
3995,9,9
3996,9,23
3997,16,6
3998,17,10
3999,5,21
4000,7,6
4001,3,7
4002,7,10
4003,9,9
4004,5,23
4005,5,8
4006,17,13
4007,5,1
4008,5,23
4009,5,2
4010,5,21
4011,12,22
4012,6,14
4013,5,9
4014,5,3
4015,9,2
4016,7,7
4017,5,21
4018,22,10
4019,5,21
4020,13,14
4021,2,17
4022,21,14
4023,5,16
4024,1,10
4025,1,9
4026,1,21
4027,22,13
4028,3,23
4029,12,20
4030,21,2
4031,7,14
4032,5,7
4033,13,8
4034,7,7
4035,12,6
4036,9,23
4037,23,22
4038,12,1
4039,21,2
4040,5,13
4041,5,7
4042,5,1
4043,5,21
4044,17,10
4045,5,11
4046,22,21
4047,17,10
4048,22,11
4049,7,21
4050,7,22
4051,7,7
4052,10,17
4053,5,7
4054,5,14
4055,5,6
4056,9,9
4057,5,21
4058,13,21
4059,5,21
4060,22,10
4061,15,21
4062,13,2
4063,5,20
4064,16,21
4065,16,12
4066,2,7
4067,7,9
4068,16,15
4069,5,3
4070,3,2
4071,5,21
4072,22,12
4073,17,3
4074,5,21
4075,5,7
4076,22,14
4077,16,20
4078,12,21
4079,12,7
4080,7,23
4081,9,21
4082,9,22
4083,9,21
4084,12,2
4085,3,7
4086,3,2
4087,22,21
4088,9,20
4089,8,21
4090,22,10
4091,5,21
4092,13,7
4093,9,10
4094,6,2
4095,17,16
4096,22,12
4097,23,21
4098,13,10
4099,5,10
4100,5,10
4101,9,10
4102,5,21
4103,7,23
4104,7,23
4105,5,7
4106,22,22
4107,21,2
4108,22,7
4109,6,8
4110,22,23
4111,11,5
4112,5,7
4113,3,10
4114,7,2
4115,9,9
4116,7,7
4117,22,1
4118,21,16
4119,5,9
4120,22,18
4121,5,21
4122,2,7
4123,3,2
4124,5,21
4125,3,12
4126,5,2
4127,4,21
4128,21,10
4129,21,21
4130,22,9
4131,5,9
4132,9,10
4133,22,11
4134,12,10
4135,9,8
4136,22,21
4137,21,17
4138,2,10
4139,7,10
