,index,Unnamed: 0,Question,QRep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
1073,1073,1073,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,ogni istituto anche nel proprio piccolo cerca di dare tutto_ci• che hanno bisogno sia a chi opera e chi Š detenuto.,giudizio,J,Mix,"('red', 3, 1)",red,ogni istituto anche nel proprio piccolo cerca di dare tutto_ci• che hanno bisogno sia a chi opera e chi Š detenuto.,red,giudizio,True,2,True
1074,1074,1074,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,personale operante di polizia_penitenziaria,sancire,J,Mix,"('red', 1, 0)",red,personale operante di polizia_penitenziaria,red,sancire,True,2,True
1075,1075,1075,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,istruzione,sancire,J,Mix,"('red', 1, 0)",red,istruzione,red,sancire,True,2,True
1076,1076,1076,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,educatori con facolt… di rinserimento nel mondo sociale,sancire,J,Mix,"('red', 1, 0)",red,educatori con facolt… di rinserimento nel mondo sociale,red,sancire,True,2,True
1077,1077,1077,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,assistenti_volontari,sancire,J,Mix,"('red', 1, 0)",red,assistenti_volontari,red,sancire,True,2,True
1078,1078,1078,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,numero adeguato del personale,giudizio,J,Mix,"('red', 3, 1)",red,numero adeguato del personale,red,giudizio,True,2,True
1079,1079,1079,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,qualificazi_professi,sancire,J,Mix,"('red', 1, 0)",red,qualificazi_professi,red,sancire,True,2,True
1080,1080,1080,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,Descrizione,coordinamento,sancire,J,Mix,"('red', 1, 0)",red,coordinamento,red,sancire,True,2,True
1081,1081,1081,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,maggior_numero di_corsi di_istruzione e professionali,giudizio,J,Mix,"('red', 3, 1)",red,maggior_numero di_corsi di_istruzione e professionali,red,giudizio,True,2,True
1082,1082,1082,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,le caratteristiche specifiche di ciascun detenuto,sancire,J,Mix,"('red', 1, 0)",red,le caratteristiche specifiche di ciascun detenuto,red,sancire,True,2,True
1083,1083,1083,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,rapporti con strutture esterne utili alla_fine_dell' espiazione della_pena,valutazione,J,Mix,"('yellow', 5, 5)",yellow,rapporti con strutture esterne utili alla_fine_dell' espiazione della_pena,yellow,valutazione,True,2,True
1084,1084,1084,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,i contatti_esterni,sancire,J,Mix,"('red', 1, 0)",red,i contatti_esterni,red,sancire,True,2,True
1085,1085,1085,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"disponibilità da_parte_dell' educatore 
disponibilità da_parte_della direzione 
disponibilità da_parte_dell' assistente_sociale sert_più servizi_sanitari",sancire,J,Mix,"('red', 1, 0)",red,"disponibilità da_parte_dell' educatore 
disponibilità da_parte_della direzione 
disponibilità da_parte_dell' assistente_sociale sert_più servizi_sanitari",red,sancire,True,2,True
1086,1086,1086,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,1) osservazione individuale del_detenuto 2) differenziazione assoluta tra_italia_e_stranie,sancire,J,Mix,"('red', 1, 0)",red,1) osservazione individuale del_detenuto 2) differenziazione assoluta tra_italia_e_stranie,red,sancire,True,2,True
1087,1087,1087,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"rap_con_gli_op_inter
rap_con_la_direzione 
rap_con_il_mo_del_vo autorizzato 
mondo scolastico e culturale",sancire,J,Mix,"('red', 1, 0)",red,"rap_con_gli_op_inter
rap_con_la_direzione 
rap_con_il_mo_del_vo autorizzato 
mondo scolastico e culturale",red,sancire,True,2,True
1088,1088,1088,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,frequentare più il mondo_del_lavoro imparare con assistenti il comportamento nel_mondo,giudizio,J,Mix,"('red', 3, 1)",red,frequentare più il mondo_del_lavoro imparare con assistenti il comportamento nel_mondo,red,giudizio,True,2,True
1089,1089,1089,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"per_ottenere qualcosa 
per_ottenere fortuna",non_risposta,J,Mix,"('red', 3, 1)",red,"per_ottenere qualcosa 
per_ottenere fortuna",red,non_risposta,True,2,True
1090,1090,1090,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,dare esempio,generalizzazione,J,Mix,"('red', 3, 1)",red,dare esempio,red,generalizzazione,True,2,True
1091,1091,1091,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,sofferenza,sancire,J,Mix,"('red', 1, 0)",red,sofferenza,red,sancire,True,2,True
1092,1092,1092,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"possibilità effettive a svolgere_attività lavorative permessi per passare periodi di 4/5 giorni a_casa con la propria famiglia biblioteca corsi per computer
",giudizio,J,Mix,"('red', 3, 1)",red,"possibilità effettive a svolgere_attività lavorative permessi per passare periodi di 4/5 giorni a_casa con la propria famiglia biblioteca corsi per computer
",red,giudizio,True,2,True
1093,1093,1093,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"non_sono_buoni 
poche_possibilità",giudizio,J,Mix,"('red', 3, 1)",red,"non_sono_buoni 
poche_possibilità",red,giudizio,True,2,True
1094,1094,1094,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"non_sono_buone 
poche_possibilità",giudizio,J,Mix,"('red', 3, 1)",red,"non_sono_buone 
poche_possibilità",red,giudizio,True,2,True
1095,1095,1095,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"disponibilità, fortuna,",sancire,J,Mix,"('red', 1, 0)",red,"disponibilità, fortuna,",red,sancire,True,2,True
1096,1096,1096,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,che l' uomo deve scontare la sua pena nei migliori dei modi e non …per prima cosa il lavoro_corsi per informazione e altro_che qui_non c' è,generalizzazione,J,Mix,"('red', 3, 1)",red,che l' uomo deve scontare la sua pena nei migliori dei modi e non …per prima cosa il lavoro_corsi per informazione e altro_che qui_non c' è,red,generalizzazione,True,2,True
1097,1097,1097,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"sanità in_genere 
corsi_di_professiona su diversi campi reinserimento un_domani fuori_dal carcere in_campo professionale opportunità_di_lavor più alternative",sancire,J,Mix,"('red', 1, 0)",red,"sanità in_genere 
corsi_di_professiona su diversi campi reinserimento un_domani fuori_dal carcere in_campo professionale opportunità_di_lavor più alternative",red,sancire,True,2,True
1098,1098,1098,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"palestra e più_attività colloqui di_gruppo
",giudizio,J,Mix,"('red', 3, 1)",red,"palestra e più_attività colloqui di_gruppo
",red,giudizio,True,2,True
1099,1099,1099,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,una_maggior collaborazione tra responsabili del mio inserimento in società,giudizio,J,Mix,"('red', 3, 1)",red,una_maggior collaborazione tra responsabili del mio inserimento in società,red,giudizio,True,2,True
1100,1100,1100,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"la cella tutta la sua_strutturazione 
i pavimenti 
l' igiene generale 
lavoro 
sovraffollamento",sancire,J,Mix,"('red', 1, 0)",red,"la cella tutta la sua_strutturazione 
i pavimenti 
l' igiene generale 
lavoro 
sovraffollamento",red,sancire,True,2,True
1101,1101,1101,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"cibo 
i pavimenti (la pulizia e l' igiene) 
la cella in tutta la sua_strutturazione 
la pulizia in_generale 
lavoro 
sovraffollamento",sancire,J,Mix,"('red', 1, 0)",red,"cibo 
i pavimenti (la pulizia e l' igiene) 
la cella in tutta la sua_strutturazione 
la pulizia in_generale 
lavoro 
sovraffollamento",red,sancire,True,2,True
1102,1102,1102,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,lavoro più_delle attività pur_di tenermi impegnata,non_risposta,J,Mix,"('red', 3, 1)",red,lavoro più_delle attività pur_di tenermi impegnata,red,non_risposta,True,2,True
1103,1103,1103,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"il lavoro, i rapporti con gli educatori, le attività_ricreative. qualche rapporto con il mondo_esterno.",sancire,J,Mix,"('red', 1, 0)",red,"il lavoro, i rapporti con gli educatori, le attività_ricreative. qualche rapporto con il mondo_esterno.",red,sancire,True,2,True
1104,1104,1104,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,nessuno,sancire,J,Mix,"('red', 1, 0)",red,nessuno,red,sancire,True,2,True
1105,1105,1105,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"la possi_di_partecipare che ti_aiutino ad entrare nella_società e nel mondo_del_lavoro, una_volta uscite dal_carcere",riferimento_obiettivo,J,Mix,"('green', 5, 6)",green,"la possi_di_partecipare che ti_aiutino ad entrare nella_società e nel mondo_del_lavoro, una_volta uscite dal_carcere",green,riferimento_obiettivo,True,2,True
1106,1106,1106,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"la possi_di_partecipare ai_corsi professionali che ti possono aiutare a_rientrare nel_mondo della_società e nel mondo_del_lavoro, una_volta uscite dal_carcere.",riferimento_obiettivo,J,Mix,"('green', 5, 6)",green,"la possi_di_partecipare ai_corsi professionali che ti possono aiutare a_rientrare nel_mondo della_società e nel mondo_del_lavoro, una_volta uscite dal_carcere.",green,riferimento_obiettivo,True,2,True
1107,1107,1107,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,la possi_di_partecipare che ti_aiutino a_rientrare sia nella_società che nel mondo_del_lavoro,sancire,J,Mix,"('red', 1, 0)",red,la possi_di_partecipare che ti_aiutino a_rientrare sia nella_società che nel mondo_del_lavoro,red,sancire,True,2,True
1108,1108,1108,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"attività_lavorative 
attività_culturali e rieducative personale qualificato",giudizio,J,Mix,"('red', 3, 1)",red,"attività_lavorative 
attività_culturali e rieducative personale qualificato",red,giudizio,True,2,True
1109,1109,1109,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"nulla, e tutto da rifare dalle fondamenta e non parlo di muri o palazzi!!",giudizio,J,Mix,"('red', 3, 1)",red,"nulla, e tutto da rifare dalle fondamenta e non parlo di muri o palazzi!!",red,giudizio,True,2,True
1110,1110,1110,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"accurato_controllo mensa e cibi 
accurato_controllo docce e servizi in sezione lavorante di sezione parlante italiano detenuti in massimo due per_cella visto i tre metri_quadrati a_disposizione (e non tre per periodi indefiniti e lunghi)",giudizio,J,Mix,"('red', 3, 1)",red,"accurato_controllo mensa e cibi 
accurato_controllo docce e servizi in sezione lavorante di sezione parlante italiano detenuti in massimo due per_cella visto i tre metri_quadrati a_disposizione (e non tre per periodi indefiniti e lunghi)",red,giudizio,True,2,True
1111,1111,1111,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"un po' po' di considerazione vedere i vari problemi del_detenuto metterli tutti sullo stesso piano aiutare di_più i carcerati 
aiutare molto i tossicodipendenti",giudizio,J,Mix,"('red', 3, 1)",red,"un po' po' di considerazione vedere i vari problemi del_detenuto metterli tutti sullo stesso piano aiutare di_più i carcerati 
aiutare molto i tossicodipendenti",red,giudizio,True,2,True
1112,1112,1112,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"la cella_dovrebbe_esser più spaziosa per vivere un po' po' meglio, e il vitto più controllato, un_miglior spazio per_socializzare, la possibilità di aver_più tempo per l' aria e di usufruire maggior possi_di_lavoro per_i_detenuti",valutazione,J,Mix,"('yellow', 5, 5)",yellow,"la cella_dovrebbe_esser più spaziosa per vivere un po' po' meglio, e il vitto più controllato, un_miglior spazio per_socializzare, la possibilità di aver_più tempo per l' aria e di usufruire maggior possi_di_lavoro per_i_detenuti",yellow,valutazione,True,2,True
1113,1113,1113,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"corsi_di_lavoro 
corsi_scolastici 
attività_sportive",sancire,J,Mix,"('red', 1, 0)",red,"corsi_di_lavoro 
corsi_scolastici 
attività_sportive",red,sancire,True,2,True
1114,1114,1114,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"materassi il resto_tutto_bene
",sancire,J,Mix,"('red', 1, 0)",red,"materassi il resto_tutto_bene
",red,sancire,True,2,True
1115,1115,1115,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"attività_sportive lavoro_più frequente per_persone meno abbienti 
possibilità di poter accedere più facilmente ai lavori esterni all' istituto_di_detenzio 
per_chi lavora una retribuzione più adatta
",sancire,J,Mix,"('red', 1, 0)",red,"attività_sportive lavoro_più frequente per_persone meno abbienti 
possibilità di poter accedere più facilmente ai lavori esterni all' istituto_di_detenzio 
per_chi lavora una retribuzione più adatta
",red,sancire,True,2,True
1116,1116,1116,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"dal_momento_che è un carcere piccolo si_dovrebbe stare_meglio, anzi invece_di stare chiusi 20 ore si_potrebbe stare molto ma molto_meglio, dove invece stiamo in ghetti quadrati 3 persone e i pasti non_sono sempre decenti",contrapposizione,J,Mix,"('red', 6, 4)",red,"dal_momento_che è un carcere piccolo si_dovrebbe stare_meglio, anzi invece_di stare chiusi 20 ore si_potrebbe stare molto ma molto_meglio, dove invece stiamo in ghetti quadrati 3 persone e i pasti non_sono sempre decenti",red,contrapposizione,True,2,True
1117,1117,1117,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"fare_socialità come si deve 
avere diritto di giocare a pallone e avere le docce al dovere",sancire,J,Mix,"('red', 1, 0)",red,"fare_socialità come si deve 
avere diritto di giocare a pallone e avere le docce al dovere",red,sancire,True,2,True
1118,1118,1118,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"la libertà e fare_socialità ok palestra 
calcio",giudizio,J,Mix,"('red', 3, 1)",red,"la libertà e fare_socialità ok palestra 
calcio",red,giudizio,True,2,True
1119,1119,1119,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,la commissione della_cucina dovrebbe_avere un po' di umiltà verso_i_detenuti e sarebbe se il musulmano non mangia il maiale per_colpa_di loro noi dobbiamo usufruire dello stesso pasto di_loro penso di no allora ci vuole un po' po' di organizzazione diversa sia per_noi che per_loro,giudizio,J,Mix,"('red', 3, 1)",red,la commissione della_cucina dovrebbe_avere un po' di umiltà verso_i_detenuti e sarebbe se il musulmano non mangia il maiale per_colpa_di loro noi dobbiamo usufruire dello stesso pasto di_loro penso di no allora ci vuole un po' po' di organizzazione diversa sia per_noi che per_loro,red,giudizio,True,2,True
1120,1120,1120,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"il mangiare_non_è_buono, la cella è piccola e siamo in tre, vorrei almeno decidere di_stare in_cella con i miei simili (cioè puliti, della_stessa religione, che sia compatibile di_carattere ecc)",giudizio,J,Mix,"('red', 3, 1)",red,"il mangiare_non_è_buono, la cella è piccola e siamo in tre, vorrei almeno decidere di_stare in_cella con i miei simili (cioè puliti, della_stessa religione, che sia compatibile di_carattere ecc)",red,giudizio,True,2,True
1121,1121,1121,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,non_so,sancire,J,Mix,"('red', 1, 0)",red,non_so,red,sancire,True,2,True
1122,1122,1122,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"la cucina_detenuti, acqua_calda, ogni_qt_si_può_acced alla doccia, verificare_la_grandezza_delle_celle, se_si_svolgono_attività_sportive, se_ci_sono_scuole elementare-medie-superiori e università, se_si_possono_effettuare_colloqui con i propri_familiari in una area_verde etc…sanità corsi_professionali.",sancire,J,Mix,"('red', 1, 0)",red,"la cucina_detenuti, acqua_calda, ogni_qt_si_può_acced alla doccia, verificare_la_grandezza_delle_celle, se_si_svolgono_attività_sportive, se_ci_sono_scuole elementare-medie-superiori e università, se_si_possono_effettuare_colloqui con i propri_familiari in una area_verde etc…sanità corsi_professionali.",red,sancire,True,2,True
1123,1123,1123,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,lavoro,sancire,J,Mix,"('red', 1, 0)",red,lavoro,red,sancire,True,2,True
1124,1124,1124,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"la cella_dovrebbe_essere di metrature più_grandi 
il vitto dovrebbe_essere un po' po' più decent e controllato 
il carce_dovrebbe_esser più_pulito dando la possibilità in_questo_modo di offrire più_lavoro ai_detenuti 
lo spazio per la socialità e lo spazio per l' aria",giudizio,J,Mix,"('red', 3, 1)",red,"la cella_dovrebbe_essere di metrature più_grandi 
il vitto dovrebbe_essere un po' po' più decent e controllato 
il carce_dovrebbe_esser più_pulito dando la possibilità in_questo_modo di offrire più_lavoro ai_detenuti 
lo spazio per la socialità e lo spazio per l' aria",red,giudizio,True,2,True
1125,1125,1125,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,rapporti e contatti con la propria moglie,sancire,J,Mix,"('red', 1, 0)",red,rapporti e contatti con la propria moglie,red,sancire,True,2,True
1126,1126,1126,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,occupare il tempo_libero in_base_alla personalità individuale e non in modello standard,valutazione,J,Mix,"('yellow', 5, 5)",yellow,occupare il tempo_libero in_base_alla personalità individuale e non in modello standard,yellow,valutazione,True,2,True
1127,1127,1127,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,non_so rispondere trovare qualità in_carcere è impossibile. basta dire_che in_una_cella lunga poco_più_di 4 mt e larga 3 metri devono vivere 3 persone ,sancire,J,Mix,"('red', 1, 0)",red,non_so rispondere trovare qualità in_carcere è impossibile. basta dire_che in_una_cella lunga poco_più_di 4 mt e larga 3 metri devono vivere 3 persone ,red,sancire,True,2,True
1128,1128,1128,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"vitto giornaliero qualità_pessima quantità minima 
spazio_in_cella minimo da condividere con 3 persone e cultura diversa molto difficile da comprendere",giudizio,J,Mix,"('red', 3, 1)",red,"vitto giornaliero qualità_pessima quantità minima 
spazio_in_cella minimo da condividere con 3 persone e cultura diversa molto difficile da comprendere",red,giudizio,True,2,True
1129,1129,1129,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,essendo nuovo dell' ambiente che perlomeno per quello che ho potuto vedere funziona_quasi_tutto senza alcun tipo di problema. ho chiamato e subito sono arrivati al primo problema fisico,opinione,J,Mix,"('red', 5, 3)",red,essendo nuovo dell' ambiente che perlomeno per quello che ho potuto vedere funziona_quasi_tutto senza alcun tipo di problema. ho chiamato e subito sono arrivati al primo problema fisico,red,opinione,True,2,True
1130,1130,1130,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,ci_sono strutture tipo palestre che le tengono chiuse (perché?),commento,J,Mix,"('red', 3, 1)",red,ci_sono strutture tipo palestre che le tengono chiuse (perché?),red,commento,True,2,True
1131,1131,1131,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,docce palestra che c' è e non_è_funzionante,sancire,J,Mix,"('red', 1, 0)",red,docce palestra che c' è e non_è_funzionante,red,sancire,True,2,True
1132,1132,1132,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,docce in stanza pasti_migliori più_libertà,descrizione,J,Mix,"('green', 0, 1)",green,docce in stanza pasti_migliori più_libertà,green,descrizione,True,2,True
1133,1133,1133,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,"qualità cibo 
umanità del_personale addetto (agenti di_polizia_penitenzi) metri_quadrati celle e cortile ""possi_di_integrazione per medesimi ceppi religiosi 
cortesia anche verso i maleducati"" (inutile accettare provocazioni)
",sancire,J,Mix,"('red', 1, 0)",red,"qualità cibo 
umanità del_personale addetto (agenti di_polizia_penitenzi) metri_quadrati celle e cortile ""possi_di_integrazione per medesimi ceppi religiosi 
cortesia anche verso i maleducati"" (inutile accettare provocazioni)
",red,sancire,True,2,True
1134,1134,1134,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",Descrizione,un_tempo gli albanesi avevano trovato il modo di evadere ora non_so. più motivazione oltre_che ai soldi e alla penna per i rapporti da_parte_del personale ed essere prima psicologi e poi secondini. io ho conosciuto chi prima ha_fatto psicologia ed era molto umana,generalizzazione,J,Mix,"('red', 3, 1)",red,un_tempo gli albanesi avevano trovato il modo di evadere ora non_so. più motivazione oltre_che ai soldi e alla penna per i rapporti da_parte_del personale ed essere prima psicologi e poi secondini. io ho conosciuto chi prima ha_fatto psicologia ed era molto umana,red,generalizzazione,True,2,True
1135,1135,1135,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,io vedo che le persone chiedono sempre di parlare con persone_esterne ,sancire,J,Mix,"('red', 1, 0)",red,io vedo che le persone chiedono sempre di parlare con persone_esterne ,red,sancire,True,2,True
1136,1136,1136,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,per_la_maggior_parte dei_detenuti reclusi in questa_struttura sono_poco_efficaci perché al_detenuto non_importa la rieducazione fatta in_questo_modo ,non_risposta,J,Mix,"('red', 3, 1)",red,per_la_maggior_parte dei_detenuti reclusi in questa_struttura sono_poco_efficaci perché al_detenuto non_importa la rieducazione fatta in_questo_modo ,red,non_risposta,True,2,True
1137,1137,1137,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,perché rispondono alle esigenze dei_soggetti ,non_risposta,J,Mix,"('red', 3, 1)",red,perché rispondono alle esigenze dei_soggetti ,red,non_risposta,True,2,True
1138,1138,1138,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,poiché necessitano di un' adesione decisiva della_persona detenuta,commento,J,Mix,"('red', 3, 1)",red,poiché necessitano di un' adesione decisiva della_persona detenuta,red,commento,True,2,True
1139,1139,1139,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,la sola via che può veramente dare la svolta,commento,J,Mix,"('red', 3, 1)",red,la sola via che può veramente dare la svolta,red,commento,True,2,True
1140,1140,1140,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,normale ,generalizzazione,J,Mix,"('red', 3, 1)",red,normale ,red,generalizzazione,True,2,True
1141,1141,1141,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"dipende dal soggetto se partecipa o meno, o meglio se è cambiato o meno. ",non_risposta,J,Mix,"('red', 3, 1)",red,"dipende dal soggetto se partecipa o meno, o meglio se è cambiato o meno. ",red,non_risposta,True,2,True
1142,1142,1142,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",Descrizione,"per tutte le difficoltà sopra elencate, per_cui non_si o si_riesce poco ad incidere sulla vita delle_persone e sulla loro eventuale scelta di_cambiamento.",commento,J,Mix,"('red', 3, 1)",red,"per tutte le difficoltà sopra elencate, per_cui non_si o si_riesce poco ad incidere sulla vita delle_persone e sulla loro eventuale scelta di_cambiamento.",red,commento,True,2,True
