,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
6504,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"l' accesso ai posti offerti dal penitenziario,",DESCRIZIONE,sancire
1796,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"celle 
se_ci_sono le possibilità per liberare le persone 
dottori 
psicologi 
se la legge viene applicata 
se chi sta dentro è vicino casa",GIUDIZIO,GENERALIZZAZIONE
3749,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non deve è una strada molto brutta che ti fa stare lontano dalla tua famiglia,sancire,IMPLICAZIONI
3783,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"Io non sono in grado di descrivere una persona ma so di sentirmi colpevole, e vorrei fare del mio meglio per trogliere il peccato commesso",COMMENTO,CONFERMA
4007,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,come 1-persona-norm,GIUDIZIO,sancire
7316,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,uguale_come_adesso,sancire,sancire
5741,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"fanno_passare_il_tempo , ti_fanno pensare meno , ti_fanno 
conoscere la vita e stare_meglio",sancire,sancire
6373,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,sarò la pers_più_felice perché avrò di_nuovo con me le persone a cui voglio bene,CAUSA,CAUSA
3243,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"secondo il parere, la diamo una chance per avere una vita tranquilla casomai non deve un altro errore",GENERALIZZAZIONE,GENERALIZZAZIONE
1297,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,spazio_nella_cella,DESCRIZIONE,DESCRIZIONE
2806,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona,GENERALIZZAZIONE,GENERALIZZAZIONE
987,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,"uno dei punti principali Š il luogo dove vivono questi signori, corsi di istruzione, attivit… di vario livello",sancire,COMMENTO
2266,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,una_persona dipendente da un' altra cosa e e sta andando alla strada_sbagliata,sancire,sancire
2715,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona ha un buon, non prob di salute",GENERALIZZAZIONE,GENERALIZZAZIONE
1771,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"credo che come criterio sia tutto positivo per_me la cosa 
essenziale è andare d_accordo e capirli",COMMENTO,OPINIONE
6402,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,come un detenuto che rispetta il regolamento del carcere e attende la fine_della_pena,DESCRIZIONE,DESCRIZIONE
5648,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_ho idea,GIUSTIFICAZIONE,NON RISPOSTA
704,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,praticamente inesistenti,GIUDIZIO,sancire
6215,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,mi_descrivo normale ,GIUDIZIO,GIUDIZIO
88,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-letto sul-muro 
",DESCRIZIONE,GENERALIZZAZIONE
3659,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,descrivo la persona lo stesso reato imputato che ha sbagliato una volta sola e non deve e che ci sia il perdono per tutti i peccati commessi,sancire,sancire
6968,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,bisognerebbe usare coerenza nell' ubicazione dei nuovi giunti e degli arrivi di_massa ordinati dal ministero,PRESCRIZIONE,PRESCRIZIONE
3521,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,lo descrivo come una persona che non ha capito niente nel modo di come è stato accusato,sancire,DESCRIZIONE
388,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli-altri-deten.,DESCRIZIONE,DESCRIZIONE
201,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,i comp mi-hanno-parl delle possib che esistono in-carc,DESCRIZIONE,DESCRIZIONE
498,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,un appuntato di-sezione,DESCRIZIONE,DESCRIZIONE
6990,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,contatto diretto con cometramite attività lavorative,DESCRIZIONE,DESCRIZIONE
7066,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"senza identità , impaurito e con tanti problemi psicologici",DESCRIZIONE,GIUDIZIO
5484,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"gli interventi necessitano di continui monitoraggi rispetto_alle persone 
detenute e di relativi bisogni. 
",DESCRIZIONE,VALUTAZIONE
2558,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona con se stesso e con gli altri,GENERALIZZAZIONE,GENERALIZZAZIONE
4536,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚ nulla viene applicato,DESCRIZIONE,GIUDIZIO
2447,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,per_esempio l' eroina o la cannabis che fanno_male,COMMENTO,SPECIFICAZIONE
6145,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,su segnalazione dell' area_sanit,NON RISPOSTA,NON RISPOSTA
6478,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,fare gruppo,DESCRIZIONE,DESCRIZIONE
473,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"per-nn-comm-alt-sbag nella sua vita 
",NON RISPOSTA,COMMENTO
1335,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,le regole,GIUDIZIO,sancire
4805,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"non c'è integrazione perché la maggioranza dei detenuti è araba e neanche tra di loro vanno d'accordo, inoltre li mettono insieme a noi; io non sono razzista, ma la loro cultura è diversa, così come le loro abitudini ed educazione",GIUSTIFICAZIONE,GIUSTIFICAZIONE
6041,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,segnalazione al medico_sert dell' arrivo in_istituto di un tossicodip straniero valutazione clinica o psicosociale trattamento multidisciplinare ( tratt_farma e tratt_psicsoc ) . iscrizione_sert competenza per territorio,DESCRIZIONE,sancire
5742,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"mi_aiutano , danno lavoro , sono_cose che fanno stare bene",sancire,sancire
6370,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,non_ripeterò più_quello_che_ho_fatto e starò_bene come_la_maggior_parte_delle_persone,DICHIARAZIONE DI INTENTI,DICHIARAZIONE DI INTENTI
160,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"le mie-amic-lav-fuori le suore c-e la bibliot c-e la scuola 
",DESCRIZIONE,DESCRIZIONE
6658,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"conoscenza approfondita delle_varie_etnie, incontri socialitari",DESCRIZIONE,PROPOSTA
4748,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"gli stranieri 1% di_opportunit… , gli
italiani tante opportunit… 99%
",DESCRIZIONE,CONTRAPPOSIZIONE
2921,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,scarse patologie ed in equilibrio psicofisico,GIUDIZIO,sancire
147,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tutto-il-person (direttore, comandante) e-molto-disponibile",GIUDIZIO,GIUDIZIO
2895,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,di forma e bell'aspetto,GIUDIZIO,GIUDIZIO
852,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"soprattutto per la ment, perch'perch' nelle ore di scuola la mente viene impeganata e quindi la vita quotidiana diventa più gestibile",VALUTAZIONE,SPECIFICAZIONE
6444,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,spero_che voi mi salvate dalla prigione perché non sopporto di vivere qui in_prigione .,DERESPONSABILIZZAZIONE,VALUTAZIONE
7371,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"vorrei ritornare a fare lo_stesso tipo_di_vita e poter lavorare , alla_fine è quello che mi piace",DICHIARAZIONE DI INTENTI,DICHIARAZIONE DI INTENTI
7000,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,educatori preposti a questa iniziativa,DESCRIZIONE,DESCRIZIONE
1257,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"studio, sport,",GIUDIZIO,GENERALIZZAZIONE
5289,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,era_difficile l' assistenza ero una drogata,GIUSTIFICAZIONE,GIUSTIFICAZIONE
3820,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,che lo hanno recluso senza motivo,sancire,sancire
6484,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,NON RISPOSTA,NON RISPOSTA
1195,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perché_ danno la possibilità ai_detenuti di finalizzare la detenzione in_modo costruttivo,GIUDIZIO,DESCRIZIONE
637,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,e i detenuti possono prendere questi medicinali,NON RISPOSTA,NON RISPOSTA
2890,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona con sé stessa, che può partecipare alla vita",sancire,sancire
4762,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚_non_ho i miei diritti,GENERALIZZAZIONE,GENERALIZZAZIONE
5405,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"in_quanto_ l' amministrazione pensa solamente ai ristretti e non a chi vi 
opera. 
",COMMENTO,COMMENTO
6417,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,una persona_normale che cerca di vivere,GIUDIZIO,GIUDIZIO
617,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,sono circa quattordici o quindici anni che non consumo assolut nulla,sancire,DESCRIZIONE
4106,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"mi-descrive come persona estranea e non-straniero 
",sancire,sancire
3833,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,come tutti gli altri,GENERALIZZAZIONE,GENERALIZZAZIONE
4253,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"direi 1-persona corretta e che si-impegna nelle sue-cose 
",GIUDIZIO,OPINIONE
476,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,sentiamo la radio e la tv,DESCRIZIONE,DESCRIZIONE
3764,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non sono mai entrato in una prigione e spero che dio l'altissimo mi protegga da ogni male e dio è generoso,COMMENTO,COMMENTO
4006,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"che-sia-Gentile e che-sia-Comprensiv , che Collabori al-massimo con noi-detenuti 
",COMMENTO,COMMENTO
4200,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,una-cosa normale,COMMENTO,COMMENTO
532,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"per-quel-che-riguard le alternative elencate nella-domanda-prec abbiamo partecipato a delle attiv-culturali e attiv-religiose 
",DESCRIZIONE,DESCRIZIONE
6686,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"sport 
corsi educativi 
proiezioni di film e documentari 
",DESCRIZIONE,PROPOSTA
4438,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"mancanza_di_soldi
senza_lavoro
senza famiglia , colloqui
disperato
",sancire,sancire
6529,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,si evidenziarebbero tanti problemi di vita detentive,IMPLICAZIONI,IMPLICAZIONI
1908,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,"credo che da_parte_di educatori assistenti_volontari ci sia un ampio lavoro di cura e di risorse spese per ogni_singolo detenuto . quindi credo ottimo . 
",OPINIONE,OPINIONE
6027,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_so,GIUSTIFICAZIONE,NON RISPOSTA
5852,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,i volontari che hanno disponibilità all' ascolto .,DESCRIZIONE,NON RISPOSTA
1288,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"che ci sia campo_sportivo 
che ci sia la scuola 
amiciz_italia_strani
",sancire,GENERALIZZAZIONE
1306,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,e lavoro fuori,GIUDIZIO,DESCRIZIONE
1829,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"ci_siano lavori 
ci_siano attività",GIUDIZIO,GENERALIZZAZIONE
1643,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,il lavoro,SPECIFICAZIONE,sancire
2234,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non ne faccio uso,NON RISPOSTA,COMMENTO
7337,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"abitavo assieme_a dei rumeni , e lavoravo tutto il_giorno .",sancire,sancire
5399,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"mancano_corsi_di_aggiornamento specifici, 
",DESCRIZIONE,VALUTAZIONE
3389,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"anche se necessariamente, come nel mio caso, la considero stupida",GIUDIZIO,GIUDIZIO
2619,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"allegra, pimpante, piena di voglia di fare, affamata",GIUDIZIO,GIUDIZIO
7179,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"una_persona per il proprio benessere , ma questa_volta ho_preso_la_strada_sbagliata .",CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
3371,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,l'esenzione per lui come l'esenzione per me,COMMENTO,COMMENTO
540,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-saputo trattam-rieduc primo dai-miei-genitori dopo attiv-scolast
",DESCRIZIONE,DESCRIZIONE
2732,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunata perché riesce meglio a superare tale situazione,VALUTAZIONE,VALUTAZIONE
7009,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più applicazione da_parte_del personale addetto a tale compito,GENERALIZZAZIONE,GENERALIZZAZIONE
2548,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"sar… pi— fortunato di me perch‚_la_condanna che ho preso io Š 
molto molto cattiva,",VALUTAZIONE,CAUSA
874,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,per riuscire a sopportare pi-facilmente lo stato di detenzione che in altro caso sarebbe molto pi- pensante e mortalmente noioso,GIUDIZIO,SPECIFICAZIONE
6765,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
5819,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_sola procedura,GIUSTIFICAZIONE,NON RISPOSTA
4458,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"diciamo che , per la psicologia sono
d_accordo , per• , per le pene lunghe si
dovrebbe vedere meglio e
mandare le persone negli istituti in_cui
pu• vivere_una_vita normale ed anche
qui_dentro
questa sarebbe una giusta soluzione
",GIUDIZIO,GIUDIZIO
3957,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,molto-bene,GIUDIZIO,GIUDIZIO
1200,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"scarsità di figure_professionali per la rieducazione, ed il reinserimento degli_stessi.",GENERALIZZAZIONE,sancire
3897,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"non-l-ho-mai-vista non-esiste in questa maledetta-prigione 
",NON RISPOSTA,GENERALIZZAZIONE
4421,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚_non_ci_sono che due_ore soltanto
per_giocare .
",GIUDIZIO,RIDIMENSIONAMENTO
4619,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"per_noi straniere non c' Š nulla e c' Š
sempre il problema di essere straniere
",GENERALIZZAZIONE,GENERALIZZAZIONE
6683,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,cioè stare distaccati,SPECIFICAZIONE,SPECIFICAZIONE
3075,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che no carcere,sancire,sancire
6898,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,secondo_me va_bene come funziona in_questo_istituto,OPINIONE,OPINIONE
2133,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,fallito,GIUDIZIO,GIUDIZIO
5768,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"quando faccio la domandina allo scrivano non_mi danno una 
mano , quello_che_voglio io",COMMENTO,COMMENTO
1182,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non_si_può pretendere di ottenere buoni risultati se_non si creano le premesse affinché chi_deve applicare il trattamento è messo nella_condizione_di farlo!!,GIUDIZIO,COMMENTO
1270,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"oppure ci 
danno i soldi",sancire,PREVISIONE
6439,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,questo è ciò che sento adesso,SPECIFICAZIONE,SPECIFICAZIONE
411,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,che si-trovano piu-prima-di-me in-questo-istituto,DESCRIZIONE,SPECIFICAZIONE
7358,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,descrivo_me_stesso prima_di_entrare nella_prigione una_persona e godevo la libertà,GENERALIZZAZIONE,GENERALIZZAZIONE
5404,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"perche vengono fatti pochissimi e rari_corsi_di_aggiornamento del 
personale e quei pochi non_vengono_fatti da_tutti. 
",DESCRIZIONE,VALUTAZIONE
3068,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona in stato di benessere psicofisico,GIUDIZIO,GIUDIZIO
6611,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più ricreazione opportunità di contatto organizzando più opportunità,GENERALIZZAZIONE,GENERALIZZAZIONE
1866,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,efficaci per il reinserimento sociale,VALUTAZIONE,VALUTAZIONE
7474,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"non_so in_che mondo mi trovo , ma comincio a abbituarmi",NON RISPOSTA,NON RISPOSTA
3495,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ma questo non vuol dire che non siano persone normali;,SPECIFICAZIONE,SPECIFICAZIONE
3267,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"siamo esseri umano che commettiamo piccoli errori, siamo condannati perché non abbiamo ne reputazione ne soldi per coprire tutto",GENERALIZZAZIONE,GENERALIZZAZIONE
6303,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,quello_che_ho in_prigione è_peccato,COMMENTO,COMMENTO
6279,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,"dipende dalla riabilitazione che si fa ,",POSSIBILITÀ,PREVISIONE
4804,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,niente da descrivere ,sancire,NON RISPOSTA
4785,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,gli assistenti troppo assenti,DESCRIZIONE,GIUDIZIO
944,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,trattamento_dignitos e rispetto_persona,GIUDIZIO,GIUDIZIO
86,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,in-carc,GENERALIZZAZIONE,GENERALIZZAZIONE
1065,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,volontariato,sancire,GENERALIZZAZIONE
7110,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,stronzo,GIUDIZIO,sancire
25,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,attr la prec-perman in-carc,GENERALIZZAZIONE,DESCRIZIONE
5247,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona in_qualche_modo e alcune_volte meglio non essere libero dalle persone che sono con mentalità vecchia,COMMENTO,COMMENTO
4157,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,sono-bravo-ragazzo,GIUDIZIO,sancire
7445,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,un cittadino innocente e ignaro della_legge,sancire,sancire
7204,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"una_persona vedeva la vita solo in rose , una_persona distendeva il bene del_male",OPINIONE,OPINIONE
7495,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona rispettata e al suo posto,DESCRIZIONE,sancire
2924,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,no malattie,sancire,sancire
4932,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"non so, non posso giudicare vivo e basta, tanto di qui me ne andrò, forse sarebbe bello se ci fosse solidarietà fra tutte quante ",GIUSTIFICAZIONE,GIUSTIFICAZIONE
5807,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_lo_so,NON RISPOSTA,NON RISPOSTA
546,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,con-la-domandina e con l avviso dentro-al carcere,DESCRIZIONE,DESCRIZIONE
3337,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non posso dare nessun giudizio perché vorrebbe dire giudicare me stesso,NON RISPOSTA,NON RISPOSTA
5306,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,distratto poco consapevole della bellezza della libertà e la gioia di vivere con_la_famiglia,DESCRIZIONE,DESCRIZIONE
