,Unnamed: 0,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR
1626,1626,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,acces_alle_opportuni di_rieducazione,GIUDIZIO
4132,4132,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,bellina,GIUDIZIO
5859,5859,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,primo_colloquio,DESCRIZIONE
5222,5222,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,il rapporto tra le varie etnie nell_ambito_della vita_quotidiana dell' istituto soprattutto sportiva,DESCRIZIONE
5978,5978,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,scalare_metad,DESCRIZIONE
7293,7293,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"una_persona per_bene , padre_di_famiglia ma che lavora che gli piace lavorare",sancire
5561,5561,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,il personale per_il_trattamento e assolutamente insufficiente.,COMMENTO
2394,2394,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,"mai_usate, non_le_conosco nemmeno",Non risposta
3804,3804,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,la descriverei come una persona che ha sbagliato,GIUDIZIO
4023,4023,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,sono e sarei una-donna come-tutte-altre,sancire
2101,2101,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non piangere è una opinione che esiste,COMMENTO
6901,6901,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,un vivere civile,GIUDIZIO
5353,5353,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,abbandonandolo a se stesso.,IMPLICAZIONI
5660,5660,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,bene,GIUDIZIO
4471,4471,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚_ho fatto un' istanza per telefonare
alla mia famiglia in sardegna mi_hanno
risposto dopo due
mezze e quindi abbastanza_efficaci
",DESCRIZIONE
2395,2395,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,come una_persona Poco consumatrice di marijuana,Non risposta
5026,5026,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,per_me non ci sono istituti che ti diano_la_possibilità di una reintegrazione sociale,OPINIONE
6208,6208,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"colloquio_ingr svolto da psicologo , educatore e , se detenuto_tosdip , subito anche da operatori_sert",DESCRIZIONE
1565,1565,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"il campo, la palestra,",sancire
4519,4519,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"per_me si sono_molto una_persona che non Š
stata mai educata bisognerebbe educarla
perch‚ nel suo domani quando uscir… dovr…
avere delle regole ben precise
",PRESCRIZIONE
2959,2959,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunata.,GIUDIZIO
4406,4406,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,mi trattano bene e mi curano nella_prigione,DESCRIZIONE
5344,5344,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,formazione che andrebbe sviluppata e mirata,PROPOSTA
427,427,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli-altri-deten,DESCRIZIONE
3082,3082,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"no terapia farmacologica,",sancire
2936,2936,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunata e tranquilla,GIUDIZIO
5114,5114,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non_saprei. perché ci si capisce e si hanno dei buoni rapporti,GIUDIZIO
3409,3409,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,sfortunato,GIUDIZIO
2894,2894,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che sta bene,GIUDIZIO
4609,4609,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"non_voglio parlare male riguardo questo
argomento
",GIUSTIFICAZIONE
1758,1758,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,cella da due_persone,GIUDIZIO
6113,6113,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,so che ci_sono ma non_conosco quali sistemi usano,GIUSTIFICAZIONE
5429,5429,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"siccome entrambi sono abbastanza impegnati nel 
proprio ruolo, che ritengono impegnativo e non comunicante. 
",CAUSA
664,664,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,malata di farmaci,GIUDIZIO
3949,3949,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"penso-che Vedendo la nostra-sofferenza un po' spiritualmente soffre-anche-lei 
",COMMENTO
2054,2054,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,092) non_va_bene_x_salut,COMMENTO
6478,6478,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,fare gruppo,DESCRIZIONE
4330,4330,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"in_primo_luogo siamo_detenuti e non abbiamo
ne arte ne parte e per pi— che si abbia la
volont… , le
cose sono pi— difficili da ottenere
rispetto_alle altre persone ( per_esempio
gli italiani ) 1- perch‚
alcuni detenuti stranieri non parlano l'
italiano ; 2- siamo stranieri ; 3 - non
abbiamo gli stessi
benefici ; 4 - alcuni di noi_non hanno la
famiglia qui , siamo soli .
",CONTRAPPOSIZIONE
1383,1383,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"semilibertà 
comunità",GIUDIZIO
5632,5632,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,in un' occasione ottima,DESCRIZIONE
2363,2363,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,dico che sono un_veleno e ce se ne deve allontanare con qualsiasi mezzo,COMMENTO
1580,1580,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,il rispetto_per_i_deten,GIUDIZIO
915,915,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,supervisione,sancire
3404,3404,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ha torto nei confronti dell'altro,sancire
1654,1654,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"di non confondere il rosso con ad_esempio il verde 
di non complicare la vita al detenuto 
un rispetto_reciproco",GIUDIZIO
1287,1287,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,quando vedo la mia donna al_giorno del colloquio,DESCRIZIONE
4473,4473,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚_manca palestra e mancano tante_cose,DESCRIZIONE
4517,4517,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,personale,NON RISPOSTA
5755,5755,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_capisco la domanda,NON RISPOSTA
6768,6768,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,lo sport è l' unica cosa che assieme tutte le razze,sancire
6717,6717,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,no_perché non_è_possibile niente,sancire
3565,3565,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"un altro ingorante come me, povero disgraziato come me",GIUDIZIO
4793,4793,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,no,NON RISPOSTA
4079,4079,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"credo che essendo io per-loro 
solo-un-numero gli-sn-indifferente 
",OPINIONE
3334,3334,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,lo descrivo in una sola perola è costretto dalle circostanze,GIUSTIFICAZIONE
212,212,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,xche-ho-fatto-i-corsi,DESCRIZIONE
3475,3475,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,lo vedo normale,GIUDIZIO
4860,4860,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,per me abbastanza l' integrazione. fra la popolazione detenuta in qualsiasi parte del carcere e se capita il trasferimento è uguale ,OPINIONE
3658,3658,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"secondo me, a questa persona gli dirò di non sbagliare un'altra volta",GENERALIZZAZIONE
6984,6984,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,attività culturali,DESCRIZIONE
5184,5184,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,mi permette di pensarlo il_fatto_che italiani_e_stranieri hanno gli stessi_diritti e possibilità cosa che in_questo_istituto esiste,CONFRONTO
5227,5227,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,un_bravo_ragazzo,GIUDIZIO
1384,1384,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,come straniero non trovo tutti i mie diritti nel_carcere,GIUDIZIO
2718,2718,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,la persona che gode fisica e mentale,GIUDIZIO
2413,2413,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,io_non ne faccio_uso ma direi_che è una cattiva_abitudine,sancire
4798,4798,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,il modo in cui i detenuti comunicano tra di loro ,DESCRIZIONE
5869,5869,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"contatti con volontari 
ricerca_lavoro 
assistenza_eco 
",sancire
5176,5176,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,vedere che alcuni lavorano,DESCRIZIONE
6243,6243,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,insoddisfatto ,GIUDIZIO
83,83,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,l-ho-visti ,sancire
5800,5800,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"segnalazione_sert da_parte_dell' istituto o del cssa del detenuto che afferma di avere o avere avuto 
problemi_tosdip 
",DESCRIZIONE
6874,6874,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,è quello di essere fatta una legge per l' impatrio,sancire
4442,4442,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"le opportunit…_di tratt_rieducativo_sono
molto_efficaci aumentano le possibilit… di
trovare_un_lavoro onesto e dare senso alla
nostra vita
",IMPLICAZIONI
1829,1829,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"ci_siano lavori 
ci_siano attività",GIUDIZIO
598,598,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli-altri-deten,DESCRIZIONE
1550,1550,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,non_lo_so,GIUDIZIO
3849,3849,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-so come mi-descrive,NON RISPOSTA
1020,1020,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,rispe_diritti_fondam dei cittadini anche e soprattutto dei detenuti,COMMENTO
2760,2760,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona psicosomaticamente,GENERALIZZAZIONE
1221,1221,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,istruzione,GIUDIZIO
3631,3631,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"dipende, potrebbe essere una persona con problemi finanziari o che vive in un ambiente sbagliato",POSSIBILITÀ
496,496,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"dalle-pers-deten, dagli-avvisi 
",DESCRIZIONE
466,466,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"e il resto saputo dai-miei-di-cella 
",DESCRIZIONE
6463,6463,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non c' è nessuno disponibile per arbitrare con criterio per ambo le parti,GENERALIZZAZIONE
1325,1325,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,cabine_telefoniche; collo_con_familiari senza documenti,VALUTAZIONE
5208,5208,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"complicità, compattezza, integrazioni tra culture",VALUTAZIONE
1189,1189,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,mancanza_di_volontà da_parte_del detenuto di mutare il proprio_atteggiamento rispetto_alle regole ed ai valori,GIUDIZIO
493,493,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"le attiv-trattam-rieduc sono adatte alla vita-del-carc 
",GIUDIZIO
5186,5186,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non_è_integrata perché la popolazione_detenuta è completamente abbandonata a se stessa,COMMENTO
7212,7212,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"un_uomo normale ma , dato le circostanze e i problemi che avevo , ho_fatto cose nella_vita che mi hanno portato in_carcere",IMPLICAZIONI
1684,1684,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,penso_che dobbiamo_avere l' opportunità di_uscire dall' istituto,GIUDIZIO
4142,4142,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-E-presente nessuno di-loro,COMMENTO
2313,2313,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non ho quindi non lo so,NON RISPOSTA
2562,2562,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona con se stessa,GENERALIZZAZIONE
273,273,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ne-esistono pochissimi,NON RISPOSTA
1645,1645,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"vitto 
attività_sportive 
medico",GIUDIZIO
6234,6234,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,"farò l' impossibile per trovare , i miei diritti come_persona in_questo e nel mondo ",DICHIARAZIONE DI INTENTI
3600,3600,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,è una persona e non deve più,GENERALIZZAZIONE
3745,3745,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ho sbagliato come hanno sbagliato tanti come ogni essere umano,COMMENTO
2019,2019,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,051) ci_sono fanno_scegliere questo,DERESPONSABILIZZAZIONE
597,597,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,me-l-ha-detto un appuntato durante-ora-d-aria,DESCRIZIONE
5024,5024,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,tipo socialità e ore di socialità aggiuntive in_base_ai risultati.,SPECIFICAZIONE
2703,2703,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,sano di mente e sano nel fisico,GIUDIZIO
1905,1905,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,"buone ed uguali per tutti 
",GIUDIZIO
3078,3078,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,presenza di benessere psicofisico in uno stato libertà,sancire
312,312,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,o saputo da-altri-deten,DESCRIZIONE
4689,4689,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non capisco,GIUSTIFICAZIONE
7336,7336,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,ero_disposto_ad_intervenire_ed_aiutare in qualsiasi situazione di rischio,DICHIARAZIONE DI INTENTI
1841,1841,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,"ci si deve chiedere se puo essere trattamento_rieducativo se c'è un
basso risultato...",GENERALIZZAZIONE
5131,5131,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"perché nelle strutture gli agenti, direttore, operatori lavorano meglio",CONFRONTO
1171,1171,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,e che un_trattamento non_è_solo premi ma anche responsabilità di accettare le regole che a_volte possono sembrare dure ,COMMENTO
5417,5417,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"molto raramente noi insegnanti veniamo interpellati sul comportamento 
dei detenuti in classe. ad ogni quadrimestre comunichiamo agli educatori 
la frequenza e quindi le assenze, l' impegno in classe ed il comportamento 
dei detenuti. tutto qui 
",COMMENTO
6658,6658,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"conoscenza approfondita delle_varie_etnie, incontri socialitari",DESCRIZIONE
6385,6385,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,come_libero e molto_contento,GIUDIZIO
4345,4345,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,sono_efficaci tratttano_male le persone .,DESCRIZIONE
4526,4526,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"bisogna educare bene perch‚ la buona
educazione ti aiuta a rispettare gli altri
",GENERALIZZAZIONE
6078,6078,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"per la presa_carico è sufficiente la diagnosi ; 
per una proposta terapeutica extra-muraria è inoltre necessario un permesso_sogg ed una residenza_fissa 
",DESCRIZIONE
5015,5015,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,sinceramente se dovesse succedermi sarebbe l' ultima cosa a cui penserei,COMMENTO
2338,2338,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,"mi_sentivo diverso, un po' più_allegro del solito",GIUDIZIO
678,678,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,buone,GIUDIZIO
5943,5943,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"corsi_alfabetiz , scuola_media e secondaria 
attività_sport
catechesi 
colloqui_ass_vol e caritas 
",DESCRIZIONE
2142,2142,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_lo_so,NON RISPOSTA
4418,4418,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"si_pu•_cambiare la vita dopo_di_che ai
fatto la sentenza penale
",DERESPONSABILIZZAZIONE
7099,7099,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,mi_descriverei come_una_persona che ha delle difficoltà economiche,sancire
7115,7115,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"una_persona , capace_di_amare , una_mamma , una nonna , una moglie , una figlia , una zia una_persona capace_di_amare senza aspettare niente , una donna elegante e con classe , e soprattutto con sentimenti",DESCRIZIONE
2968,2968,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"autonoma
ha un buon psichico",GIUDIZIO
4434,4434,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ nella vita serve sempre ad_imparare
Š per_questo_che avendo uno che ti impara
sempre ti sar… utile nella vita e di non
commettere pi—
qualche reato ma di rispettare e
di_essere_rispettato
",DICHIARAZIONE DI INTENTI
7238,7238,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,normale,DESCRIZIONE
3975,3975,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,come normale,GIUDIZIO
4271,4271,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,mi-vedono come 1-persona straniera,sancire
2692,2692,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona un momento di integrità fisica e integrità mentale,sancire
6173,6173,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"visita ingresso segnalazione_sert e psicologo ( in_caso_di tossicodipendenza ) . gli si spiega il libero accesso in infermeria in_caso_di necessità . prosecuzione di terapia con cura ( se già in_atto in_libertà ) si segnala 
servizio_sociale ed educatore . grosso problema è il linguistico superato nella maggior parte dei casi con ausilio di interpreti ( detenuti della_stessa_naz )",DESCRIZIONE
4601,4601,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,la risposta non Š utile,NON RISPOSTA
2728,2728,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunato,GIUDIZIO
818,818,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,in quanto essere sieropositivo capita la mancanza del personale infermieristico scarsa cura nella pulizia del piano altre amncanze che magari in altri carceri italiani non ci o si sta meglio,VALUTAZIONE
