,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
1828,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"bisogna che: 
gli incontri siano_più liberi",VALUTAZIONE,GIUDIZIO
2214,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,come una persona,GENERALIZZAZIONE,GENERALIZZAZIONE
3002,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,no gravi patologie,sancire,sancire
4207,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,come un ragazzo normale,GIUDIZIO,sancire
12,Come descriverebbe un trattamento efficace?,DESCRIZIONE,"un_elemento necessario ed utile_al_reinserimen dei detenuti 
nella_vita_sociale
",GIUDIZIO,OPINIONE
4463,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"ti aiuta ad_occupare_il_tempo e ti da
speranze per il futuro .
",IMPLICAZIONI,IMPLICAZIONI
3553,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non lo so,NON RISPOSTA,NON RISPOSTA
4420,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"le persone possono scoprire delle nuove
qualit… in se stesse , e in_pi— si
distraggono dalla_vita
monotona del carcere .
",DESCRIZIONE,GIUDIZIO
3554,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona si trovava nel posto sbagliato in un momento inopportuno,sancire,GIUSTIFICAZIONE
1329,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,preparazione al mondo_esterno; corsi e informazione; psicologi,sancire,DESCRIZIONE
1402,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"se potessi essere_più vicino 
alla mia famiglia",GIUDIZIO,GENERALIZZAZIONE
1340,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,non_lo_so,GIUDIZIO,NON RISPOSTA
6827,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,separarsi,GENERALIZZAZIONE,GENERALIZZAZIONE
3741,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,come ho sbagliato anche l'altro ma spero non sbagli più,OPINIONE,GENERALIZZAZIONE
5011,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,la fiducia dei responsabili,DESCRIZIONE,RIDIMENSIONAMENTO
3119,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che è vissuta in un ambiente sano,sancire,sancire
6213,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,libero a_pensare ,GIUDIZIO,GIUDIZIO
4956,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,scherziamo,DESCRIZIONE,NON RISPOSTA
3628,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"Sarebbe meglio sapere perché, perché lo ha fatto reato, perché gli piace o perché ne era costretto motivi di per sopravvivenza",GIUSTIFICAZIONE,GENERALIZZAZIONE
3354,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"descrivo per la necessità, magari la responsabilità di portare avanti una famiglia e che con un lavoro onesto tante volte una persona ce la fa",GIUSTIFICAZIONE,GIUSTIFICAZIONE
4753,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,servono_per_rieducare,RIFERIMENTO ALL'OBIETTIVO,NON RISPOSTA
6766,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,li mandassero al_loro_paese a rompere le scatole,COMMENTO,COMMENTO
835,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,positivo bene accetto sempre meglio,sancire,GIUDIZIO
1971,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----029 
me descrivo_una_persona condannata come me e per lo_stesso 
reato che questa_persona 
deve_avere",GENERALIZZAZIONE,GENERALIZZAZIONE
3315,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non sono in grado di fare commenti su altre persone,NON RISPOSTA,NON RISPOSTA
5970,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"colloqui su segnalazione 
contat_sert_est 
",DESCRIZIONE,sancire
466,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"e il resto saputo dai-miei-di-cella 
",DESCRIZIONE,DESCRIZIONE
185,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr-le-esp dell-istituto,GENERALIZZAZIONE,GENERALIZZAZIONE
437,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"perche gli altri-deten mi-hanno-fat-conosqueste-opport 
",DESCRIZIONE,DESCRIZIONE
23,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,quando-ero-malato,GENERALIZZAZIONE,NON RISPOSTA
5584,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"la descrivo come possibilit… per parlare con le persone dell' 
esterno",DESCRIZIONE,DESCRIZIONE
3079,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,è difficile descrivere perché la salute è un concetto molto vasto: ognuno ha la propria salute.,COMMENTO,GENERALIZZAZIONE
6086,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_ho una risposta precisa,GIUSTIFICAZIONE,NON RISPOSTA
5743,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,ci_sono persone che possono_essere,COMMENTO,COMMENTO
2635,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,e che può ricorrere ad una buona assistenza sanitaria come screening e al bisogno,DESCRIZIONE,DESCRIZIONE
4718,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"io no mai_visto come questo carcere Š
troppo stretto ( non_so )
",COMMENTO,COMMENTO
3691,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"uguale per tutti,",sancire,GIUDIZIO
5148,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,considerando che quasi_tutti bene_o_male godiamo di un contatto familiare,COMMENTO,CONFERMA
4573,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"sono_capace di dire_che ho sbagliato , Š
una tale lezione che dimostra che la vita Š
preziosa
",DESCRIZIONE,COMMENTO
2906,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che non si lamenti mai di niente né del cibo né di qualunque cosa gli venga fatto fare,sancire,sancire
5509,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"non appartengo alla amministrazione penitenziaria. 
",sancire,sancire
1228,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,sempre include il rispetto,NON RISPOSTA,sancire
3710,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona sa riflettere la realtà e pensa che la strada più corta è meglio a realizzarsi i suoi sogni,sancire,GIUSTIFICAZIONE
1692,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,più calma,GIUDIZIO,GIUDIZIO
3279,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,faccio autocritica; non giudico gli altri;,COMMENTO,COMMENTO
6518,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,poche poiché l' integralismo islamico (non_perché_sia_razzista) poco concede agli infedeli occidentali,GIUSTIFICAZIONE,GIUSTIFICAZIONE
3160,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,descrivo una persona lo stesso reato stato commesso io come la mia situazione. Per io me sento una colpa di quello che è fatto e penso para lui,sancire,sancire
1090,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",VALUTAZIONE,dare esempio,GENERALIZZAZIONE,GIUDIZIO
633,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,ci sono delle ragion che ti fanno scegl q,CAUSA,CAUSA
7005,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,convivenza non è difficile,COMMENTO,COMMENTO
5527,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,in_quanto_ gli interventi operati a_volte non_sono cosi approfonditi,DESCRIZIONE,VALUTAZIONE
1456,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,fino adesso no,COMMENTO,NON RISPOSTA
5122,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"la sensibilità, la complicità tra_detenute",DESCRIZIONE,GIUDIZIO
118,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ed anche alla coll-person-peni
",DESCRIZIONE,SPECIFICAZIONE
5376,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"credo che l' amministrazione penitenziaria fornisca poche occasioni 
rispetto_agli obiettivi previsti nel_mio ruolo,",DESCRIZIONE,VALUTAZIONE
7156,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,fortunato,DESCRIZIONE,GIUDIZIO
719,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,ai fini di poter sostenere il detenuto nel fargli affrontare le giornate pesanti all'interno della struttura interna,VALUTAZIONE,SPECIFICAZIONE
6584,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
6744,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,sarebbe un buon modo per l' integrazione di entrambe,GIUDIZIO,GIUDIZIO
907,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,far fare qualcosa,GENERALIZZAZIONE,GENERALIZZAZIONE
2197,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_faccio_uso di droghe,NON RISPOSTA,COMMENTO
6062,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"verif_permes_sogg 
se posseduto o non posseduto , un colloq_conoscitivo viene_fatto sempre ma le opportunità variano a_seconda_della presenza del permesso . diversamente la presa_carico subisce delle modifiche non positive 
",IMPLICAZIONI,IMPLICAZIONI
219,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"solamente per le relaz-con-famig e l avvocato 
",sancire,NON RISPOSTA
533,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"siamo-informati per l' istruzione, le attiv-culturali la religione, per la famig e per molte-altre-cose 
",DESCRIZIONE,DESCRIZIONE
477,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"e sentiamo anche da-altri 
",DESCRIZIONE,GENERALIZZAZIONE
3717,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,bisogna perdonarla siccome è la prima volta,PRESCRIZIONE,GENERALIZZAZIONE
6699,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,una buona campagna educativa del problema da_parte_dello stato,GIUDIZIO,GIUDIZIO
2086,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,un drogato,GIUDIZIO,sancire
5331,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,manca la collaborazione,DESCRIZIONE,VALUTAZIONE
2415,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,queste sostanze_proibite,COMMENTO,COMMENTO
251,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tr alt-pers-che-con-norm.,DESCRIZIONE,DESCRIZIONE
854,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"ringrazio l' istituto per potermi aver dato l' accesso a lavorare come art. 21, (lavoro esterno) in quanto rimane pur sempre difficile trovare armonia con le compagne, e nonostante tutto capisco che questa non e la realta del mio futuro",COMMENTO,COMMENTO
377,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dal-person-del-carc,DESCRIZIONE,DESCRIZIONE
5415,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"accurati corsi_di_formazione e specifici corsi_di_aggiornamento 
finalizzati a formare personale in_grado_di sviluppare specifiche 
competenze che il ruolo richiede 
",DESCRIZIONE,VALUTAZIONE
1291,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,fanno tardi per benefici,GIUDIZIO,NON RISPOSTA
4715,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"non Š la mia_scelta e cos� nelle case
circondariale dei carcere come il carcere
di parma
",GENERALIZZAZIONE,GENERALIZZAZIONE
5137,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,e questo per_fortuna capita spesso,COMMENTO,COMMENTO
1825,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,e da dieci anni che sono in_carcere e non godo di nessun diritto,GENERALIZZAZIONE,COMMENTO
2231,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non ne uso,NON RISPOSTA,COMMENTO
5946,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,accert_stato_tosdip ( obiettività clinica condizione psicosociale anam_tossicolog,DESCRIZIONE,sancire
3420,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ha bisogno di vivere,GIUDIZIO,GIUDIZIO
169,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli-altri-deten.,DESCRIZIONE,DESCRIZIONE
6669,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,promuovere culturali,GENERALIZZAZIONE,GENERALIZZAZIONE
6061,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,se il detenuto è regolarizzato con il permesso_sogg può essere preso_carico dal serv_tossdip,COMMENTO,COMMENTO
5345,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,poca formazione_e_aggiornamento,DESCRIZIONE,VALUTAZIONE
7285,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,felice,DESCRIZIONE,GIUDIZIO
4778,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ la magior parte dei nei detenuti
pensano che i detenuti sono poco educati ,
e un_sbaglio 100%
",GENERALIZZAZIONE,GENERALIZZAZIONE
6926,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,avendo modo di capireil suo modo di vivere nel proprio paese,DESCRIZIONE,DESCRIZIONE
4877,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,io sono stato trasferito in sardegna però non ho provato nulla ,COMMENTO,COMMENTO
6555,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,e sarebbe opportuno riuscire a convivere tra italiani_e_stranieri,GIUDIZIO,GIUDIZIO
6834,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,divisi,GENERALIZZAZIONE,GENERALIZZAZIONE
4366,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚_sono tossici e non vedono di
aspettare la libert… di bucarsi
stop
",GIUDIZIO,NON RISPOSTA
5167,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,che si sono amalgamate bene e che hanno avuto un_buon inserimento nel contesto,GIUDIZIO,GIUDIZIO
5112,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,che se_devo essere trasferita è_lo_stesso solo per la mia_famiglia mi dispiacerebbe,NON RISPOSTA,NON RISPOSTA
2894,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che sta bene,GIUDIZIO,GIUDIZIO
4788,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"quando uno viene condannato per un reato
che non ha commesso non ha
bisogno_di_essere
rieducato , allora il tratt_rieducativo ha
l' effetto contrario
",GENERALIZZAZIONE,GENERALIZZAZIONE
7239,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,ero la persona più_di fiducia con capacità di organizzare il lavoro con_fiducia in parola senza firma .,sancire,sancire
3011,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"allegra, vivace, socievole, ammaliatrice",GIUDIZIO,GIUDIZIO
7389,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"lavoravo notte_e_giorno e ho_rispettato sempre tutto , non_ho preso una multa e non_ho rubato , ho sempre cercato di sopravvivere",sancire,sancire
4540,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,a_questa_domanda ho_gi…_risposto,NON RISPOSTA,NON RISPOSTA
2876,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"persona comunicativa, autostima di sé e autocontrollo, serena, persona sana fisicamente e sana psicologicamente",GIUDIZIO,GIUDIZIO
1814,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"l' alimentazione 
cont_con_la_famiglia",GIUDIZIO,GENERALIZZAZIONE
3046,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"come la descrivere l'organizzazione mondiale della sanità per cui la salute un equilibrio biologico, equilibrio psicologico e quilibrio sociale",CONSIDERAZIONE,CONSIDERAZIONE
206,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"perche siamo-stranieri 
",CAUSA,GIUSTIFICAZIONE
5136,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,se si_comunica normalmente e se si parla come se fossimo tutti_uguali,DESCRIZIONE,DESCRIZIONE
7465,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,mi_sentivo_male perché devo scontare una condanna per un_fatto con il quale non_ho niente a_che vedere,OPINIONE,OPINIONE
1699,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,articolo_21,GIUDIZIO,sancire
1979,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----043 
Š un povero disperato che non sa ci• che lo aspetta 
in_questo_paese",GIUDIZIO,GIUDIZIO
7178,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,come_una_persona,GENERALIZZAZIONE,GENERALIZZAZIONE
780,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,sarebbe utile affinche si trovi interesse culturale e lavorativo ai fini di non tornare a delinquere,RIFERIMENTO ALL'OBIETTIVO,RIFERIMENTO ALL'OBIETTIVO
4499,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ con quello_che_ho scritto prima
vengo alla conclusione che le opportunit…
di tratt _rieducativo_sono poco_efficaci
",GENERALIZZAZIONE,GENERALIZZAZIONE
877,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,non sempre adeguate,GIUDIZIO,GIUDIZIO
5728,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,il trattame_rieducativo il trattamento e non_ho niente_da dire,GENERALIZZAZIONE,GENERALIZZAZIONE
1437,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,questo_carcere offre molto poco lavoro,GIUDIZIO,NON RISPOSTA
6899,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,un lavoro tutti insieme,GENERALIZZAZIONE,GENERALIZZAZIONE
363,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,tutto-ci? che ho segnalato con la crocetta e-esistente all-int-della prigione il-resto e-assente,sancire,GIUDIZIO
1656,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,ci vuole anche la legge perché_non è uguale per_tutti,GIUDIZIO,CAUSA
4647,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"se si va dal dottore perch‚ si sta male, non prescrive niente
",IMPLICAZIONI,IMPLICAZIONI
4380,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"sono poco efficace , perch‚ tante persone
ritornano qui dopo_di_che escono , perch‚
se rispettano la
legge tanti non . sa di_che vivere . non_si
riesce facilmente ha trovare i
posti_di_lavoro
",PREVISIONE,PREVISIONE
1901,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,"troppo scarse , scoordinate , non_seguono lo sviluppo della personalita_del_detenuto , non sono compiute da persone competenti",GIUDIZIO,GIUDIZIO
2186,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,no per_carità,COMMENTO,COMMENTO
3558,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona immatura che pensa soltanto guadagno facile e odia lavoro onesto,sancire,GIUDIZIO
6725,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"scambi culturali, lavori comuni",DESCRIZIONE,DESCRIZIONE
3410,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non voglio pensarci,NON RISPOSTA,NON RISPOSTA
4671,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ Š un' altra possibilit… di costruire
una_vita
",sancire,sancire
5456,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"non credo dipenda tutto dall' amministrazione penitenziaria cioe: credo 
soprattutto sia un problema di fondi (euro) che non_sono_sufficienti",RIDIMENSIONAMENTO,VALUTAZIONE
7212,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"un_uomo normale ma , dato le circostanze e i problemi che avevo , ho_fatto cose nella_vita che mi hanno portato in_carcere",IMPLICAZIONI,IMPLICAZIONI
5582,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"organico_carente di_polizia_penitenziaria 
organico_carente educatori, assistenti sociali, eccetera eccetera eccetera 
",COMMENTO,COMMENTO
